,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-07,335.9564836263657,1405.5498490333557,2145.6834983825684,3405.59029340744,12191.594519805907,3103,67.0,5.0,1626.13520665762,461.756712379583,24.3326321447989,6.90948463370288
1,2024-01-14,334.3460089087486,1539.5826680660248,2376.6769037246704,3665.793468475342,11867.976773071287,3103,61.0,5.0,2069.63453165025,518.375781635156,30.9689228341157,7.75670261344792
2,2024-01-21,350.5197433233261,1444.8862459659576,2262.558623313904,3503.608486175537,11799.26361980438,3103,47.0,6.0,2411.90644292948,572.709857919525,36.0904997340913,8.56972915991353
3,2024-01-28,266.94404529333116,1368.3227598667145,2045.687756538391,3429.982566833496,11769.057663345331,3103,34.0,6.0,2853.26667390237,608.785618901231,42.6947821453188,9.10954787715034
4,2024-02-04,413.51787341237065,1434.8532092571259,2085.6335220336914,3314.15585231781,10895.078136062617,3103,17.0,11.0,3973.6732799217,799.16260447526,59.4599574427079,11.9582489813654
5,2024-02-11,408.2871925950051,1365.0440168380737,2197.43120098114,3217.469148159027,10932.659577369686,3103,12.0,8.0,4609.29756821247,828.657024350436,68.9711050557459,12.3995879710193
6,2024-02-18,618.5957277059555,1525.7447762489319,2062.716736793518,2920.9355750083923,9423.135895156858,3103,9.0,8.0,5780.58326037103,844.972865815794,86.4976082438423,12.6437296431779
7,2024-02-25,729.430957710743,1355.8791604042053,1973.3769636154175,2994.7471990585327,8199.831922531124,3103,4.0,8.0,7259.62082330474,982.831096127536,108.629148597844,14.7065677101326
8,2024-03-03,737.3803371548653,1433.5720989704132,1953.944094657898,2658.780439853668,7456.226376342771,3103,2.0,11.0,7712.46972595564,1072.66255716191,115.405341450853,16.0507584560375
9,2024-03-10,861.8475691080093,1579.6587467193604,2008.5828609466553,2715.2574920654297,6301.047502326957,3103,1.0,6.0,7848.89620443085,1036.07632519796,117.446755536199,15.5033013194487
