,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-07,0.0,0.0,6.4406192768365145,111.71723623760045,312.1128773503004,3108,13.0,59.0,191.441571356855,46.8846239393348,11.3901518212465,2.78948287441513
1,2024-01-14,0.0,0.0,60.46185873448849,142.19126152340323,358.82114997878665,3108,8.0,53.0,229.870985969848,67.8163562355337,13.6765771976225,4.03485297373895
2,2024-01-21,0.0,0.0,38.359978375956416,121.48733953014016,288.12676661554696,3108,5.0,62.0,240.238562555299,70.7734065193818,14.2934143374857,4.21078786310165
3,2024-01-28,0.0,0.0,64.48608026839793,145.98623014055192,338.2272322140632,3108,7.0,53.0,262.728910064275,70.0174259288328,15.6315169806276,4.16580947288452
4,2024-02-04,0.0,0.0,81.31191055756062,177.00148868374527,352.30067131482036,3108,4.0,51.0,327.785294570618,81.7568805095635,19.5021605990263,4.86426889852255
5,2024-02-11,0.0,38.1745347334072,89.20296041294932,195.06020774133503,340.0921932775524,3108,1.0,53.0,382.819406203704,101.312368493298,22.7765115271212,6.027756930378
6,2024-02-18,0.0,0.0,50.9989149402827,142.7944290684536,322.61956890299905,3108,1.0,69.0,537.415406605191,128.675515813568,31.974471526353,7.65577533868934
7,2024-02-25,10.029072849545628,79.07665492268279,140.07810569368303,225.76184602454305,386.53387436829473,3108,0.0,43.0,647.717508347259,126.1241099632,38.5370883923774,7.50397497585621
8,2024-03-03,26.926173773594204,127.05574817489833,188.27342491596937,265.21381285972893,425.3251671530304,3108,0.0,45.0,808.509356930605,168.574223413365,48.103681238449,10.0296188764969
9,2024-03-10,92.06887566950172,179.924527797848,239.9343935213983,301.56351561658084,460.0148154683407,3108,0.0,20.0,954.437018211217,172.872045888892,56.7859032089703,10.285325357331
