,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-07,0.0,0.0,43.258148681372404,101.03923308290541,227.00662869401276,3105,4.0,61.0,222.571417417872,63.344800719547,17.0840948924487,4.86220827000535
1,2024-01-14,0.0,0.08387597277760506,87.50945402681828,140.26875218376517,261.69275192990887,3105,2.0,58.0,302.853625962982,100.417142169386,23.2463815187901,7.70780006504349
2,2024-01-21,0.0,0.01993228867650032,70.66036217100918,118.6176784094423,249.48705230168997,3105,2.0,76.0,407.761338657524,122.653991298903,31.298867949509,9.4146519377819
3,2024-01-28,0.0,52.56042628362775,101.78357857465744,169.91265910118818,282.518210095167,3105,0.0,70.0,502.618093920806,156.320517378297,38.5798648848215,11.9988207987799
4,2024-02-04,0.0,33.78155647031963,101.84345060959458,150.81495827808976,269.44756773821985,3105,0.0,77.0,521.860472993372,164.953752226299,40.0568677895341,12.6614890114514
5,2024-02-11,0.0,58.33762037754059,114.81922020018101,169.34410654008389,283.8433377116918,3105,0.0,92.0,756.316168972553,220.410088670577,58.0531738950178,16.9181960279811
6,2024-02-18,0.0,32.492077708244324,95.78095292672515,131.2064220868051,233.85848802179078,3105,0.0,98.0,1030.72063925167,277.061817138344,79.115860485898,21.2666587200592
7,2024-02-25,28.748917088285086,97.09214297495782,149.70631293952465,183.39241951331496,267.79904051274053,3105,0.0,98.0,1254.09380353486,297.679851289903,96.2614957130655,22.8492538979461
8,2024-03-03,57.155244989506905,116.19890373945236,154.6390637010336,194.91755029186606,293.3486381813882,3105,0.0,98.0,1497.33134234169,321.924637200843,114.931876854502,24.7102306035577
9,2024-03-10,106.03953438326717,151.80426462367177,192.2617784962058,222.01080495491624,309.24159865379323,3105,0.0,99.0,1846.88075156288,397.599528163575,141.762524500163,30.518869615618
