,casos_2304400,casos_est_2304400,casos_est_min_2304400,casos_est_max_2304400,p_rt1_2304400,p_inc100k_2304400,temp_min_2304400,temp_max_2304400,umid_min_2304400,pressao_min_2304400,casos_2311702,casos_est_2311702,casos_est_min_2311702,casos_est_max_2311702,p_rt1_2311702,p_inc100k_2311702,temp_min_2311702,temp_max_2311702,umid_min_2311702,pressao_min_2311702,casos_2307650,casos_est_2307650,casos_est_min_2307650,casos_est_max_2307650,p_rt1_2307650,p_inc100k_2307650,temp_min_2307650,temp_max_2307650,umid_min_2307650,pressao_min_2307650,casos_2306306,casos_est_2306306,casos_est_min_2306306,casos_est_max_2306306,p_rt1_2306306,p_inc100k_2306306,temp_min_2306306,temp_max_2306306,umid_min_2306306,pressao_min_2306306
2016-09-04,426,426.0,426,426,5.4250364e-09,15.856402,24.857142857142858,28.285714285714285,58.285714285714285,1012.2857142857143,0,0.0,0,0,0.0,0.0,24.857142857142858,28.285714285714285,58.285714285714285,1012.2857142857143,18,18.0,18,18,0.29892272,7.844573,24.857142857142858,28.285714285714285,58.285714285714285,1012.2857142857143,1,1.0,1,1,0.38033924,1.8844103,24.857142857142858,28.285714285714285,58.285714285714285,1012.2857142857143
2016-09-11,440,440.0,440,440,0.004385093,16.377504,25.0,26.428571428571427,65.71428571428571,1013.8571428571429,0,0.0,0,0,0.0,0.0,25.0,26.428571428571427,65.71428571428571,1013.8571428571429,16,16.0,16,16,0.32720166,6.972954,25.0,26.428571428571427,65.71428571428571,1013.8571428571429,0,0.0,0,0,0.0,0.0,25.0,26.428571428571427,65.71428571428571,1013.8571428571429
2016-09-18,443,443.0,443,443,0.30393633,16.48917,25.0,26.714285714285715,68.57142857142857,1013.1428571428571,1,1.0,1,1,0.953981,5.4392166,25.0,26.714285714285715,68.57142857142857,1013.1428571428571,7,7.0,7,7,0.017819328,3.0506673,25.0,26.714285714285715,68.57142857142857,1013.1428571428571,2,2.0,2,2,0.85134184,3.7688205,25.0,26.714285714285715,68.57142857142857,1013.1428571428571
2016-09-25,368,368.0,368,368,0.008608092,13.697549,25.571428571428573,27.142857142857142,69.14285714285714,1013.0,1,1.0,1,1,0.81429833,5.4392166,25.571428571428573,27.142857142857142,69.14285714285714,1013.0,11,11.0,11,11,0.26521662,4.7939057,25.571428571428573,27.142857142857142,69.14285714285714,1013.0,1,1.0,1,1,0.57873064,1.8844103,25.571428571428573,27.142857142857142,69.14285714285714,1013.0
2016-10-02,374,374.0,374,374,0.05994689,13.920878,25.571428571428573,28.0,64.57142857142857,1011.4285714285714,0,0.0,0,0,0.0,0.0,25.571428571428573,28.0,64.57142857142857,1011.4285714285714,8,8.0,8,8,0.25325575,3.486477,25.571428571428573,28.0,64.57142857142857,1011.4285714285714,1,1.0,1,1,0.45121664,1.8844103,25.571428571428573,28.0,64.57142857142857,1011.4285714285714
2016-10-09,309,309.0,309,309,0.00154962,11.501474,25.285714285714285,28.428571428571427,64.28571428571429,1009.5714285714286,0,0.0,0,0,0.0,0.0,25.285714285714285,28.428571428571427,64.28571428571429,1009.5714285714286,12,12.0,12,12,0.699974,5.2297153,25.285714285714285,28.428571428571427,64.28571428571429,1009.5714285714286,0,0.0,0,0,0.0,0.0,25.285714285714285,28.428571428571427,64.28571428571429,1009.5714285714286
2016-10-16,284,284.0,284,284,0.0026651127,10.570934,25.428571428571427,27.571428571428573,61.57142857142857,1011.2857142857143,0,0.0,0,0,0.0,0.0,25.428571428571427,27.571428571428573,61.57142857142857,1011.2857142857143,8,8.0,8,8,0.3445063,3.486477,25.428571428571427,27.571428571428573,61.57142857142857,1011.2857142857143,1,1.0,1,1,0.57314825,1.8844103,25.428571428571427,27.571428571428573,61.57142857142857,1011.2857142857143
2016-10-23,300,300.0,300,300,0.20420189,11.16648,25.714285714285715,27.571428571428573,69.0,1010.5714285714286,1,1.0,1,1,0.92503905,5.4392166,25.714285714285715,27.571428571428573,69.0,1010.5714285714286,6,6.0,6,6,0.17275521,2.6148577,25.714285714285715,27.571428571428573,69.0,1010.5714285714286,0,0.0,0,0,0.0,0.0,25.714285714285715,27.571428571428573,69.0,1010.5714285714286
2016-10-30,294,294.0,294,294,0.42795375,10.9431505,25.571428571428573,27.0,68.28571428571429,1010.4285714285714,0,0.0,0,0,0.0,0.0,25.571428571428573,27.0,68.28571428571429,1010.4285714285714,2,2.0,2,2,0.018009158,0.8716192,25.571428571428573,27.0,68.28571428571429,1010.4285714285714,0,0.0,0,0,0.0,0.0,25.571428571428573,27.0,68.28571428571429,1010.4285714285714
2016-11-06,345,345.0,345,345,0.97222924,12.841453,25.857142857142858,27.714285714285715,62.857142857142854,1011.2857142857143,0,0.0,0,0,0.0,0.0,25.857142857142858,27.714285714285715,62.857142857142854,1011.2857142857143,9,9.0,9,9,0.78939176,3.9222865,25.857142857142858,27.714285714285715,62.857142857142854,1011.2857142857143,0,0.0,0,0,0.0,0.0,25.857142857142858,27.714285714285715,62.857142857142854,1011.2857142857143
2016-11-13,360,360.0,360,360,0.9745211,13.399776,25.714285714285715,28.0,67.42857142857143,1009.8571428571429,1,1.0,1,1,0.81452835,5.4392166,25.714285714285715,28.0,67.42857142857143,1009.8571428571429,5,5.0,5,5,0.47609514,2.179048,25.714285714285715,28.0,67.42857142857143,1009.8571428571429,0,0.0,0,0,0.0,0.0,25.714285714285715,28.0,67.42857142857143,1009.8571428571429
2016-11-20,319,319.0,319,319,0.32432997,11.873691,26.0,28.0,69.0,1008.1428571428571,0,0.0,0,0,0.0,0.0,26.0,28.0,69.0,1008.1428571428571,5,5.0,5,5,0.38664016,2.179048,26.0,28.0,69.0,1008.1428571428571,0,0.0,0,0,0.0,0.0,26.0,28.0,69.0,1008.1428571428571
2016-11-27,340,340.0,340,340,0.50174403,12.655344,26.285714285714285,27.571428571428573,67.14285714285714,1009.4285714285714,0,0.0,0,0,0.0,0.0,26.285714285714285,27.571428571428573,67.14285714285714,1009.4285714285714,5,5.0,5,5,0.4014718,2.179048,26.285714285714285,27.571428571428573,67.14285714285714,1009.4285714285714,0,0.0,0,0,0.0,0.0,26.285714285714285,27.571428571428573,67.14285714285714,1009.4285714285714
2016-12-04,357,357.0,357,357,0.7889015,13.288112,26.142857142857142,29.285714285714285,61.142857142857146,1010.0,1,1.0,1,1,0.81445366,5.4392166,26.142857142857142,29.285714285714285,61.142857142857146,1010.0,11,11.0,11,11,0.91963834,4.7939057,26.142857142857142,29.285714285714285,61.142857142857146,1010.0,0,0.0,0,0,0.0,0.0,26.142857142857142,29.285714285714285,61.142857142857146,1010.0
2016-12-11,309,309.0,309,309,0.13594364,11.501474,26.0,27.285714285714285,71.42857142857143,1010.2857142857143,2,2.0,2,2,0.9084373,10.878433,26.0,27.285714285714285,71.42857142857143,1010.2857142857143,5,5.0,5,5,0.32846645,2.179048,26.0,27.285714285714285,71.42857142857143,1010.2857142857143,0,0.0,0,0,0.0,0.0,26.0,27.285714285714285,71.42857142857143,1010.2857142857143
2016-12-18,235,235.0,235,235,2.5770358e-05,8.747076,26.142857142857142,27.428571428571427,71.42857142857143,1009.7142857142857,0,0.0,0,0,0.0,0.0,26.142857142857142,27.428571428571427,71.42857142857143,1009.7142857142857,8,8.0,8,8,0.54841477,3.486477,26.142857142857142,27.428571428571427,71.42857142857143,1009.7142857142857,0,0.0,0,0,0.0,0.0,26.142857142857142,27.428571428571427,71.42857142857143,1009.7142857142857
2016-12-25,274,274.0,274,274,0.12873025,10.198719,26.0,28.142857142857142,67.57142857142857,1008.0,0,0.0,0,0,0.0,0.0,26.0,28.142857142857142,67.57142857142857,1008.0,6,6.0,6,6,0.3655619,2.6148577,26.0,28.142857142857142,67.57142857142857,1008.0,0,0.0,0,0,0.0,0.0,26.0,28.142857142857142,67.57142857142857,1008.0
2017-01-01,393,393.0,393,393,0.9999966,14.628089,26.142857142857142,28.857142857142858,62.285714285714285,1009.2857142857143,1,1.0,1,1,0.6634571,5.4392166,26.142857142857142,28.857142857142858,62.285714285714285,1009.2857142857143,8,8.0,8,8,0.6151354,3.486477,26.142857142857142,28.857142857142858,62.285714285714285,1009.2857142857143,0,0.0,0,0,0.0,0.0,26.142857142857142,28.857142857142858,62.285714285714285,1009.2857142857143
2017-01-08,417,417.0,417,417,0.99999136,15.521408,26.142857142857142,27.571428571428573,71.85714285714286,1010.0,2,2.0,2,2,0.89358634,10.878433,26.142857142857142,27.571428571428573,71.85714285714286,1010.0,6,6.0,6,6,0.3969143,2.6148577,26.142857142857142,27.571428571428573,71.85714285714286,1010.0,0,0.0,0,0,0.0,0.0,26.142857142857142,27.571428571428573,71.85714285714286,1010.0
2017-01-15,632,632.0,632,632,1.0,23.524052,25.0,26.571428571428573,78.0,1009.4285714285714,1,1.0,1,1,0.5191156,5.4392166,25.0,26.571428571428573,78.0,1009.4285714285714,9,9.0,9,9,0.6928538,3.9222865,25.0,26.571428571428573,78.0,1009.4285714285714,0,0.0,0,0,0.0,0.0,25.0,26.571428571428573,78.0,1009.4285714285714
2017-01-22,735,735.0,735,735,1.0,27.357876,25.0,27.285714285714285,75.28571428571429,1009.2857142857143,2,2.0,2,2,0.6467325,10.878433,25.0,27.285714285714285,75.28571428571429,1009.2857142857143,21,21.0,21,21,0.9937249,9.152001,25.0,27.285714285714285,75.28571428571429,1009.2857142857143,0,0.0,0,0,0.0,0.0,25.0,27.285714285714285,75.28571428571429,1009.2857142857143
2017-01-29,1126,1126.0,1126,1126,1.0,41.911522,25.714285714285715,27.857142857142858,73.42857142857143,1011.0,2,2.0,2,2,0.61147994,10.878433,25.714285714285715,27.857142857142858,73.42857142857143,1011.0,35,35.0,35,35,0.99962264,15.253336,25.714285714285715,27.857142857142858,73.42857142857143,1011.0,0,0.0,0,0,0.0,0.0,25.714285714285715,27.857142857142858,73.42857142857143,1011.0
2017-02-05,1351,1351.0,1351,1351,1.0,50.286385,26.0,27.571428571428573,75.71428571428571,1010.4285714285714,2,2.0,2,2,0.5588226,10.878433,26.0,27.571428571428573,75.71428571428571,1010.4285714285714,39,39.0,39,39,0.9888065,16.996574,26.0,27.571428571428573,75.71428571428571,1010.4285714285714,1,1.0,1,1,0.9632679,1.8844103,26.0,27.571428571428573,75.71428571428571,1010.4285714285714
2017-02-12,1361,1361.0,1361,1361,1.0,50.6586,25.571428571428573,27.428571428571427,78.42857142857143,1008.8333333333334,2,2.0,2,2,0.51415056,10.878433,25.571428571428573,27.428571428571427,78.42857142857143,1008.8333333333334,32,32.0,32,32,0.5644987,13.945908,25.571428571428573,27.428571428571427,78.42857142857143,1008.8333333333334,1,1.0,1,1,0.8145292,1.8844103,25.571428571428573,27.428571428571427,78.42857142857143,1008.8333333333334
2017-02-19,1136,1136.0,1136,1136,0.012969879,42.283737,25.428571428571427,27.0,79.57142857142857,1010.5714285714286,1,1.0,1,1,0.26198545,5.4392166,25.428571428571427,27.0,79.57142857142857,1010.5714285714286,17,17.0,17,17,0.008028907,7.4087634,25.428571428571427,27.0,79.57142857142857,1010.5714285714286,1,1.0,1,1,0.6177504,1.8844103,25.428571428571427,27.0,79.57142857142857,1010.5714285714286
2017-02-26,1169,1169.0,1169,1169,0.018521763,43.51205,25.0,27.0,78.85714285714286,1009.8571428571429,2,2.0,2,2,0.55773544,10.878433,25.0,27.0,78.85714285714286,1009.8571428571429,53,53.0,53,53,0.99194306,23.09791,25.0,27.0,78.85714285714286,1009.8571428571429,0,0.0,0,0,0.0,0.0,25.0,27.0,78.85714285714286,1009.8571428571429
2017-03-05,1504,1504.0,1504,1504,0.99999994,55.98129,24.142857142857142,26.428571428571427,84.57142857142857,1009.1428571428571,0,0.0,0,0,0.0,0.0,24.142857142857142,26.428571428571427,84.57142857142857,1009.1428571428571,71,71.0,71,71,0.99990493,30.942482,24.142857142857142,26.428571428571427,84.57142857142857,1009.1428571428571,2,2.0,2,2,0.8033091,3.7688205,24.142857142857142,26.428571428571427,84.57142857142857,1009.1428571428571
2017-03-12,1644,1644.0,1644,1644,1.0,61.19231,25.0,27.428571428571427,82.0,1008.8571428571429,9,9.0,9,9,0.99357855,48.95295,25.0,27.428571428571427,82.0,1008.8571428571429,92,92.0,92,92,0.9998586,40.094482,25.0,27.428571428571427,82.0,1008.8571428571429,11,11.0,11,11,0.9988962,20.728514,25.0,27.428571428571427,82.0,1008.8571428571429
2017-03-19,2024,2024.0,2024,2024,1.0,75.33652,25.0,27.428571428571427,80.42857142857143,1009.8571428571429,11,11.0,11,11,0.98442185,59.831383,25.0,27.428571428571427,80.42857142857143,1009.8571428571429,113,113.0,113,113,0.9991909,49.246487,25.0,27.428571428571427,80.42857142857143,1009.8571428571429,17,17.0,17,17,0.99793357,32.034973,25.0,27.428571428571427,80.42857142857143,1009.8571428571429
2017-03-26,2984,2984.0,2984,2984,1.0,111.06926,24.714285714285715,26.571428571428573,85.42857142857143,1010.7142857142857,9,9.0,9,9,0.7106388,48.95295,24.714285714285715,26.571428571428573,85.42857142857143,1010.7142857142857,111,111.0,111,111,0.9297289,48.374866,24.714285714285715,26.571428571428573,85.42857142857143,1010.7142857142857,5,5.0,5,5,0.12059634,9.422051,24.714285714285715,26.571428571428573,85.42857142857143,1010.7142857142857
2017-04-02,3351,3351.0,3351,3351,1.0,124.72958,24.857142857142858,27.0,87.71428571428571,1010.2857142857143,39,39.0,39,39,0.9999831,212.12946,24.857142857142858,27.0,87.71428571428571,1010.2857142857143,99,99.0,99,99,0.37259686,43.14515,24.857142857142858,27.0,87.71428571428571,1010.2857142857143,12,12.0,12,12,0.5494379,22.612923,24.857142857142858,27.0,87.71428571428571,1010.2857142857143
2017-04-09,3641,3641.0,3641,3641,1.0,135.52385,25.714285714285715,27.857142857142858,77.71428571428571,1009.5714285714286,87,87.0,87,87,1.0,473.21185,25.714285714285715,27.857142857142858,77.71428571428571,1009.5714285714286,93,93.0,93,93,0.17976095,40.530293,25.714285714285715,27.857142857142858,77.71428571428571,1009.5714285714286,10,10.0,10,10,0.48598182,18.844103,25.714285714285715,27.857142857142858,77.71428571428571,1009.5714285714286
2017-04-16,2966,2966.0,2966,2966,0.0007102891,110.39927,24.857142857142858,27.142857142857142,75.28571428571429,1009.7142857142857,105,105.0,105,105,0.99999964,571.11774,24.857142857142858,27.142857142857142,75.28571428571429,1009.7142857142857,93,93.0,93,93,0.29698297,40.530293,24.857142857142858,27.142857142857142,75.28571428571429,1009.7142857142857,13,13.0,13,13,0.7318933,24.497334,24.857142857142858,27.142857142857142,75.28571428571429,1009.7142857142857
2017-04-23,2706,2706.0,2706,2706,1.0880186e-14,100.72165,25.714285714285715,27.714285714285715,83.0,879.7142857142857,115,115.0,115,115,0.9975552,625.50995,25.714285714285715,27.714285714285715,83.0,879.7142857142857,96,96.0,96,96,0.5216908,41.837723,25.714285714285715,27.714285714285715,83.0,879.7142857142857,6,6.0,6,6,0.1169571,11.306461,25.714285714285715,27.714285714285715,83.0,879.7142857142857
2017-04-30,1822,1822.0,1822,1822,0.0,67.81776,25.142857142857142,27.428571428571427,82.14285714285714,1010.0,103,103.0,103,103,0.6253104,560.2393,25.142857142857142,27.428571428571427,82.14285714285714,1010.0,85,85.0,85,85,0.2671784,37.043816,25.142857142857142,27.428571428571427,82.14285714285714,1010.0,6,6.0,6,6,0.14803442,11.306461,25.142857142857142,27.428571428571427,82.14285714285714,1010.0
2017-05-07,1616,1616.0,1616,1616,0.0,60.15011,25.0,27.714285714285715,80.28571428571429,1010.2857142857143,92,92.0,92,92,0.15849406,500.40793,25.0,27.714285714285715,80.28571428571429,1010.2857142857143,47,47.0,47,47,0.00012079182,20.483051,25.0,27.714285714285715,80.28571428571429,1010.2857142857143,5,5.0,5,5,0.20422588,9.422051,25.0,27.714285714285715,80.28571428571429,1010.2857142857143
2017-05-14,1332,1332.0,1332,1332,0.0,49.579174,25.428571428571427,27.428571428571427,80.85714285714286,1010.4285714285714,73,73.0,73,73,0.015972018,397.06284,25.428571428571427,27.428571428571427,80.85714285714286,1010.4285714285714,63,63.0,63,63,0.11184494,27.456005,25.428571428571427,27.428571428571427,80.85714285714286,1010.4285714285714,2,2.0,2,2,0.06573271,3.7688205,25.428571428571427,27.428571428571427,80.85714285714286,1010.4285714285714
2017-05-21,648,648.0,648,648,0.0,24.119598,25.857142857142858,28.0,75.57142857142857,1010.7142857142857,28,28.0,28,28,6.1895937e-09,152.29807,25.857142857142858,28.0,75.57142857142857,1010.7142857142857,48,48.0,48,48,0.07926642,20.918861,25.857142857142858,28.0,75.57142857142857,1010.7142857142857,2,2.0,2,2,0.1498413,3.7688205,25.857142857142858,28.0,75.57142857142857,1010.7142857142857
2017-05-28,644,644.0,644,644,0.0,23.97071,25.285714285714285,26.857142857142858,80.42857142857143,1012.1428571428571,18,18.0,18,18,4.0467658e-08,97.9059,25.285714285714285,26.857142857142858,80.42857142857143,1012.1428571428571,31,31.0,31,31,0.0046422845,13.5100975,25.285714285714285,26.857142857142858,80.42857142857143,1012.1428571428571,0,0.0,0,0,0.0,0.0,25.285714285714285,26.857142857142858,80.42857142857143,1012.1428571428571
2017-06-04,542,542.0,542,542,0.0,20.174109,24.857142857142858,26.0,84.28571428571429,1012.8571428571429,34,34.0,34,34,0.22547168,184.93336,24.857142857142858,26.0,84.28571428571429,1012.8571428571429,45,45.0,45,45,0.40692094,19.611433,24.857142857142858,26.0,84.28571428571429,1012.8571428571429,1,1.0,1,1,0.32237566,1.8844103,24.857142857142858,26.0,84.28571428571429,1012.8571428571429
2017-06-11,329,329.0,329,329,0.0,12.245907,24.857142857142858,27.714285714285715,71.28571428571429,1011.2857142857143,70,70.0,70,70,0.9999725,380.74518,24.857142857142858,27.714285714285715,71.28571428571429,1011.2857142857143,26,26.0,26,26,0.041875664,11.33105,24.857142857142858,27.714285714285715,71.28571428571429,1011.2857142857143,0,0.0,0,0,0.0,0.0,24.857142857142858,27.714285714285715,71.28571428571429,1011.2857142857143
2017-06-18,282,282.0,282,282,2.220446e-16,10.496491,24.571428571428573,27.285714285714285,73.0,1012.2857142857143,5,5.0,5,5,5.2055317e-08,27.196083,24.571428571428573,27.285714285714285,73.0,1012.2857142857143,23,23.0,23,23,0.04497697,10.023621,24.571428571428573,27.285714285714285,73.0,1012.2857142857143,0,0.0,0,0,0.0,0.0,24.571428571428573,27.285714285714285,73.0,1012.2857142857143
2017-06-25,250,250.0,250,250,6.7460796e-08,9.3054,24.714285714285715,26.571428571428573,75.42857142857143,1011.5714285714286,15,15.0,15,15,0.00035863975,81.58825,24.714285714285715,26.571428571428573,75.42857142857143,1011.5714285714286,17,17.0,17,17,0.030080063,7.4087634,24.714285714285715,26.571428571428573,75.42857142857143,1011.5714285714286,0,0.0,0,0,0.0,0.0,24.714285714285715,26.571428571428573,75.42857142857143,1011.5714285714286
2017-07-02,210,210.0,210,210,6.109889e-05,7.8165364,24.714285714285715,26.142857142857142,77.28571428571429,1013.0,9,9.0,9,9,0.0023080967,48.95295,24.714285714285715,26.142857142857142,77.28571428571429,1013.0,25,25.0,25,25,0.5857888,10.89524,24.714285714285715,26.142857142857142,77.28571428571429,1013.0,0,0.0,0,0,0.0,0.0,24.714285714285715,26.142857142857142,77.28571428571429,1013.0
2017-07-09,204,204.0,204,204,0.015192386,7.5932064,24.0,26.285714285714285,73.42857142857143,1014.4285714285714,10,10.0,10,10,0.21096809,54.392166,24.0,26.285714285714285,73.42857142857143,1014.4285714285714,17,17.0,17,17,0.25961682,7.4087634,24.0,26.285714285714285,73.42857142857143,1014.4285714285714,0,0.0,0,0,0.0,0.0,24.0,26.285714285714285,73.42857142857143,1014.4285714285714
2017-07-16,200,200.0,200,200,0.15065189,7.44432,23.857142857142858,26.285714285714285,69.14285714285714,1013.8571428571429,1,1.0,1,1,0.00080512423,5.4392166,23.857142857142858,26.285714285714285,69.14285714285714,1013.8571428571429,13,13.0,13,13,0.100080885,5.665525,23.857142857142858,26.285714285714285,69.14285714285714,1013.8571428571429,0,0.0,0,0,0.0,0.0,23.857142857142858,26.285714285714285,69.14285714285714,1013.8571428571429
2017-07-23,201,201.0,201,201,0.39752027,7.4815416,23.857142857142858,25.285714285714285,77.42857142857143,1014.5714285714286,0,0.0,0,0,0.0,0.0,23.857142857142858,25.285714285714285,77.42857142857143,1014.5714285714286,11,11.0,11,11,0.10431224,4.7939057,23.857142857142858,25.285714285714285,77.42857142857143,1014.5714285714286,0,0.0,0,0,0.0,0.0,23.857142857142858,25.285714285714285,77.42857142857143,1014.5714285714286
2017-07-30,153,153.0,153,153,0.007450561,5.694905,23.285714285714285,26.0,72.42857142857143,1014.5714285714286,0,0.0,0,0,0.0,0.0,23.285714285714285,26.0,72.42857142857143,1014.5714285714286,8,8.0,8,8,0.10048657,3.486477,23.285714285714285,26.0,72.42857142857143,1014.5714285714286,1,1.0,1,1,0.9632679,1.8844103,23.285714285714285,26.0,72.42857142857143,1014.5714285714286
2017-08-06,115,115.0,115,115,3.1235028e-05,4.280484,24.142857142857142,26.285714285714285,71.57142857142857,1014.2857142857143,0,0.0,0,0,0.0,0.0,24.142857142857142,26.285714285714285,71.57142857142857,1014.2857142857143,10,10.0,10,10,0.40847483,4.358096,24.142857142857142,26.285714285714285,71.57142857142857,1014.2857142857143,0,0.0,0,0,0.0,0.0,24.142857142857142,26.285714285714285,71.57142857142857,1014.2857142857143
2017-08-13,97,97.0,97,97,0.00013304633,3.6104953,24.0,26.0,67.0,1013.8571428571429,0,0.0,0,0,0.0,0.0,24.0,26.0,67.0,1013.8571428571429,6,6.0,6,6,0.18695815,2.6148577,24.0,26.0,67.0,1013.8571428571429,0,0.0,0,0,0.0,0.0,24.0,26.0,67.0,1013.8571428571429
2017-08-20,102,102.0,102,102,0.074274555,3.7966032,24.714285714285715,26.142857142857142,71.28571428571429,1012.1428571428571,0,0.0,0,0,0.0,0.0,24.714285714285715,26.142857142857142,71.28571428571429,1012.1428571428571,1,1.0,1,1,0.0036831836,0.4358096,24.714285714285715,26.142857142857142,71.28571428571429,1012.1428571428571,0,0.0,0,0,0.0,0.0,24.714285714285715,26.142857142857142,71.28571428571429,1012.1428571428571
2017-08-27,93,93.0,93,93,0.18867029,3.461609,24.428571428571427,26.571428571428573,63.857142857142854,1013.1428571428571,0,0.0,0,0,0.0,0.0,24.428571428571427,26.571428571428573,63.857142857142854,1013.1428571428571,9,9.0,9,9,0.78598076,3.9222865,24.428571428571427,26.571428571428573,63.857142857142854,1013.1428571428571,0,0.0,0,0,0.0,0.0,24.428571428571427,26.571428571428573,63.857142857142854,1013.1428571428571
2017-09-03,77,77.0,77,77,0.05769183,2.8660634,24.714285714285715,26.142857142857142,67.14285714285714,1013.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,26.142857142857142,67.14285714285714,1013.8571428571429,3,3.0,3,3,0.250442,1.3074288,24.714285714285715,26.142857142857142,67.14285714285714,1013.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,26.142857142857142,67.14285714285714,1013.8571428571429
2017-09-10,101,101.0,101,101,0.75058734,3.7593818,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.9632679,5.4392166,23.75,27.0,60.5,1013.25,2,2.0,2,2,0.10724606,0.8716192,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-09-17,78,78.0,78,78,0.22210623,2.9032848,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,3,3.0,3,3,0.32995936,1.3074288,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-09-24,58,58.0,58,58,0.008672296,2.1588528,23.75,27.0,60.5,1013.25,2,2.0,2,2,0.8820878,10.878433,23.75,27.0,60.5,1013.25,3,3.0,3,3,0.5171261,1.3074288,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-10-01,65,65.0,65,65,0.14329214,2.419404,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.15792662,0.4358096,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-10-08,65,65.0,65,65,0.4287513,2.419404,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,3,3.0,3,3,0.6007194,1.3074288,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.9632679,1.8844103,23.75,27.0,60.5,1013.25
2017-10-15,56,56.0,56,56,0.2486932,2.0844097,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,4,4.0,4,4,0.77683496,1.7432384,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-10-22,45,45.0,45,45,0.057627905,1.674972,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,3,3.0,3,3,0.5457258,1.3074288,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-10-29,79,79.0,79,79,0.9710538,2.9405065,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,2,2.0,2,2,0.2796484,0.8716192,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-11-05,80,80.0,80,80,0.9651386,2.9777281,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.1368386,0.4358096,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-11-12,62,62.0,62,62,0.28604168,2.3077393,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.96326596,5.4392166,23.75,27.0,60.5,1013.25,1,1.0,1,1,0.24162537,0.4358096,23.75,27.0,60.5,1013.25,0,0.0,0,0,0.0,0.0,23.75,27.0,60.5,1013.25
2017-11-19,67,67.0,67,67,0.3250726,2.4938474,25.666666666666668,30.666666666666668,56.245455666666665,1008.3333333333334,0,0.0,0,0,0.0,0.0,25.666666666666668,30.666666666666668,56.245455666666665,1008.3333333333334,3,3.0,3,3,0.79072183,1.3074288,25.666666666666668,30.666666666666668,56.245455666666665,1008.3333333333334,0,0.0,0,0,0.0,0.0,25.666666666666668,30.666666666666668,56.245455666666665,1008.3333333333334
2017-11-26,65,65.0,65,65,0.3876231,2.419404,25.714285714285715,30.857142857142858,55.73679042857143,1009.4285714285714,0,0.0,0,0,0.0,0.0,25.714285714285715,30.857142857142858,55.73679042857143,1009.4285714285714,2,2.0,2,2,0.59461147,0.8716192,25.714285714285715,30.857142857142858,55.73679042857143,1009.4285714285714,1,1.0,1,1,0.9632669,1.8844103,25.714285714285715,30.857142857142858,55.73679042857143,1009.4285714285714
2017-12-03,53,53.0,53,53,0.13365869,1.9727448,26.0,31.0,56.77934614285714,1009.1428571428571,0,0.0,0,0,0.0,0.0,26.0,31.0,56.77934614285714,1009.1428571428571,3,3.0,3,3,0.6586586,1.3074288,26.0,31.0,56.77934614285714,1009.1428571428571,0,0.0,0,0,0.0,0.0,26.0,31.0,56.77934614285714,1009.1428571428571
2017-12-10,63,63.0,63,63,0.5328256,2.344961,26.285714285714285,27.428571428571427,73.74981828571428,1009.2857142857143,0,0.0,0,0,0.0,0.0,26.285714285714285,27.428571428571427,73.74981828571428,1009.2857142857143,1,1.0,1,1,0.19446807,0.4358096,26.285714285714285,27.428571428571427,73.74981828571428,1009.2857142857143,1,1.0,1,1,0.730556,1.8844103,26.285714285714285,27.428571428571427,73.74981828571428,1009.2857142857143
