data_iniSE,casos_4103354,casos_4105201,casos_4105300,casos_4105409,casos_4105508,casos_4105706,casos_4105904,casos_4106001,casos_4106100,casos_4106605,casos_4106803,casos_4106852,casos_4106902,casos_4107009,casos_4107124,casos_4107157,casos_4107207,casos_4107736,casos_4107751,casos_4107850,casos_4108007,casos_4108205,casos_4108304,casos_4111506,casos_4111555,casos_4108403,casos_4108502,casos_4109302,casos_4109401,casos_4109500,casos_4109906,casos_4110078,casos_4110508,casos_4110607,casos_4110706,casos_4110805,casos_4110953,casos_4111100,casos_4112751,casos_4112801,casos_4112959,casos_4113205,casos_4113254,casos_4113304,casos_4113452,casos_4113601,casos_4113700,casos_4113908,casos_4114005,casos_4114104,casos_4114203,casos_4114302,casos_4114351,casos_4114401,casos_4114500,casos_4115739,casos_4116059,casos_4116208,casos_4119004,casos_4119103,casos_4119202,casos_4121505,casos_4119301,casos_4119400,casos_4119608,casos_4119806,casos_4119905,casos_4120101,casos_4120150,casos_4120358,casos_4120606,casos_4120655,casos_4120903,casos_4121208,casos_4122503,casos_4124020,casos_4124103,casos_4124707,casos_4124806,casos_4125407,casos_4125506,casos_4125605,casos_4125704,casos_4125753,casos_4125803,casos_4126207,casos_4127502,casos_4127601,casos_4127700,casos_4127809,casos_4127858,casos_4127882,casos_4127908,casos_4127965,casos_4128005,casos_4128104,casos_4128534,casos_4128609,casos_4128633,casos_4128658,casos_4128708,casos_4115408,casos_4126652,casos_4101408,casos_4101705,casos_4101804,casos_4106209,casos_4106308,casos_4106407,casos_4106456,casos_4106506,casos_4107405,casos_4107546,casos_4107553,casos_4107603,casos_4107652,casos_4108650,casos_4108700,casos_4109609,casos_4109658,casos_4110102,casos_4110201,casos_4111407,casos_4111209,casos_4111258,casos_4112504,casos_4113734,casos_4114807,casos_4116703,casos_4116802,casos_4116901,casos_4116950,casos_4117008,casos_4117222,casos_4122909,casos_4123006,casos_4121356,casos_4121406,casos_4123501,casos_4123808,casos_4128203,casos_4128625,casos_4100103,casos_4108809,casos_4115101,casos_4126678,casos_4126702,casos_4126801,casos_4126900,casos_4127007,casos_4127106,casos_4109757,casos_4105102,casos_4104501,casos_4104600,casos_4104659,casos_4104709,casos_4104808,casos_4112603,casos_4101150,casos_4101200,casos_4100202,casos_4100301,casos_4100400,casos_4100459,casos_4100509,casos_4100608,casos_4100707,casos_4100905,casos_4101051,casos_4101101,casos_4101507,casos_4101655,casos_4101853,casos_4101903,casos_4102000,casos_4102109,casos_4102208,casos_4102307,casos_4102406,casos_4102505,casos_4104907,casos_4105003,casos_4102604,casos_4102703,casos_4102752,casos_4102802,casos_4102901,casos_4103008,casos_4103024,casos_4103057,casos_4103370,casos_4119152,casos_4103404,casos_4103453,casos_4103479,casos_4103503,casos_4103602,casos_4103701,casos_4103800,casos_4103909,casos_4103958,casos_4104006,casos_4104055,casos_4104105,casos_4104204,casos_4104253,casos_4104303,casos_4104402,casos_4104428,casos_4104451,casos_4105607,casos_4105805,casos_4106555,casos_4106571,casos_4106704,casos_4107108,casos_4107256,casos_4107306,casos_4110300,casos_4107801,casos_4107504,casos_4107520,casos_4107538,casos_4108452,casos_4107702,casos_4107900,casos_4108106,casos_4108320,casos_4108551,casos_4108601,casos_4108908,casos_4108957,casos_4109005,casos_4109104,casos_4109203,casos_4109708,casos_4109807,casos_4110003,casos_4110052,casos_4112405,casos_4111308,casos_4110409,casos_4110656,casos_4110904,casos_4111001,casos_4111605,casos_4111704,casos_4111803,casos_4111902,casos_4112009,casos_4112108,casos_4112207,casos_4112306,casos_4112702,casos_4112900,casos_4113007,casos_4113106,casos_4113403,casos_4113429,casos_4113502,casos_4113759,casos_4113809,casos_4114609,casos_4114708,casos_4114906,casos_4115002,casos_4115200,casos_4115309,casos_4115358,casos_4115457,casos_4115507,casos_4115606,casos_4116000,casos_4115705,casos_4115754,casos_4115804,casos_4115853,casos_4115903,casos_4116109,casos_4116307,casos_4116406,casos_4116505,casos_4120408,casos_4116604,casos_4117057,casos_4117107,casos_4117206,casos_4117214,casos_4117255,casos_4117271,casos_4117297,casos_4117305,casos_4117404,casos_4117453,casos_4117503,casos_4117602,casos_4117701,casos_4117800,casos_4117909,casos_4118006,casos_4122602,casos_4122651,casos_4118105,casos_4118204,casos_4118303,casos_4118402,casos_4118451,casos_4118501,casos_4118600,casos_4118709,casos_4118808,casos_4118857,casos_4118907,casos_4122701,casos_4122800,casos_4119251,casos_4119509,casos_4119657,casos_4119707,casos_4119954,casos_4120002,casos_4120200,casos_4120804,casos_4120309,casos_4120333,casos_4120507,casos_4120705,casos_4120853,casos_4121000,casos_4121109,casos_4121257,casos_4121307,casos_4121604,casos_4121703,casos_4121752,casos_4121802,casos_4121901,casos_4122008,casos_4122107,casos_4122156,casos_4122172,casos_4122206,casos_4122305,casos_4122404,casos_4123105,casos_4123204,casos_4123303,casos_4123402,casos_4123600,casos_4123709,casos_4123824,casos_4123857,casos_4123907,casos_4123956,casos_4124004,casos_4124053,casos_4124202,casos_4124301,casos_4124400,casos_4124509,casos_4124608,casos_4124905,casos_4127403,casos_4125001,casos_4125100,casos_4125209,casos_4125308,casos_4125357,casos_4125456,casos_4125555,casos_4125902,casos_4126009,casos_4126108,casos_4126256,casos_4126272,casos_4126306,casos_4126355,casos_4126405,casos_4126504,casos_4126603,casos_4127205,casos_4127304,casos_4127957,casos_4128302,casos_4128401,casos_4128500,casos_4128559,casos_4128807,casos_4103107,casos_4103156,casos_4103206,casos_4103222,casos_4103305,casos_4100806,casos_4101002,casos_4101309,casos_4101606,casos_4103040
2020-03-15,6,0,30,27,451,0,24,8,0,36,0,4,67,0,0,22,17,0,11,0,7,44,1826,12,28,28,0,14,1,1,124,0,5,50,4,126,44,31,7,3,66,1,0,10,15,2,3063,0,22,102,80,1,5,0,3,2,47,3,9,0,0,1,0,0,1,11,14,0,0,3,2,19,142,0,13,15,148,5,26,0,16,0,54,20,21,0,0,0,498,13,7,0,35,0,161,902,0,1,0,0,0,11,0,120,19,3,0,281,137,0,15,0,8,5,57,1,0,0,6,0,1,0,0,0,0,18,6,168,57,2,122,0,22,48,1,41,4,75,191,40,1,23,3,12,19,79,3,124,13,0,6,3,58,21,91,0,27,652,13,5,6,0,0,1,29,171,49,81,10,5,96,54,1,0,151,285,101,7,0,196,93,0,2,2,7,1,78,0,19,2,7,21,2,14,111,27,4,86,1009,2,108,0,0,3,0,0,0,79,5,0,0,35,3,7,4,4,0,18,2,1,7,26,12,11,3,56,60,12,24,3,191,0,3,0,7,49,11,377,12,16,7,24,52,25,3,18,11,5,92,138,0,40,18,4,83,2,17,4,1,3,154,16,26,124,34,23,10,612,2,61,2,3,38,15,11,25,290,9,5,47,21,0,0,47,12,5,56,90,4,1,13,1,14,40,22,78,0,0,15,131,26,8,11,7,123,11,194,16,23,0,0,11,123,86,36,0,2,1,26,8,5,31,17,0,0,15,75,5,20,63,3,26,5,4,0,0,7,31,0,1,2,2,0,0,602,1,20,94,10,3,12,2,0,14,8,3,95,16,3,32,4,9,8,20,12,0,4,24,17,4,5,6,23,21,248,1,1,31,15,241,3,102,31,78,2,24,0,22,9,0,1,24,0,9,58,12,0,8,0
2020-03-22,5,0,25,16,354,0,15,1,1,35,0,3,28,0,1,13,6,0,13,1,15,53,1426,10,27,14,0,14,2,5,96,2,1,95,1,132,44,18,9,1,51,0,0,3,17,14,2688,0,51,79,136,0,0,1,1,6,43,6,10,0,2,0,0,0,6,22,3,0,0,5,1,26,159,0,32,26,171,1,18,0,5,0,28,38,17,0,2,0,446,2,4,0,50,0,194,621,0,0,0,0,0,10,0,120,29,1,0,296,129,0,5,0,17,3,65,0,0,3,4,0,0,1,0,1,0,24,3,183,69,2,95,0,32,60,0,36,6,61,196,39,0,23,1,7,23,56,6,123,7,0,9,5,58,32,91,2,15,725,1,2,5,0,0,1,14,84,45,127,11,5,93,62,0,1,107,220,98,5,0,118,58,0,9,8,7,1,48,1,43,0,15,18,1,13,150,20,3,69,843,1,64,0,1,3,0,0,0,103,22,0,1,28,1,4,1,5,1,23,1,1,4,13,8,1,3,74,43,19,29,6,167,1,1,0,23,43,11,283,23,4,10,33,25,13,0,27,18,2,68,155,0,60,15,1,67,6,18,3,0,2,148,28,12,110,23,17,11,552,1,51,0,7,44,9,17,14,214,15,18,53,37,1,3,13,8,3,50,64,2,2,2,2,14,44,19,67,0,0,32,124,8,17,13,2,129,10,125,55,15,0,0,17,97,63,23,0,1,0,51,15,8,28,10,0,0,20,64,3,13,85,10,43,11,2,1,0,11,23,0,4,0,0,0,0,512,3,14,84,17,1,8,5,0,14,17,0,88,11,0,49,5,10,4,30,9,0,2,26,31,1,6,15,4,20,150,0,2,27,8,208,3,110,14,47,1,23,1,20,13,0,1,25,0,4,38,13,0,7,0
2020-03-29,4,0,43,15,334,0,16,11,4,21,0,5,24,3,1,3,14,0,10,0,15,80,1260,18,29,29,0,9,0,4,126,0,6,68,0,123,57,17,10,1,51,0,0,5,13,12,2385,0,30,105,90,0,0,5,1,2,30,3,6,0,1,0,1,0,5,32,11,0,0,3,2,36,161,0,32,15,168,0,31,0,9,0,24,28,11,1,1,0,453,4,5,0,27,0,206,538,0,4,0,0,0,7,1,85,18,2,0,300,120,0,4,0,23,7,73,2,0,3,11,0,0,0,0,1,1,20,3,142,62,5,85,4,42,58,2,32,3,76,171,37,2,20,1,9,47,48,0,159,18,0,16,8,56,37,60,0,26,937,10,2,0,0,0,1,6,102,40,105,4,8,126,71,0,2,80,175,40,5,0,84,29,0,30,4,4,2,66,0,44,0,9,15,3,6,149,33,10,69,750,1,60,0,2,0,0,0,0,95,42,0,0,14,0,6,2,7,1,17,2,0,4,21,12,12,5,54,71,16,51,8,232,1,0,0,22,48,21,250,12,8,22,16,49,19,0,21,14,1,36,107,1,63,15,0,30,4,26,6,1,4,149,13,12,114,30,19,15,475,1,38,0,5,24,2,21,7,169,20,15,62,34,0,1,10,5,2,38,62,3,2,5,14,15,40,29,58,0,0,16,120,22,12,17,2,122,4,125,26,9,0,0,6,51,38,31,0,0,1,42,5,8,14,12,0,0,26,61,1,9,60,5,21,15,3,0,0,17,14,0,0,1,0,0,0,465,0,23,59,17,1,7,4,0,7,21,0,74,10,1,42,5,3,3,17,24,0,8,19,43,4,6,11,6,55,131,0,2,17,5,154,1,108,27,46,0,27,0,26,2,0,2,30,0,6,49,33,0,8,1
2020-04-05,3,0,41,5,308,0,10,11,6,17,0,2,21,2,1,6,9,0,17,0,7,37,919,18,10,27,0,9,1,1,88,0,1,41,2,78,31,13,6,1,32,0,0,3,27,2,2063,0,27,105,107,0,0,0,0,0,12,20,4,0,3,1,0,0,1,28,4,0,1,8,0,37,150,1,25,26,126,2,25,0,5,1,25,30,7,0,5,0,371,2,2,0,22,0,128,462,0,2,0,0,0,13,0,82,25,1,0,296,79,0,5,0,18,3,81,0,0,2,12,0,0,1,0,0,0,10,5,117,49,1,72,0,31,61,17,23,0,93,128,37,0,23,0,11,42,46,0,131,9,0,15,2,22,31,59,0,30,900,0,7,3,0,0,0,19,61,35,117,8,2,102,64,0,8,62,129,25,10,0,57,27,1,32,3,2,1,64,0,28,0,2,11,2,4,156,34,1,80,691,1,72,0,1,1,0,0,0,107,27,0,0,9,1,5,1,2,0,11,1,2,4,12,17,7,8,47,60,18,15,4,155,1,0,1,16,37,22,235,27,4,11,16,45,6,1,5,11,1,38,95,1,60,3,1,26,6,14,3,0,1,71,12,13,102,28,9,18,500,0,37,2,3,29,6,26,9,108,19,10,45,40,0,4,4,8,2,24,67,4,1,2,4,3,39,18,39,0,0,8,86,31,26,14,2,146,5,102,30,6,0,0,8,47,40,16,0,1,0,42,6,19,12,8,0,0,25,43,2,15,53,4,9,8,1,1,0,22,11,0,0,0,0,1,0,486,1,22,55,20,0,0,1,0,11,6,0,85,12,0,35,7,5,1,17,15,0,6,24,33,2,5,7,15,50,121,0,8,17,5,140,0,83,12,31,2,22,4,35,6,0,1,24,0,6,73,35,1,12,1
2020-04-12,6,0,40,5,196,0,8,17,2,14,0,4,19,0,0,5,7,0,13,0,13,37,652,11,14,25,0,14,2,0,45,0,0,36,0,101,35,15,8,5,41,0,1,3,23,4,1700,0,57,88,94,0,0,3,1,0,17,11,11,0,2,0,0,0,7,31,4,0,1,1,0,22,90,0,21,12,123,3,26,0,1,0,23,39,7,2,2,0,331,0,1,0,8,0,95,410,0,1,0,2,2,5,0,32,7,1,0,170,67,0,3,1,9,10,94,1,0,4,21,0,0,0,0,4,0,8,0,75,33,2,73,0,36,40,10,11,2,60,86,18,0,14,4,8,48,35,1,69,6,0,13,5,43,22,46,0,33,660,4,1,1,0,0,0,11,73,24,57,1,4,94,53,1,1,57,129,24,10,0,49,24,0,25,2,5,3,43,0,25,0,4,14,2,1,134,23,3,83,553,4,23,0,0,1,0,0,1,97,18,0,0,9,4,11,0,3,0,12,0,1,3,10,7,8,19,46,35,12,19,3,113,0,0,2,23,27,17,177,19,4,3,11,37,6,0,4,8,0,41,81,0,46,7,0,30,8,24,3,0,3,94,15,19,39,23,10,16,529,0,22,1,3,19,1,26,9,84,29,8,48,28,1,0,4,2,1,23,53,4,1,6,7,3,11,14,38,0,0,18,113,8,25,14,3,174,1,94,29,13,0,0,11,31,24,22,0,0,0,35,4,12,16,15,0,0,21,36,3,10,45,3,3,4,0,5,0,14,25,0,3,2,0,0,0,349,1,33,42,13,3,2,1,0,7,3,0,54,5,3,28,2,6,1,3,20,0,4,24,49,4,8,17,19,28,113,2,0,21,5,156,2,78,6,22,1,21,4,19,6,0,2,24,0,13,42,32,0,9,0
2020-04-19,2,0,16,8,161,0,9,6,4,11,0,4,23,1,1,5,11,0,8,0,10,33,607,13,18,24,0,9,1,1,50,0,0,19,0,59,45,5,5,0,30,1,0,2,14,5,1344,0,43,68,111,0,0,3,1,0,16,9,10,0,2,0,0,0,8,21,6,0,0,10,0,16,49,0,17,8,106,2,25,0,10,1,12,23,4,2,2,0,235,0,2,0,23,0,52,292,1,6,0,1,0,2,1,86,3,0,0,115,62,0,0,0,7,4,41,2,0,4,16,1,0,0,0,0,0,6,0,66,35,2,42,1,34,28,3,11,3,49,65,21,0,15,1,6,52,29,1,80,11,0,9,1,36,20,34,0,51,607,14,2,3,0,0,0,4,26,12,80,2,3,65,67,0,1,48,141,38,5,0,13,22,1,40,0,6,1,38,0,31,0,0,9,2,2,103,21,1,72,438,2,25,0,0,2,0,0,0,64,8,0,0,6,4,4,0,1,0,7,2,1,2,6,10,10,1,39,34,9,6,1,91,2,0,0,11,17,12,147,17,2,4,8,25,4,0,2,2,2,28,64,0,41,3,0,20,1,9,7,1,10,66,14,14,50,18,8,17,444,0,20,2,5,18,1,38,9,51,15,9,40,23,2,4,9,9,3,13,51,1,2,4,2,2,17,7,27,0,1,7,61,10,19,17,4,243,1,76,15,12,0,0,4,30,19,24,0,1,2,20,6,4,11,7,1,0,9,28,3,5,27,4,3,3,1,4,0,6,15,0,2,0,0,0,0,280,7,24,31,7,2,5,0,0,9,2,0,61,3,1,32,1,5,1,1,22,0,6,12,24,3,7,14,15,15,69,4,5,7,6,95,1,57,11,10,0,20,3,22,3,0,1,16,0,16,22,32,0,6,0
2020-04-26,1,0,35,11,115,0,6,5,2,6,0,1,19,1,0,6,6,0,5,0,5,27,554,4,23,22,2,5,0,0,42,0,0,20,1,39,25,15,5,2,28,0,1,1,22,3,1107,0,37,54,90,0,0,0,0,0,17,7,2,0,0,0,0,1,2,26,3,0,0,6,0,10,30,0,17,13,68,6,14,0,6,0,30,23,3,4,8,0,199,1,1,0,5,0,57,231,1,1,0,0,0,4,0,66,5,1,0,97,46,0,1,1,10,6,37,1,0,2,21,0,0,0,0,1,0,7,2,31,12,1,43,0,36,29,11,10,2,40,48,24,0,7,0,12,37,24,0,34,5,0,10,4,26,23,36,0,23,533,4,4,2,0,0,1,6,38,6,68,1,1,54,38,0,2,50,96,29,5,0,35,34,0,17,3,3,0,22,0,12,0,7,7,2,1,117,9,6,75,326,3,12,0,0,1,0,0,0,46,3,0,0,5,1,10,0,7,0,9,0,0,3,1,5,11,3,36,23,12,9,1,123,0,0,0,4,8,7,137,26,6,3,1,16,4,0,0,3,0,14,34,3,36,12,0,22,15,14,5,0,7,48,12,21,35,14,5,21,351,0,15,0,1,19,8,30,5,46,7,4,21,26,0,7,4,6,0,3,23,4,0,4,5,5,5,14,34,0,0,8,57,15,13,14,7,287,6,71,9,8,0,0,6,20,29,16,0,2,2,13,6,10,5,5,1,0,6,28,0,6,25,3,7,3,0,5,0,7,19,0,0,0,0,0,0,239,8,23,34,9,1,1,1,0,11,2,0,56,2,1,23,0,5,1,6,21,0,7,15,22,1,3,3,14,12,49,4,6,14,3,80,4,35,2,6,1,16,1,7,5,0,0,16,1,13,25,27,0,6,0
2020-05-03,3,0,19,9,93,0,2,5,0,7,0,10,26,0,0,2,7,0,2,0,7,14,430,28,12,18,0,8,1,1,42,1,0,18,2,61,23,12,5,1,21,0,3,0,15,5,840,0,46,51,74,0,0,1,0,0,17,14,4,0,1,0,0,0,7,11,4,0,0,4,0,14,32,0,15,10,52,1,9,0,7,0,19,15,2,1,4,0,181,1,2,0,7,0,63,201,0,3,0,0,0,1,0,80,8,0,0,37,46,0,1,0,15,6,39,1,0,3,24,0,0,0,0,0,0,4,0,26,15,2,25,0,30,20,12,3,0,53,45,24,2,8,2,5,39,19,0,19,11,0,11,2,27,24,33,0,13,475,3,1,1,0,0,0,5,35,6,32,3,0,28,42,1,14,40,76,34,3,0,21,17,0,10,0,5,0,22,0,14,0,4,6,3,4,74,14,1,65,300,6,19,0,0,1,0,0,0,36,6,0,0,10,1,8,1,8,1,5,1,0,2,2,8,10,2,29,26,7,16,0,99,1,0,0,9,13,4,109,16,2,4,4,14,2,1,0,4,1,16,34,0,50,2,0,24,7,15,5,1,10,62,5,8,28,16,4,8,308,0,14,0,5,25,7,15,2,46,13,8,38,14,1,0,9,2,1,9,22,1,0,2,9,1,9,9,15,0,0,9,56,13,17,2,2,297,5,49,2,3,0,0,1,13,15,8,0,0,1,16,7,26,10,6,0,0,1,34,0,2,37,1,8,3,1,2,0,5,5,0,1,0,0,0,0,229,7,14,43,7,0,0,2,0,22,1,0,56,0,2,24,0,3,3,2,18,0,4,11,10,3,3,5,18,12,24,1,15,7,4,81,8,35,6,3,0,12,0,15,1,0,1,16,0,17,19,12,0,4,0
2020-05-10,1,0,11,3,44,0,4,17,3,1,0,5,27,0,0,0,5,0,3,0,6,12,289,6,8,20,0,2,0,3,20,0,0,5,1,35,15,11,0,0,9,0,0,0,7,0,660,0,49,30,66,0,0,0,1,0,10,14,5,0,0,0,1,0,0,7,3,0,0,2,0,6,27,0,11,10,41,0,4,0,4,0,18,7,4,3,3,0,118,1,4,0,2,0,37,156,0,1,0,0,0,3,0,47,4,0,0,47,37,0,2,0,12,3,24,0,0,1,21,0,0,0,0,0,0,0,0,23,5,1,14,6,20,18,1,4,0,28,14,20,0,7,4,5,25,26,1,1,5,0,10,1,11,19,17,2,6,390,1,0,3,0,0,0,1,25,8,32,0,0,23,30,0,6,31,54,10,1,0,14,26,0,12,0,4,0,25,0,10,0,8,10,1,1,46,4,1,53,219,1,21,0,0,1,0,0,0,21,3,0,1,4,1,8,0,0,2,2,1,0,2,1,2,5,0,13,13,3,5,0,66,0,0,1,5,11,4,71,18,2,3,3,7,0,1,0,0,1,23,19,0,31,4,1,13,7,9,12,0,4,39,2,14,21,11,5,6,209,0,6,0,1,11,4,14,1,32,7,6,28,17,1,0,7,3,1,5,21,5,0,3,3,3,4,7,17,0,0,6,36,5,8,10,2,209,1,63,0,3,0,0,1,11,8,14,0,0,3,1,2,29,1,13,0,0,0,16,0,0,18,1,3,3,0,2,0,7,6,0,0,0,0,0,0,142,4,12,60,1,0,0,1,0,14,0,0,37,0,2,3,2,5,2,16,8,0,5,8,13,1,3,3,18,5,18,0,16,8,3,50,8,23,2,10,1,10,0,5,2,0,0,12,0,12,8,17,0,8,0
2020-05-17,0,0,12,5,37,0,1,8,2,1,0,4,19,0,0,3,1,0,0,0,2,8,205,8,12,9,0,7,1,2,11,0,0,4,0,16,12,6,1,0,10,0,1,1,4,0,471,0,14,17,50,0,0,0,0,0,9,24,1,0,0,0,1,1,1,5,1,0,0,0,0,3,14,0,16,1,27,0,3,0,2,2,16,2,0,0,3,0,70,1,5,0,3,0,19,81,1,0,0,0,0,8,1,30,9,0,0,25,21,1,2,0,4,0,15,0,0,2,13,0,0,0,0,0,0,3,0,20,4,0,15,2,16,8,0,0,1,16,14,10,2,2,1,0,30,12,0,8,4,0,10,1,6,9,9,0,0,333,0,0,3,0,0,0,0,10,7,22,0,2,5,20,0,0,10,13,14,0,0,11,23,0,12,0,3,0,2,0,9,0,4,8,2,2,38,4,0,32,146,3,7,0,0,3,0,0,0,12,5,0,0,5,3,3,0,1,0,1,1,0,0,1,2,6,1,11,3,6,5,0,39,0,0,1,3,3,2,61,14,0,3,0,13,1,0,0,1,1,14,16,0,13,2,0,12,9,8,1,0,1,18,0,11,10,6,2,3,155,0,3,0,3,7,3,7,1,26,5,3,15,13,2,0,3,1,1,4,10,1,1,3,2,0,4,4,14,0,0,3,24,4,4,6,1,245,2,39,0,1,0,0,2,7,11,6,0,0,1,0,3,17,7,3,0,0,1,11,2,3,13,2,3,1,0,1,0,5,6,0,0,0,0,0,0,88,2,8,29,0,0,3,1,0,8,1,0,37,0,0,6,1,3,3,5,6,0,1,2,3,1,1,3,8,6,23,1,3,6,0,38,10,19,2,0,1,4,0,0,1,0,0,4,0,16,9,11,0,1,0
2020-05-24,0,0,4,6,22,0,0,1,0,0,0,3,16,2,0,3,1,0,3,0,0,6,143,3,8,17,0,2,0,0,7,1,0,0,0,9,4,4,0,0,6,0,0,0,2,1,296,0,13,13,23,0,0,0,0,0,7,14,0,0,0,0,0,1,0,6,4,0,0,2,0,5,8,0,10,1,7,0,0,0,6,0,6,1,0,0,2,0,47,1,2,0,0,0,12,67,0,0,0,2,0,5,0,19,0,0,0,14,11,0,1,0,0,2,6,3,0,0,17,0,0,0,0,1,0,0,0,6,4,0,8,2,8,5,2,0,0,9,11,1,0,0,3,1,16,3,0,4,1,0,6,0,2,3,8,0,0,225,0,0,4,0,0,2,0,6,0,5,0,0,7,21,0,0,12,7,4,0,0,4,16,0,7,1,2,0,3,0,3,0,7,2,3,2,13,1,1,13,87,3,5,0,0,0,0,0,0,5,0,0,0,3,0,1,0,2,2,3,1,0,2,0,4,0,0,6,3,4,0,0,29,0,0,1,1,1,1,43,8,0,2,1,7,2,0,1,2,0,9,2,0,17,2,0,10,4,3,0,0,1,12,0,7,8,3,1,4,111,0,1,0,1,5,4,14,0,16,0,2,12,6,0,1,1,0,1,4,9,0,4,2,2,0,2,6,11,1,0,2,19,4,2,4,0,253,0,28,0,5,0,0,2,7,10,4,0,0,1,0,3,12,2,0,0,0,1,4,0,1,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,64,3,8,16,1,0,2,0,0,4,0,0,13,1,0,4,1,1,1,2,7,0,0,1,6,0,0,1,5,7,12,1,1,1,2,31,4,10,3,0,0,5,0,5,0,0,0,6,0,12,7,9,0,4,0
2020-05-31,0,0,0,2,8,0,1,6,0,1,0,1,20,1,0,5,3,0,1,0,2,3,95,2,3,10,0,2,3,2,6,0,0,0,0,3,6,4,0,0,1,0,0,0,1,2,226,0,12,6,14,0,0,2,0,0,4,15,1,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,11,0,9,0,1,0,1,0,3,1,0,0,5,0,29,0,4,0,0,1,8,47,0,0,0,3,0,5,0,18,0,0,0,5,8,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,10,2,0,3,0,6,1,1,1,1,4,16,0,1,0,2,0,10,2,0,0,1,0,2,1,3,5,2,0,0,138,1,0,2,0,0,1,1,1,3,7,0,0,5,10,0,1,10,4,2,0,0,4,10,0,6,0,0,0,2,0,2,0,2,0,2,1,9,2,3,8,71,1,2,0,0,0,0,0,0,2,0,0,1,0,1,3,0,1,5,0,0,0,6,0,0,2,1,3,0,1,1,0,21,0,0,0,0,2,0,35,5,0,0,0,3,0,1,0,0,0,3,2,0,3,2,0,7,1,1,0,0,0,9,0,1,8,3,2,3,48,0,1,0,3,4,2,13,1,8,1,0,1,5,0,0,2,0,1,2,3,0,0,2,1,1,0,1,2,0,1,0,11,2,4,1,0,217,0,26,0,2,0,0,1,4,1,3,0,1,0,0,2,4,5,0,0,0,0,6,2,4,8,2,0,0,0,0,0,3,1,0,0,0,0,0,0,54,1,1,11,1,0,1,0,0,3,0,0,8,0,0,1,0,2,1,0,5,0,2,0,7,0,0,0,3,7,9,0,4,3,0,13,0,3,7,0,0,4,0,3,0,0,1,5,0,6,1,2,0,1,0
2020-06-07,1,0,0,0,10,0,4,1,0,0,0,0,12,0,1,4,4,0,0,0,2,2,109,1,2,9,0,0,1,0,4,0,1,1,0,1,1,2,1,1,3,0,0,0,2,2,177,0,5,4,14,0,1,1,0,0,4,16,2,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,16,1,4,0,1,0,6,0,8,0,1,0,1,0,29,0,6,0,0,0,5,77,0,1,0,0,0,7,0,18,1,2,0,8,7,0,2,0,0,1,7,0,0,0,11,0,0,0,0,1,0,0,0,4,0,0,3,1,8,0,0,2,0,5,9,1,0,1,1,1,10,8,0,0,4,0,5,0,1,1,2,0,0,125,1,0,0,0,0,0,0,9,4,4,0,0,1,18,0,0,8,3,4,0,0,2,4,0,0,0,0,0,0,0,1,0,7,1,2,1,10,0,0,15,84,2,5,0,0,0,0,1,1,1,1,0,0,1,1,5,0,0,0,1,0,0,4,0,0,0,0,3,4,1,4,0,13,0,0,0,0,2,0,39,8,0,0,0,2,0,1,0,0,1,4,2,0,3,1,0,6,1,4,0,0,0,6,1,7,7,4,0,2,47,0,1,0,0,3,0,10,1,26,1,1,7,2,1,0,0,0,0,1,3,0,0,0,0,0,0,1,5,0,2,2,7,3,1,1,0,218,0,25,0,4,0,0,1,1,4,0,1,0,0,0,0,4,3,3,0,0,2,10,1,2,9,1,0,8,1,0,0,3,0,0,0,0,0,0,0,45,0,3,11,4,0,1,1,0,5,0,0,11,1,1,0,2,1,0,0,3,0,1,4,7,0,0,3,4,11,12,0,1,2,0,11,4,4,1,0,0,1,0,2,1,0,0,3,1,0,7,9,0,2,0
