data_iniSE,casos_4103354,casos_4105201,casos_4105300,casos_4105409,casos_4105508,casos_4105706,casos_4105904,casos_4106001,casos_4106100,casos_4106605,casos_4106803,casos_4106852,casos_4106902,casos_4107009,casos_4107124,casos_4107157,casos_4107207,casos_4107736,casos_4107751,casos_4107850,casos_4108007,casos_4108205,casos_4108304,casos_4111506,casos_4111555,casos_4108403,casos_4108502,casos_4109302,casos_4109401,casos_4109500,casos_4109906,casos_4110078,casos_4110508,casos_4110607,casos_4110706,casos_4110805,casos_4110953,casos_4111100,casos_4112751,casos_4112801,casos_4112959,casos_4113205,casos_4113254,casos_4113304,casos_4113452,casos_4113601,casos_4113700,casos_4113908,casos_4114005,casos_4114104,casos_4114203,casos_4114302,casos_4114351,casos_4114401,casos_4114500,casos_4115739,casos_4116059,casos_4116208,casos_4119004,casos_4119103,casos_4119202,casos_4121505,casos_4119301,casos_4119400,casos_4119608,casos_4119806,casos_4119905,casos_4120101,casos_4120150,casos_4120358,casos_4120606,casos_4120655,casos_4120903,casos_4121208,casos_4122503,casos_4124020,casos_4124103,casos_4124707,casos_4124806,casos_4125407,casos_4125506,casos_4125605,casos_4125704,casos_4125753,casos_4125803,casos_4126207,casos_4127502,casos_4127601,casos_4127700,casos_4127809,casos_4127858,casos_4127882,casos_4127908,casos_4127965,casos_4128005,casos_4128104,casos_4128534,casos_4128609,casos_4128633,casos_4128658,casos_4128708,casos_4115408,casos_4126652,casos_4101408,casos_4101705,casos_4101804,casos_4106209,casos_4106308,casos_4106407,casos_4106456,casos_4106506,casos_4107405,casos_4107546,casos_4107553,casos_4107603,casos_4107652,casos_4108650,casos_4108700,casos_4109609,casos_4109658,casos_4110102,casos_4110201,casos_4111407,casos_4111209,casos_4111258,casos_4112504,casos_4113734,casos_4114807,casos_4116703,casos_4116802,casos_4116901,casos_4116950,casos_4117008,casos_4117222,casos_4122909,casos_4123006,casos_4121356,casos_4121406,casos_4123501,casos_4123808,casos_4128203,casos_4128625,casos_4100103,casos_4108809,casos_4115101,casos_4126678,casos_4126702,casos_4126801,casos_4126900,casos_4127007,casos_4127106,casos_4109757,casos_4105102,casos_4104501,casos_4104600,casos_4104659,casos_4104709,casos_4104808,casos_4112603,casos_4101150,casos_4101200,casos_4100202,casos_4100301,casos_4100400,casos_4100459,casos_4100509,casos_4100608,casos_4100707,casos_4100905,casos_4101051,casos_4101101,casos_4101507,casos_4101655,casos_4101853,casos_4101903,casos_4102000,casos_4102109,casos_4102208,casos_4102307,casos_4102406,casos_4102505,casos_4104907,casos_4105003,casos_4102604,casos_4102703,casos_4102752,casos_4102802,casos_4102901,casos_4103008,casos_4103024,casos_4103057,casos_4103370,casos_4119152,casos_4103404,casos_4103453,casos_4103479,casos_4103503,casos_4103602,casos_4103701,casos_4103800,casos_4103909,casos_4103958,casos_4104006,casos_4104055,casos_4104105,casos_4104204,casos_4104253,casos_4104303,casos_4104402,casos_4104428,casos_4104451,casos_4105607,casos_4105805,casos_4106555,casos_4106571,casos_4106704,casos_4107108,casos_4107256,casos_4107306,casos_4110300,casos_4107801,casos_4107504,casos_4107520,casos_4107538,casos_4108452,casos_4107702,casos_4107900,casos_4108106,casos_4108320,casos_4108551,casos_4108601,casos_4108908,casos_4108957,casos_4109005,casos_4109104,casos_4109203,casos_4109708,casos_4109807,casos_4110003,casos_4110052,casos_4112405,casos_4111308,casos_4110409,casos_4110656,casos_4110904,casos_4111001,casos_4111605,casos_4111704,casos_4111803,casos_4111902,casos_4112009,casos_4112108,casos_4112207,casos_4112306,casos_4112702,casos_4112900,casos_4113007,casos_4113106,casos_4113403,casos_4113429,casos_4113502,casos_4113759,casos_4113809,casos_4114609,casos_4114708,casos_4114906,casos_4115002,casos_4115200,casos_4115309,casos_4115358,casos_4115457,casos_4115507,casos_4115606,casos_4116000,casos_4115705,casos_4115754,casos_4115804,casos_4115853,casos_4115903,casos_4116109,casos_4116307,casos_4116406,casos_4116505,casos_4120408,casos_4116604,casos_4117057,casos_4117107,casos_4117206,casos_4117214,casos_4117255,casos_4117271,casos_4117297,casos_4117305,casos_4117404,casos_4117453,casos_4117503,casos_4117602,casos_4117701,casos_4117800,casos_4117909,casos_4118006,casos_4122602,casos_4122651,casos_4118105,casos_4118204,casos_4118303,casos_4118402,casos_4118451,casos_4118501,casos_4118600,casos_4118709,casos_4118808,casos_4118857,casos_4118907,casos_4122701,casos_4122800,casos_4119251,casos_4119509,casos_4119657,casos_4119707,casos_4119954,casos_4120002,casos_4120200,casos_4120804,casos_4120309,casos_4120333,casos_4120507,casos_4120705,casos_4120853,casos_4121000,casos_4121109,casos_4121257,casos_4121307,casos_4121604,casos_4121703,casos_4121752,casos_4121802,casos_4121901,casos_4122008,casos_4122107,casos_4122156,casos_4122172,casos_4122206,casos_4122305,casos_4122404,casos_4123105,casos_4123204,casos_4123303,casos_4123402,casos_4123600,casos_4123709,casos_4123824,casos_4123857,casos_4123907,casos_4123956,casos_4124004,casos_4124053,casos_4124202,casos_4124301,casos_4124400,casos_4124509,casos_4124608,casos_4124905,casos_4127403,casos_4125001,casos_4125100,casos_4125209,casos_4125308,casos_4125357,casos_4125456,casos_4125555,casos_4125902,casos_4126009,casos_4126108,casos_4126256,casos_4126272,casos_4126306,casos_4126355,casos_4126405,casos_4126504,casos_4126603,casos_4127205,casos_4127304,casos_4127957,casos_4128302,casos_4128401,casos_4128500,casos_4128559,casos_4128807,casos_4103107,casos_4103156,casos_4103206,casos_4103222,casos_4103305,casos_4100806,casos_4101002,casos_4101309,casos_4101606,casos_4103040
2015-04-12,1,0,13,0,117,0,8,3,0,32,0,2,68,0,0,1,50,0,0,1,10,4,398,20,33,35,0,7,7,0,1,1,0,15,0,9,5,1,17,4,13,0,0,5,1,0,621,0,3,21,132,0,3,1,1,0,7,0,0,0,0,0,1,1,0,1,3,0,1,1,0,4,30,0,3,18,219,1,1,0,12,0,55,3,7,0,1,0,137,0,2,0,1,0,5,163,1,9,0,0,0,8,0,37,1,0,0,4,51,0,2,0,0,2,38,0,0,0,0,0,0,0,0,0,0,12,1,34,3,5,103,0,18,1,0,9,11,6,16,1,0,9,61,12,31,12,1,33,11,0,3,0,15,3,2,0,6,96,0,0,0,3,0,1,2,37,45,14,2,0,137,117,0,0,15,185,26,15,0,165,19,0,0,1,4,0,122,0,1,6,16,0,2,6,4,3,8,48,159,2,76,0,3,0,0,1,0,38,0,0,1,2,2,2,4,6,3,27,0,2,4,6,2,4,0,3,57,3,5,0,41,1,0,1,1,3,4,92,0,0,3,1,1,6,3,29,2,0,64,9,9,37,0,0,47,0,2,17,1,1,31,0,17,70,10,20,5,316,0,22,0,1,1,3,0,9,26,3,1,9,4,0,1,46,1,2,5,2,0,4,0,5,0,1,3,66,0,0,0,37,0,0,1,19,3,4,81,1,12,1,0,19,8,6,20,0,0,1,6,6,0,37,33,0,0,8,32,1,5,20,2,0,0,1,0,0,23,5,0,14,0,1,0,0,17,3,4,17,8,0,57,2,0,19,3,4,30,5,0,2,2,1,7,16,7,0,17,41,10,3,4,2,3,3,29,0,3,1,5,72,107,4,33,26,6,42,0,14,11,0,0,4,0,37,36,0,0,9,0
2015-04-19,1,1,7,0,83,0,11,6,0,34,0,4,64,0,0,1,20,0,0,0,16,4,425,18,27,29,0,3,1,0,4,0,0,9,0,1,9,5,16,3,10,0,0,1,3,1,633,0,8,19,190,0,0,2,2,0,19,0,0,0,0,0,0,0,0,1,3,0,0,2,0,2,32,0,8,20,122,0,0,0,10,1,51,0,2,0,0,0,83,1,2,0,0,0,19,123,0,13,0,0,0,4,0,37,2,1,0,9,35,0,0,1,0,2,31,0,0,1,0,0,1,0,0,6,0,17,3,24,2,2,37,0,24,7,0,6,8,4,10,0,0,8,19,9,6,8,5,37,6,0,12,0,21,4,0,0,14,79,3,0,0,2,0,0,3,76,42,11,3,1,79,84,2,0,11,130,31,19,0,125,20,0,1,3,4,0,56,1,0,21,8,0,3,2,3,3,14,60,163,1,39,0,0,2,0,1,0,31,0,0,0,4,1,2,3,5,7,23,0,2,4,4,0,2,0,0,28,8,4,0,50,1,0,0,0,3,0,107,3,0,1,1,2,0,3,43,0,0,38,12,6,29,5,0,30,0,1,1,2,0,19,0,17,31,5,10,5,366,0,13,0,5,2,6,0,3,31,7,0,3,4,1,3,44,0,0,10,2,2,11,0,3,0,6,4,75,1,0,0,57,10,5,0,12,3,2,90,4,17,0,0,17,3,5,21,0,0,0,1,5,1,35,25,0,0,3,23,3,2,34,2,0,4,0,0,0,30,7,0,4,0,0,0,0,25,6,3,9,10,0,52,0,0,10,0,2,17,3,0,0,0,7,6,13,4,0,24,16,6,3,4,6,6,4,39,1,3,2,10,44,64,2,26,27,7,35,0,16,4,0,0,5,0,34,46,1,0,10,1
2015-04-26,2,0,4,0,71,0,11,2,0,32,0,10,64,0,0,1,1,0,0,0,16,7,487,20,40,25,1,4,3,0,3,2,0,22,0,0,6,3,18,5,7,0,0,0,0,1,629,0,18,25,113,1,0,1,1,0,6,0,0,0,0,1,2,0,1,1,2,0,0,1,1,4,39,0,6,10,80,3,3,0,10,0,51,3,7,0,0,0,89,0,2,0,5,0,16,120,0,11,0,0,0,4,0,48,4,1,0,6,35,0,1,0,0,22,25,2,0,2,0,0,0,0,0,11,0,12,5,24,2,0,38,0,17,8,0,13,11,5,8,0,0,4,13,15,12,7,9,34,13,0,14,1,12,3,2,1,19,86,0,0,0,0,0,2,4,48,26,24,2,2,57,89,0,0,34,74,26,36,0,133,14,0,1,1,0,0,47,0,0,23,2,1,2,1,3,1,9,46,169,1,22,0,1,0,0,2,0,35,2,0,0,2,1,3,2,4,0,17,1,0,1,2,2,2,0,0,9,9,8,3,47,4,0,0,4,3,3,124,4,0,1,0,1,2,6,30,0,0,34,10,2,27,5,0,35,1,3,2,6,0,17,1,14,22,12,11,17,345,0,27,0,6,2,17,0,4,45,4,5,2,8,2,10,26,0,0,7,2,2,7,0,9,0,6,2,74,1,0,0,39,3,2,0,5,2,1,84,0,14,0,0,6,1,4,24,0,0,0,1,2,1,44,7,0,0,7,21,0,1,12,1,0,1,0,0,0,20,7,1,1,0,0,0,0,16,6,1,8,8,0,25,0,0,13,4,0,20,3,0,0,0,1,6,14,1,0,23,6,3,0,3,7,0,2,36,0,2,1,1,22,49,2,23,12,1,22,2,14,5,1,0,3,0,19,22,3,0,7,1
2015-05-03,3,0,0,3,52,0,9,2,0,20,0,0,59,0,0,1,4,0,0,0,9,3,393,23,17,24,1,0,4,0,2,0,0,7,0,2,4,5,11,1,15,0,0,1,0,0,516,0,9,10,60,1,1,0,1,0,2,0,0,0,0,0,0,0,2,0,3,0,1,2,1,7,29,0,6,7,64,1,0,0,5,0,48,4,7,0,0,0,84,1,0,0,0,0,7,93,0,14,0,0,1,8,0,49,1,0,0,9,20,0,0,0,0,15,22,1,0,0,1,0,0,0,0,6,0,18,0,36,0,0,17,0,9,6,0,7,5,5,9,0,0,0,13,21,8,7,13,16,12,0,5,0,5,5,1,0,10,82,0,0,0,1,0,1,3,43,24,11,3,0,34,73,4,0,29,43,7,15,0,100,7,0,0,2,1,1,49,0,0,7,5,0,3,4,2,4,10,17,131,1,12,0,1,0,0,1,1,21,0,0,0,8,5,1,0,2,2,18,1,1,1,4,0,0,0,0,6,7,3,2,42,0,0,0,4,9,3,109,3,0,0,1,2,2,3,30,2,0,29,16,3,22,3,2,37,0,3,2,22,1,13,0,15,18,8,10,8,311,0,20,0,2,1,4,0,3,37,3,2,6,11,2,1,9,0,1,5,2,1,3,0,4,1,13,0,74,1,0,0,18,1,5,0,2,1,1,63,0,16,0,0,5,0,2,9,0,0,0,2,1,0,34,0,1,0,5,18,6,3,16,1,3,4,0,0,0,3,3,0,3,1,0,0,0,8,4,1,7,4,2,9,0,0,8,2,0,23,1,0,0,0,5,5,10,4,0,9,12,7,0,0,8,1,2,32,1,0,1,1,7,28,2,4,6,2,28,2,9,5,0,0,10,0,4,13,1,0,1,0
2015-05-10,6,0,0,0,35,0,10,1,0,10,0,3,52,0,0,0,2,0,0,1,7,4,260,12,9,12,0,1,2,0,1,0,0,8,2,6,2,0,2,3,3,0,0,2,0,0,397,0,6,7,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,2,1,2,33,1,4,2,46,2,0,0,3,0,34,2,1,0,0,0,57,1,6,0,1,0,8,57,0,9,0,1,0,6,0,32,0,1,0,4,12,0,0,0,1,8,14,0,0,0,0,0,0,0,0,1,0,2,1,26,0,3,9,0,4,4,1,8,0,4,8,0,0,0,6,19,8,3,6,2,5,0,12,0,12,1,3,0,5,79,0,2,0,3,0,1,1,14,8,14,1,2,31,33,1,0,23,15,8,11,0,72,7,0,1,4,7,0,25,0,0,0,6,1,2,1,1,1,2,18,113,0,4,0,2,0,0,2,0,14,0,0,0,4,4,0,1,8,2,13,0,0,1,8,2,1,0,0,1,6,3,1,13,2,0,1,0,7,4,74,0,0,0,1,2,0,1,18,0,0,31,8,1,12,0,0,16,0,1,0,8,0,8,0,11,13,7,6,5,229,0,6,0,3,2,6,0,3,20,0,0,4,4,2,4,5,1,0,1,4,0,3,0,3,0,9,2,43,0,0,0,21,0,2,0,1,2,0,30,0,18,0,0,11,0,4,5,0,2,0,0,1,0,20,0,0,0,0,19,1,1,13,2,3,2,0,0,0,8,10,0,1,1,0,0,0,3,4,1,9,9,0,9,0,0,3,0,0,15,1,0,1,3,4,4,4,0,0,11,0,2,0,0,1,0,5,14,1,0,0,3,11,21,3,7,3,3,7,5,10,2,0,0,0,0,12,6,2,0,0,0
2015-05-17,3,0,1,0,35,0,6,1,0,1,0,0,49,0,0,1,0,0,0,0,10,3,245,5,9,16,0,1,0,0,3,0,1,7,2,3,3,0,3,1,6,0,0,1,0,0,349,0,5,4,23,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,17,0,4,2,40,2,0,0,6,1,32,1,1,1,0,0,47,0,5,0,0,0,5,59,0,9,0,0,0,4,0,31,1,0,0,9,36,1,0,0,0,4,10,0,0,0,0,0,0,0,0,3,0,2,3,13,3,3,3,0,4,9,0,0,0,3,9,2,0,2,1,14,6,10,2,1,4,0,4,0,11,3,2,0,2,61,0,0,0,2,0,1,1,28,7,8,0,1,22,35,0,0,19,12,9,7,0,83,6,0,0,1,7,3,11,0,0,0,6,0,1,1,2,1,3,18,93,2,0,0,1,0,0,0,0,10,0,0,0,3,2,0,0,5,0,3,0,0,0,0,0,1,0,0,0,4,7,0,20,1,0,0,2,7,0,79,1,0,2,1,1,0,0,23,1,0,23,4,2,9,0,0,24,0,1,0,4,0,9,2,3,8,2,2,3,197,0,10,0,0,3,2,0,3,33,2,1,2,2,0,3,6,0,0,2,3,0,3,0,0,0,5,0,30,2,0,0,17,1,0,1,1,1,1,25,2,9,0,0,5,2,3,9,0,0,0,0,1,0,5,5,0,0,9,12,3,0,12,0,1,3,1,0,0,3,11,0,0,0,0,1,0,2,4,1,9,7,0,10,0,0,7,0,0,18,1,0,3,10,3,0,6,0,0,4,2,2,0,0,2,1,1,13,0,2,1,0,10,12,2,11,1,0,6,1,6,1,0,0,1,0,3,11,1,0,1,1
2015-05-24,1,0,0,0,38,0,11,0,0,3,0,0,41,0,0,0,0,0,0,0,3,3,212,5,18,6,0,0,1,0,0,2,0,3,1,0,3,2,1,2,5,0,0,1,0,5,261,0,4,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,0,2,3,14,2,0,0,1,0,28,0,1,0,0,0,27,0,2,0,1,0,4,31,0,4,0,1,0,0,0,23,1,1,0,6,16,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0,6,4,0,5,0,6,6,0,1,0,3,3,0,0,0,7,14,3,2,1,3,2,0,3,0,10,0,3,0,0,36,0,0,0,0,0,1,0,10,0,8,0,0,10,28,0,0,34,6,2,4,0,42,6,0,0,0,6,0,16,0,0,0,3,0,4,0,2,2,4,11,64,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,1,14,0,3,1,1,2,0,0,0,0,0,1,5,2,2,14,0,0,0,1,4,0,102,0,0,2,2,4,1,0,18,0,0,12,9,2,3,1,0,14,0,0,0,9,0,6,3,6,6,2,0,0,160,0,5,0,3,1,4,0,0,16,3,0,2,2,0,0,4,0,0,2,0,0,0,0,0,0,8,0,32,0,0,1,21,0,1,0,2,4,0,30,0,4,0,0,3,3,3,2,0,1,0,1,2,0,6,0,0,0,3,14,2,1,17,0,1,1,0,1,0,2,8,0,1,0,0,0,0,1,2,0,1,4,0,15,0,0,9,0,0,11,0,0,1,3,2,0,7,1,0,7,0,0,1,0,0,0,0,24,0,1,3,1,5,5,4,1,6,1,3,2,7,0,0,0,2,0,3,3,3,0,1,0
2015-05-31,1,0,0,0,24,0,10,0,0,3,0,0,27,0,0,0,0,0,1,0,6,1,175,4,8,3,0,0,0,0,1,0,0,4,1,1,1,2,0,0,0,0,0,1,0,0,260,0,5,2,8,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,0,0,4,20,1,0,0,5,0,24,2,1,0,0,0,23,0,0,0,0,0,7,22,0,5,0,0,1,1,0,20,0,3,0,2,12,0,0,0,1,7,3,0,0,0,0,0,0,0,0,4,1,0,1,3,3,0,3,0,3,1,0,3,6,1,2,3,0,1,3,4,0,0,4,2,1,0,1,0,9,0,1,0,0,39,0,0,0,1,0,0,0,6,5,3,1,0,13,19,0,0,44,3,1,3,0,33,4,0,0,1,0,0,16,0,0,0,3,2,1,2,1,1,1,3,55,1,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,7,0,1,0,0,3,3,2,2,0,0,4,6,1,0,15,1,0,0,0,8,0,65,0,0,5,2,0,0,1,21,0,0,3,4,1,5,0,0,11,0,1,0,10,0,2,0,6,7,0,0,0,105,0,5,0,0,0,1,0,0,19,1,0,6,0,0,1,3,0,0,0,0,2,0,0,0,0,2,1,21,1,0,0,18,0,0,0,3,6,0,20,3,5,0,0,5,1,3,3,0,0,1,0,1,0,6,2,0,0,3,10,0,0,4,0,0,1,0,0,0,1,6,0,1,0,0,0,0,2,1,1,7,1,1,7,0,0,2,1,0,10,0,0,0,1,0,4,4,1,0,3,1,0,0,1,1,1,1,13,0,0,6,1,4,1,2,1,5,1,0,1,4,1,0,0,1,0,1,11,2,0,0,0
2015-06-07,1,0,0,0,30,1,5,0,0,4,0,0,38,0,0,0,0,0,0,0,5,2,135,5,3,3,0,1,1,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,2,0,215,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,7,0,0,4,16,0,0,0,1,3,24,2,0,0,0,0,19,0,0,0,1,0,5,29,0,5,0,0,0,0,0,14,0,0,0,4,16,0,0,0,0,7,10,1,0,0,0,0,0,0,0,0,0,4,0,11,2,0,3,0,4,0,0,4,1,5,3,3,0,3,0,8,0,4,2,1,1,0,0,1,16,2,6,0,0,38,7,0,0,0,0,0,1,4,1,0,2,1,6,20,1,0,20,6,7,6,0,21,15,0,1,1,2,0,12,0,0,0,3,0,6,0,0,1,2,5,66,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,1,0,1,0,4,1,0,1,0,0,1,6,0,0,11,0,0,0,1,4,0,40,0,0,2,1,0,1,0,18,0,0,7,8,0,5,0,0,7,0,0,0,2,0,8,0,11,2,4,1,1,95,0,2,0,0,1,0,1,0,17,0,1,2,1,0,0,5,0,1,3,0,1,0,0,3,0,3,1,16,0,0,0,14,0,0,0,1,5,0,19,2,5,0,0,10,2,2,1,1,0,1,2,2,0,6,3,0,0,2,7,0,0,4,1,0,1,0,0,0,2,2,0,1,0,0,0,0,1,1,1,5,4,0,7,0,0,5,0,0,8,1,0,0,0,2,2,2,0,0,3,1,0,0,0,3,3,2,10,0,1,1,1,4,4,1,3,0,0,1,0,6,0,0,0,6,0,1,5,1,0,0,0
2015-06-14,0,0,2,0,19,0,6,0,0,2,0,1,35,0,0,0,0,0,0,1,1,1,91,4,5,9,0,0,0,0,2,0,0,1,0,0,1,3,1,1,1,0,0,0,1,1,170,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,9,1,0,0,1,0,10,3,2,0,0,0,14,0,0,0,0,0,1,18,0,2,0,0,0,1,0,14,1,0,0,6,10,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,5,2,0,4,0,8,1,0,3,1,2,3,0,0,1,2,4,1,3,0,2,0,1,3,0,5,0,4,0,0,27,0,0,0,0,0,0,0,8,3,2,0,0,8,10,0,0,12,9,1,3,0,21,8,0,1,0,1,1,19,0,0,0,2,0,1,1,0,0,1,3,51,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,1,6,3,2,0,0,2,2,0,1,0,0,2,11,0,0,10,0,0,0,0,6,0,37,0,0,1,2,0,0,0,8,2,0,5,1,0,1,0,0,12,0,1,0,1,0,6,1,6,3,2,0,4,96,0,6,0,0,1,4,0,0,8,1,0,2,1,0,1,5,0,0,2,4,0,0,0,0,0,4,0,21,0,0,0,8,1,0,0,0,9,0,9,1,2,0,0,3,0,3,3,0,0,0,0,3,0,1,2,1,0,4,1,1,2,5,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,1,0,1,3,0,4,0,0,3,0,0,6,0,0,0,1,2,1,4,2,0,1,1,0,0,0,1,0,1,6,0,0,3,0,5,0,4,1,2,0,0,0,3,0,0,0,1,0,0,4,4,0,1,0
2015-06-21,0,0,2,0,19,0,2,0,0,3,0,0,22,0,0,0,0,0,0,0,2,3,61,2,3,5,0,1,0,0,3,0,0,4,0,0,1,2,0,0,1,0,0,1,0,0,142,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,8,0,0,0,3,0,12,1,0,0,0,0,4,0,0,0,0,0,2,8,0,2,0,0,0,1,0,13,0,0,0,2,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,8,5,0,1,0,3,1,0,2,4,1,6,0,0,0,0,3,0,2,0,0,1,0,0,0,9,1,2,0,0,23,0,0,0,0,0,0,0,4,0,0,4,1,1,13,0,0,15,3,1,1,0,13,4,0,0,0,4,0,5,0,0,0,2,0,2,1,1,0,1,0,35,1,1,0,0,0,0,2,0,5,0,0,0,0,3,0,1,4,0,0,1,0,0,4,1,1,0,0,0,1,2,0,5,0,0,0,0,0,0,27,0,0,0,2,1,0,1,4,2,0,3,0,0,4,0,0,7,0,0,0,1,0,2,0,7,1,0,0,2,68,0,1,0,0,0,0,0,0,4,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,8,0,0,0,2,10,0,12,0,2,0,0,7,0,0,0,0,0,1,0,4,0,6,0,0,0,1,2,0,0,6,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,1,0,6,1,0,3,1,0,1,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,4,2,2,0,2,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1
2015-06-28,0,0,2,1,5,0,3,0,0,1,0,0,19,0,0,0,0,0,0,0,1,0,40,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,4,0,0,0,4,0,9,0,0,0,0,0,6,0,0,0,0,0,3,7,0,0,0,0,0,2,0,5,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,1,0,2,3,1,4,0,0,0,0,1,0,2,1,1,0,0,12,0,0,0,0,0,0,0,2,0,0,3,0,2,9,0,0,11,2,1,1,0,9,7,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,2,0,4,1,0,0,0,0,2,0,0,3,0,0,0,1,3,0,13,0,0,0,0,0,0,0,6,0,0,3,0,1,9,0,0,13,0,0,0,1,1,6,0,9,0,0,0,1,36,0,0,0,0,3,0,0,0,5,0,1,3,2,0,0,0,0,0,0,2,1,0,0,0,0,7,0,6,1,0,0,8,0,0,0,0,6,0,7,0,0,0,0,2,0,2,0,0,0,0,0,1,0,5,0,0,0,3,4,0,1,4,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,2,1,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,0,0,1
2015-07-05,0,0,0,0,7,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,36,0,1,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,76,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,11,5,0,1,0,0,0,1,0,5,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,6,0,0,1,0,0,1,0,0,3,1,2,0,0,15,0,0,0,0,0,0,0,8,1,0,0,0,7,5,0,0,5,2,0,2,0,10,3,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,1,0,0,0,7,0,0,6,1,0,5,1,0,6,0,0,0,0,0,2,0,12,0,1,0,3,36,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,3,0,0,0,0,9,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,6,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2,4,0,0,4,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,1,0
