,casos_2516300,casos_est_2516300,casos_est_min_2516300,casos_est_max_2516300,p_rt1_2516300,p_inc100k_2516300,temp_min_2516300,temp_max_2516300,umid_min_2516300,pressao_min_2516300,casos_2512408,casos_est_2512408,casos_est_min_2512408,casos_est_max_2512408,p_rt1_2512408,p_inc100k_2512408,temp_min_2512408,temp_max_2512408,umid_min_2512408,pressao_min_2512408,casos_2510303,casos_est_2510303,casos_est_min_2510303,casos_est_max_2510303,p_rt1_2510303,p_inc100k_2510303,temp_min_2510303,temp_max_2510303,umid_min_2510303,pressao_min_2510303,casos_2507507,casos_est_2507507,casos_est_min_2507507,casos_est_max_2507507,p_rt1_2507507,p_inc100k_2507507,temp_min_2507507,temp_max_2507507,umid_min_2507507,pressao_min_2507507,casos_2505105,casos_est_2505105,casos_est_min_2505105,casos_est_max_2505105,p_rt1_2505105,p_inc100k_2505105,temp_min_2505105,temp_max_2505105,umid_min_2505105,pressao_min_2505105,casos_2502151,casos_est_2502151,casos_est_min_2502151,casos_est_max_2502151,p_rt1_2502151,p_inc100k_2502151,temp_min_2502151,temp_max_2502151,umid_min_2502151,pressao_min_2502151
2014-05-11,0,0.0,0,0,0.0,0.0,,,,,2,2.0,2,2,0.921898,14.554981,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.7453181,60.496067,19.303986,31.921143,36.755966,0.99643815,88,88.0,88,88,0.8941563,10.764381,22.68927,27.673492,68.85443,0.9984108,8,8.0,8,8,0.5136087,39.34297,22.0616455,31.19162,48.219513000000006,0.9963301849999999,0,0.0,0,0,0.0,0.0,21.9730985,31.3257755,43.305845500000004,0.996389375
2014-05-18,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.6634578,7.2774906,18.83841,29.316193,49.32659,0.9980066,2,2.0,2,2,0.39490882,40.33071,19.303986,31.921143,36.755966,0.99643815,78,78.0,78,78,0.45671657,9.541156,22.68927,27.673492,68.85443,0.9984108,9,9.0,9,9,0.56238294,44.260845,21.174194,28.94382733333333,60.925905,0.9971396800000001,0,0.0,0,0,0.0,0.0,20.736531666666668,30.149058,49.781303333333334,0.9969796799999999
2014-05-25,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.55812377,60.496067,19.303986,31.921143,36.755966,0.99643815,80,80.0,80,80,0.40297648,9.785801,22.68927,27.673492,68.85443,0.9984108,3,3.0,3,3,0.05376435,14.753614,20.963304714285716,29.89786642857143,53.30026557142857,0.9981436471428572,0,0.0,0,0,0.0,0.0,20.205950142857144,28.86862185714286,55.870701571428576,0.9985372614285714
2014-06-01,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.5223148,7.2774906,18.83841,29.316193,49.32659,0.9980066,7,7.0,7,7,0.9234932,141.15749,19.303986,31.921143,36.755966,0.99643815,79,79.0,79,79,0.43525362,9.663479,22.68927,27.673492,68.85443,0.9984108,6,6.0,6,6,0.38163003,29.507229,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,0,0.0,0,0,0.0,0.0,18.919861,27.040822333333335,66.25108250000001,0.9995510466666667
2014-06-08,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.38476813,60.496067,19.303986,31.921143,36.755966,0.99643815,64,64.0,64,64,0.11122144,7.828641,22.68927,27.673492,68.85443,0.9984108,2,2.0,2,2,0.08747593,9.835743,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,0,0.0,0,0,0.0,0.0,18.919861,27.040822333333335,66.25108250000001,0.9995510466666667
2014-06-15,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,4,4.0,4,4,0.41731796,80.66142,19.303986,31.921143,36.755966,0.99643815,74,74.0,74,74,0.46828103,9.051866,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,0,0.0,0,0,0.0,0.0,18.919861,27.040822333333335,66.25108250000001,0.9995510466666667
2014-06-22,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,6,6.0,6,6,0.703384,120.992134,19.303986,31.921143,36.755966,0.99643815,59,59.0,59,59,0.15686586,7.217028,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,2,2.0,2,2,0.9779825,28.026905,18.827619285714288,28.252328000000002,51.65979442857143,1.0014642285714286
2014-06-29,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,2,2.0,2,2,0.16223553,40.33071,19.303986,31.921143,36.755966,0.99643815,65,65.0,65,65,0.41632283,7.9509635,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,2,2.0,2,2,0.8598159,28.026905,19.875527714285713,26.655055428571426,63.72137557142857,1.001344892857143
2014-07-06,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,6,6.0,6,6,0.7022646,120.992134,19.303986,31.921143,36.755966,0.99643815,51,51.0,51,51,0.116030715,6.238448,22.68927,27.673492,68.85443,0.9984108,2,2.0,2,2,0.9476593,9.835743,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,2,2.0,2,2,0.64680177,28.026905,16.96103,29.131012,45.414886,0.9997455
2014-07-13,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.06312149,20.165356,19.303986,31.921143,36.755966,0.99643815,65,65.0,65,65,0.66166985,7.9509635,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,2,2.0,2,2,0.52850217,28.026905,16.96103,29.131012,45.414886,0.9997455
2014-07-20,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9632669,7.2774906,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.3980307,60.496067,19.303986,31.921143,36.755966,0.99643815,62,62.0,62,62,0.6194526,7.583996,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,1,1.0,1,1,0.26284054,14.013453,18.8242434,27.0615052,58.172384,1.0032870600000001
2014-07-27,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.8145292,7.2774906,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.52231205,60.496067,19.303986,31.921143,36.755966,0.99643815,45,45.0,45,45,0.0770755,5.5045133,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.9940695,28.8997245,57.21494666666666,0.9989320833333334,0,0.0,0,0,0.0,0.0,18.58923342857143,27.293814571428573,53.71778328571429,1.0022934428571428
2014-08-03,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.17048076,20.165356,19.303986,31.921143,36.755966,0.99643815,49,49.0,49,49,0.2162781,5.993803,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.075119,29.381577,47.8162835,1.0013268,0,0.0,0,0,0.0,0.0,18.7390645,27.407277500000003,52.48551916666667,1.00243625
2014-08-10,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,43,43.0,43,43,0.206938,5.259868,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,19.574611285714287,28.943507571428572,49.044759285714285,1.0014138428571429,0,0.0,0,0,0.0,0.0,19.04838757142857,28.094203285714286,50.04839328571428,1.0019382000000001
2014-08-17,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,38,38.0,38,38,0.1752113,4.6482553,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,18.210004571428573,27.768127714285715,47.565582857142864,1.0024507571428571
2014-08-24,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,24,24.0,24,24,0.011675584,2.9357402,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,3,3.0,3,3,0.9867933,42.04036,17.986210285714286,27.583618285714287,51.071521857142855,1.0013190857142857
2014-08-31,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,35,35.0,35,35,0.44710073,4.281288,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-09-07,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,21,21.0,21,21,0.08197561,2.5687728,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-09-14,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9632669,7.2774906,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,28,28.0,28,28,0.46733284,3.4250305,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,2,2.0,2,2,0.7949256,28.026905,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-09-21,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.9632669,20.165356,19.303986,31.921143,36.755966,0.99643815,27,27.0,27,27,0.52472425,3.302708,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-09-28,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,33,33.0,33,33,0.7995722,4.036643,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-10-05,1,1.0,1,1,0.9632679,5.871646,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,32,32.0,32,32,0.6723274,3.9143205,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-10-12,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,33,33.0,33,33,0.60760635,4.036643,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.14530728571429,29.389896857142855,44.83291728571429,1.0008362142857143
2014-10-19,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9603134,7.2774906,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,40,40.0,40,40,0.8130389,4.8929005,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,19.984077499999998,30.422142,42.77755175,0.99972718
2014-10-26,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,35,35.0,35,35,0.5297591,4.281288,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,20.231650285714288,30.66905842857143,40.98844628571429,0.9981891385714287
2014-11-02,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,40,40.0,40,40,0.658522,4.8929005,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,20.9287962,30.830646,41.2860884,0.998145914
2014-11-09,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,31,31.0,31,31,0.23468651,3.791998,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,18.6937072,29.302380399999997,43.587289,1.0017543,0,0.0,0,0,0.0,0.0,20.9287962,30.830646,41.2860884,0.998145914
2014-11-16,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,19,19.0,19,19,0.012457442,2.3241277,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.116302,33.328278,40.905045,0.99589026,0,0.0,0,0,0.0,0.0,21.204315,34.625458,34.776966,0.99489224
2014-11-23,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,27,27.0,27,27,0.33622754,3.302708,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.78108,30.846936857142857,45.05080671428571,0.9973500014285713,0,0.0,0,0,0.0,0.0,21.69680357142857,30.971117285714286,44.56976628571429,0.9972092742857143
2014-11-30,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,40,40.0,40,40,0.95800275,4.8929005,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.015358857142854,30.881796714285713,43.284884285714284,0.9976459914285715,0,0.0,0,0,0.0,0.0,20.492078714285714,31.367117714285712,40.676999,0.9977189257142857
2014-12-07,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,40,40.0,40,40,0.9077278,4.8929005,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.015358857142854,30.881796714285713,43.284884285714284,0.9976459914285715,0,0.0,0,0,0.0,0.0,20.492078714285714,31.367117714285712,40.676999,0.9977189257142857
2014-12-14,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,25,25.0,25,25,0.10281352,3.0580628,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.015358857142854,30.881796714285713,43.284884285714284,0.9976459914285715,0,0.0,0,0,0.0,0.0,20.492078714285714,31.367117714285712,40.676999,0.9977189257142857
2014-12-21,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,12,12.0,12,12,0.00043375508,1.4678701,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.015358857142854,30.881796714285713,43.284884285714284,0.9976459914285715,0,0.0,0,0,0.0,0.0,21.262583333333335,31.09008283333333,42.68466733333333,0.997619705
2014-12-28,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,19.303986,31.921143,36.755966,0.99643815,5,5.0,5,5,4.8849564e-05,0.61161256,22.68927,27.673492,68.85443,0.9984108,0,0.0,0,0,0.0,0.0,21.015358857142854,30.881796714285713,43.284884285714284,0.9976459914285715,0,0.0,0,0,0.0,0.0,21.398215142857143,31.480630142857144,40.930926428571425,0.99839408
2015-01-04,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,21.050242333333333,30.40035,46.42050733333334,0.9985239366666666,41,41.0,41,41,0.9995025,5.015223,23.635945333333336,27.652822,67.703385,0.99885781,0,0.0,0,0,0.0,0.0,21.339243666666665,30.235809,50.402459,0.9986157999999999,0,0.0,0,0,0.0,0.0,21.216420666666668,31.962611,39.5848655,0.998367065
2015-01-11,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.87574542857143,31.86635957142857,40.815654571428574,0.9988474842857142,29,29.0,29,29,0.94955176,3.5473528,24.68578671428571,28.779859428571427,64.1486002857143,0.9997941942857143,0,0.0,0,0,0.0,0.0,21.376979285714288,31.47471428571429,43.699366,0.9989194971428572,0,0.0,0,0,0.0,0.0,20.97861585714286,32.016710714285715,40.30747357142857,0.9991375914285714
2015-01-18,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,46,46.0,46,46,0.9837301,5.626836,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,2,2.0,2,2,0.9779825,28.026905,20.757777714285712,32.35984157142857,36.640624714285714,0.9983529614285714
2015-01-25,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9632679,7.2774906,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,46,46.0,46,46,0.8807908,5.626836,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,0,0.0,0,0,0.0,0.0,21.52052057142857,32.08771157142857,38.99428571428571,0.9977548028571429
2015-02-01,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,50,50.0,50,50,0.8160363,6.1161256,24.49137125,28.3618925,66.17467400000001,0.999243805,2,2.0,2,2,0.9779825,9.835743,21.29412825,31.42000575,40.3772685,0.9981595624999999,0,0.0,0,0,0.0,0.0,20.6634165,32.636896666666665,38.655496500000005,0.9974201116666667
2015-02-08,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.730556,7.2774906,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,50,50.0,50,50,0.65804476,6.1161256,24.49137125,28.3618925,66.17467400000001,0.999243805,2,2.0,2,2,0.8598159,9.835743,21.29412825,31.42000575,40.3772685,0.9981595624999999,1,1.0,1,1,0.6887573,14.013453,20.6634165,32.636896666666665,38.655496500000005,0.9974201116666667
2015-02-15,1,1.0,1,1,0.9632679,5.871646,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,66,66.0,66,66,0.9403724,8.073286,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,3,3.0,3,3,0.94863766,42.04036,20.6634165,32.636896666666665,38.655496500000005,0.9974201116666667
2015-02-22,2,2.0,2,2,0.921898,11.743292,,,,,1,1.0,1,1,0.70372117,7.2774906,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,76,76.0,76,76,0.96875197,9.296511,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,3,3.0,3,3,0.82268983,42.04036,20.6634165,32.636896666666665,38.655496500000005,0.9974201116666667
2015-03-01,1,1.0,1,1,0.52236325,5.871646,,,,,0,0.0,0,0,0.0,0.0,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,125,125.0,125,125,0.99999034,15.290314,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,7,7.0,7,7,0.9387349,98.09417,20.6634165,32.636896666666665,38.655496500000005,0.9974201116666667
2015-03-08,1,1.0,1,1,0.39616767,5.871646,,,,,5,5.0,5,5,0.98192227,36.387455,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,128,128.0,128,128,0.9978663,15.657282,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,2,2.0,2,2,0.21054311,28.026905,21.488180857142858,30.260785714285714,50.02085971428572,0.9968406385714286
2015-03-15,0,0.0,0,0,0.0,0.0,,,,,3,3.0,3,3,0.7618049,21.832472,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,148,148.0,148,148,0.9894426,18.103731,24.49137125,28.3618925,66.17467400000001,0.999243805,1,1.0,1,1,0.9571903,4.9178715,21.29412825,31.42000575,40.3772685,0.9981595624999999,3,3.0,3,3,0.30070317,42.04036,21.12530057142857,31.86962042857143,42.05684157142857,0.9958864242857143
2015-03-22,0,0.0,0,0,0.0,0.0,,,,,2,2.0,2,2,0.33101255,14.554981,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.9632679,20.165356,20.8842925,31.689751,38.73927725,0.9980079525,208,208.0,208,208,0.9999792,25.443083,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,4,4.0,4,4,0.55956155,56.05381,21.12530057142857,31.86962042857143,42.05684157142857,0.9958864242857143
2015-03-29,0,0.0,0,0,0.0,0.0,,,,,2,2.0,2,2,0.31203222,14.554981,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.8145292,20.165356,20.8842925,31.689751,38.73927725,0.9980079525,196,196.0,196,196,0.9784507,23.975212,24.49137125,28.3618925,66.17467400000001,0.999243805,0,0.0,0,0,0.0,0.0,21.29412825,31.42000575,40.3772685,0.9981595624999999,4,4.0,4,4,0.6152018,56.05381,21.12530057142857,31.86962042857143,42.05684157142857,0.9958864242857143
2015-04-05,4,4.0,4,4,0.99005896,23.486584,,,,,9,9.0,9,9,0.9739811,65.49741,18.83841,29.316193,49.32659,0.9980066,1,1.0,1,1,0.6177504,20.165356,20.8842925,31.689751,38.73927725,0.9980079525,247,247.0,247,247,0.99804926,30.213661,24.49137125,28.3618925,66.17467400000001,0.999243805,5,5.0,5,5,0.9895125,24.589357,21.84043875,32.489158,41.316820750000005,0.9961069124999999,8,8.0,8,8,0.8962728,112.10762,21.5578765,33.87400075,32.38210675,0.9955451399999999
2015-04-12,0,0.0,0,0,0.0,0.0,,,,,6,6.0,6,6,0.7499258,43.664944,18.83841,29.316193,49.32659,0.9980066,3,3.0,3,3,0.86735874,60.496067,20.8842925,31.689751,38.73927725,0.9980079525,293,293.0,293,293,0.99982965,35.840496,24.49137125,28.3618925,66.17467400000001,0.999243805,7,7.0,7,7,0.9775279,34.425102,22.31292285714286,31.448181142857145,49.313089142857145,0.9971291728571429,15,15.0,15,15,0.98584914,210.2018,22.32617185714286,32.42556785714286,43.148903714285716,0.9966590342857142
2015-04-19,0,0.0,0,0,0.0,0.0,,,,,5,5.0,5,5,0.38630638,36.387455,18.83841,29.316193,49.32659,0.9980066,4,4.0,4,4,0.86338043,80.66142,20.8842925,31.689751,38.73927725,0.9980079525,328,328.0,328,328,0.99967474,40.121784,24.49137125,28.3618925,66.17467400000001,0.999243805,5,5.0,5,5,0.64189845,24.589357,22.04394533333333,31.803761666666663,48.395361,0.9979209466666666,0,0.0,0,0,0.0,0.0,21.642415333333332,32.816142,41.73785766666666,0.9979076566666666
2015-04-26,0,0.0,0,0,0.0,0.0,,,,,9,9.0,9,9,0.7540031,65.49741,18.83841,29.316193,49.32659,0.9980066,2,2.0,2,2,0.3842408,40.33071,20.8842925,31.689751,38.73927725,0.9980079525,357,357.0,357,357,0.9972,43.669136,24.49137125,28.3618925,66.17467400000001,0.999243805,4,4.0,4,4,0.3129463,19.671486,22.04394533333333,31.803761666666663,48.395361,0.9979209466666666,1,1.0,1,1,0.0033818146,14.013453,21.642415333333332,32.816142,41.73785766666666,0.9979076566666666
2015-05-03,0,0.0,0,0,0.0,0.0,,,,,7,7.0,7,7,0.5561353,50.942436,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,370,370.0,370,370,0.9650842,45.25933,24.49137125,28.3618925,66.17467400000001,0.999243805,5,5.0,5,5,0.47446042,24.589357,22.04394533333333,31.803761666666663,48.395361,0.9979209466666666,5,5.0,5,5,0.55478805,70.06727,22.3309325,31.046387000000003,41.48241,0.99756268
2015-05-10,0,0.0,0,0,0.0,0.0,,,,,8,8.0,8,8,0.57401854,58.219925,18.83841,29.316193,49.32659,0.9980066,0,0.0,0,0,0.0,0.0,20.8842925,31.689751,38.73927725,0.9980079525,326,326.0,326,326,0.22162662,39.87714,24.49137125,28.3618925,66.17467400000001,0.999243805,7,7.0,7,7,0.74795663,34.425102,22.04394533333333,31.803761666666663,48.395361,0.9979209466666666,0,0.0,0,0,0.0,0.0,21.429264714285715,32.319627857142855,39.557564,0.9980040014285715
