,casos_2304202,casos_est_2304202,casos_est_min_2304202,casos_est_max_2304202,p_rt1_2304202,p_inc100k_2304202,temp_min_2304202,temp_max_2304202,umid_min_2304202,pressao_min_2304202,casos_2313708,casos_est_2313708,casos_est_min_2313708,casos_est_max_2313708,p_rt1_2313708,p_inc100k_2313708,temp_min_2313708,temp_max_2313708,umid_min_2313708,pressao_min_2313708,casos_2309805,casos_est_2309805,casos_est_min_2309805,casos_est_max_2309805,p_rt1_2309805,p_inc100k_2309805,temp_min_2309805,temp_max_2309805,umid_min_2309805,pressao_min_2309805,casos_2308401,casos_est_2308401,casos_est_min_2308401,casos_est_max_2308401,p_rt1_2308401,p_inc100k_2308401,temp_min_2308401,temp_max_2308401,umid_min_2308401,pressao_min_2308401,casos_2305100,casos_est_2305100,casos_est_min_2305100,casos_est_max_2305100,p_rt1_2305100,p_inc100k_2305100,temp_min_2305100,temp_max_2305100,umid_min_2305100,pressao_min_2305100,casos_2300101,casos_est_2300101,casos_est_min_2300101,casos_est_max_2300101,p_rt1_2300101,p_inc100k_2300101,temp_min_2300101,temp_max_2300101,umid_min_2300101,pressao_min_2300101,casos_2308500,casos_est_2308500,casos_est_min_2308500,casos_est_max_2308500,p_rt1_2308500,p_inc100k_2308500,temp_min_2308500,temp_max_2308500,umid_min_2308500,pressao_min_2308500,casos_2305654,casos_est_2305654,casos_est_min_2305654,casos_est_max_2305654,p_rt1_2305654,p_inc100k_2305654,temp_min_2305654,temp_max_2305654,umid_min_2305654,pressao_min_2305654,casos_2310506,casos_est_2310506,casos_est_min_2310506,casos_est_max_2310506,p_rt1_2310506,p_inc100k_2310506,temp_min_2310506,temp_max_2310506,umid_min_2310506,pressao_min_2310506,casos_2307304,casos_est_2307304,casos_est_min_2307304,casos_est_max_2307304,p_rt1_2307304,p_inc100k_2307304,temp_min_2307304,temp_max_2307304,umid_min_2307304,pressao_min_2307304,casos_2305704,casos_est_2305704,casos_est_min_2305704,casos_est_max_2305704,p_rt1_2305704,p_inc100k_2305704,temp_min_2305704,temp_max_2305704,umid_min_2305704,pressao_min_2305704,casos_2301901,casos_est_2301901,casos_est_min_2301901,casos_est_max_2301901,p_rt1_2301901,p_inc100k_2301901,temp_min_2301901,temp_max_2301901,umid_min_2301901,pressao_min_2301901
2010-01-03,3,3.0,3,3,0.0,2.2551134,22.333333333333332,30.333333333333332,49.666666666666664,1011.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,0,0.0,0,0,0.0,0.0,22.333333333333332,30.333333333333332,49.666666666666664,1011.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,1,1.0,1,1,0.0,8.436683,22.333333333333332,30.333333333333332,49.666666666666664,1011.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,0,0.0,0,0,0.0,0.0,23.333333333333332,28.333333333333332,66.33333333333333,1009.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,22.333333333333332,30.333333333333332,49.666666666666664,1011.0
2010-01-10,5,5.0,5,5,0.0,3.7585225,23.142857142857142,33.0,42.285714285714285,1010.2857142857143,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,0,0.0,0,0,0.0,0.0,23.142857142857142,33.0,42.285714285714285,1010.2857142857143,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,0,0.0,0,0,0.0,0.0,23.142857142857142,33.0,42.285714285714285,1010.2857142857143,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,0,0.0,0,0,0.0,0.0,24.714285714285715,29.714285714285715,59.57142857142857,1009.4285714285714,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,23.142857142857142,33.0,42.285714285714285,1010.2857142857143
2010-01-17,0,0.0,0,0,0.0,0.0,23.142857142857142,33.42857142857143,39.42857142857143,1011.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,0,0.0,0,0,0.0,0.0,23.142857142857142,33.42857142857143,39.42857142857143,1011.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,1,1.0,1,1,0.0,8.436683,23.142857142857142,33.42857142857143,39.42857142857143,1011.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,58.142857142857146,1010.7142857142857,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,23.142857142857142,33.42857142857143,39.42857142857143,1011.7142857142857
2010-01-24,3,3.0,3,3,0.0,2.2551134,23.571428571428573,34.142857142857146,34.714285714285715,1009.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,0,0.0,0,0,0.0,0.0,23.571428571428573,34.142857142857146,34.714285714285715,1009.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,2,2.0,2,2,0.0,16.873365,23.571428571428573,34.142857142857146,34.714285714285715,1009.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,0,0.0,0,0,0.0,0.0,24.714285714285715,30.857142857142858,54.142857142857146,1009.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,23.571428571428573,34.142857142857146,34.714285714285715,1009.8571428571429
2010-01-31,10,10.0,10,10,0.0,7.517045,24.428571428571427,35.142857142857146,31.142857142857142,1008.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,0,0.0,0,0,0.0,0.0,24.428571428571427,35.142857142857146,31.142857142857142,1008.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,1,1.0,1,1,0.0,8.436683,24.428571428571427,35.142857142857146,31.142857142857142,1008.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,0,0.0,0,0,0.0,0.0,24.714285714285715,30.571428571428573,61.42857142857143,1007.8571428571429,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,24.428571428571427,35.142857142857146,31.142857142857142,1008.8571428571429
2010-02-07,12,12.0,12,12,0.97242075,9.020453,24.428571428571427,35.0,33.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,1,1.0,1,1,0.9632679,2.8184893,24.428571428571427,35.0,33.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,1,1.0,1,1,0.39495254,8.436683,24.428571428571427,35.0,33.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.428571428571427,31.428571428571427,55.714285714285715,1008.7142857142857,,,,,,,,,,,,,,,,,,,,,1,1.0,1,1,0.9632679,1.6332397,24.428571428571427,35.0,33.714285714285715,1010.2857142857143
2010-02-14,21,21.0,21,21,0.9895094,15.785794,23.0,33.714285714285715,38.857142857142854,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,0,0.0,0,0,0.0,0.0,23.0,33.714285714285715,38.857142857142854,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,0,0.0,0,0,0.0,0.0,23.0,33.714285714285715,38.857142857142854,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,63.0,1007.5714285714286,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.0,23.0,33.714285714285715,38.857142857142854,1008.8571428571429
2010-02-21,30,30.0,30,30,0.9928825,22.551134,24.857142857142858,36.285714285714285,30.428571428571427,1009.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,1,1.0,1,1,0.730556,2.8184893,24.857142857142858,36.285714285714285,30.428571428571427,1009.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,1,1.0,1,1,0.5714427,8.436683,24.857142857142858,36.285714285714285,30.428571428571427,1009.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,0,0.0,0,0,0.5,0.0,25.0,30.857142857142858,59.857142857142854,1009.0,,,,,,,,,,,,,,,,,,,,,1,1.0,1,1,0.730556,1.6332397,24.857142857142858,36.285714285714285,30.428571428571427,1009.5714285714286
2010-02-28,60,60.0,60,60,0.99998945,45.10227,24.428571428571427,34.0,41.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,0,0.0,0,0,0.0,0.0,24.428571428571427,34.0,41.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,0,0.0,0,0,0.0,0.0,24.428571428571427,34.0,41.42857142857143,1009.1428571428571,1,1.0,1,1,0.9632679,2.2800858,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,57.142857142857146,1008.7142857142857,,,,,,,,,,,,,,,,,,,,,1,1.0,1,1,0.6887573,1.6332397,24.428571428571427,34.0,41.42857142857143,1009.1428571428571
2010-03-07,72,72.0,72,72,0.9997625,54.122723,24.285714285714285,34.42857142857143,42.857142857142854,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,1,1.0,1,1,0.70372117,2.8184893,24.285714285714285,34.42857142857143,42.857142857142854,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.0,0.0,24.285714285714285,34.42857142857143,42.857142857142854,1009.1428571428571,2,2.0,2,2,0.921898,4.5601716,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,31.285714285714285,55.714285714285715,1008.7142857142857,,,,,,,,,,,,,,,,,,,,,3,3.0,3,3,0.8985234,4.899719,24.285714285714285,34.42857142857143,42.857142857142854,1009.1428571428571
2010-03-14,79,79.0,79,79,0.98515946,59.384655,24.285714285714285,35.857142857142854,33.285714285714285,1009.1428571428571,0,0.0,0,0,0.5,0.0,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,0,0.0,0,0,0.5,0.0,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,0,0.0,0,0,0.0,0.0,24.285714285714285,35.857142857142854,33.285714285714285,1009.1428571428571,0,0.0,0,0,0.5,0.0,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,3,3.0,3,3,0.96147424,25.310047,24.285714285714285,35.857142857142854,33.285714285714285,1009.1428571428571,2,2.0,2,2,0.75246555,4.5601716,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,0,0.0,0,0,0.5,0.0,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,0,0.0,0,0,0.5,0.0,26.428571428571427,31.285714285714285,54.57142857142857,1008.8571428571429,,,,,,,,,,,,,,,,,,,,,3,3.0,3,3,0.7781135,4.899719,24.285714285714285,35.857142857142854,33.285714285714285,1009.1428571428571
2010-03-21,67,67.0,67,67,0.4762359,50.3642,24.714285714285715,34.142857142857146,39.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,0,0.0,0,0,0.0,0.0,24.714285714285715,34.142857142857146,39.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,2,2.0,2,2,0.7802782,16.873365,24.714285714285715,34.142857142857146,39.714285714285715,1010.4285714285714,0,0.0,0,0,0.0,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,0,0.0,0,0,0.5,0.0,25.142857142857142,30.571428571428573,57.714285714285715,866.7142857142857,,,,,,,,,,,,,,,,,,,,,2,2.0,2,2,0.43121806,3.2664795,24.714285714285715,34.142857142857146,39.714285714285715,1010.4285714285714
2010-03-28,59,59.0,59,59,0.13215843,44.350563,23.571428571428573,33.57142857142857,41.714285714285715,1009.8571428571429,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,0,0.0,0,0,0.0,0.0,23.571428571428573,33.57142857142857,41.714285714285715,1009.8571428571429,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,1,1.0,1,1,0.29953727,8.436683,23.571428571428573,33.57142857142857,41.714285714285715,1009.8571428571429,1,1.0,1,1,0.3816156,2.2800858,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,0,0.0,0,0,0.5,0.0,23.571428571428573,29.857142857142858,64.71428571428571,1008.0,,,,,,,,,,,,,,,,,,,,,4,4.0,4,4,0.7073808,6.532959,23.571428571428573,33.57142857142857,41.714285714285715,1009.8571428571429
2010-04-04,55,55.0,55,55,0.13296574,41.343746,25.285714285714285,35.0,38.57142857142857,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,1,1.0,1,1,0.92779905,2.8184893,25.285714285714285,35.0,38.57142857142857,1008.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,0,0.0,0,0,0.0,0.0,25.285714285714285,35.0,38.57142857142857,1008.8571428571429,1,1.0,1,1,0.5387482,2.2800858,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,0,0.0,0,0,0.5,0.0,24.571428571428573,30.714285714285715,62.714285714285715,1007.8571428571429,,,,,,,,,,,,,,,,,,,,,7,7.0,7,7,0.9076425,11.432678,25.285714285714285,35.0,38.57142857142857,1008.8571428571429
2010-04-11,47,47.0,47,47,0.10019615,35.330112,23.285714285714285,30.142857142857142,59.285714285714285,1009.5714285714286,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.0,0.0,23.285714285714285,30.142857142857142,59.285714285714285,1009.5714285714286,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.0,0.0,23.285714285714285,30.142857142857142,59.285714285714285,1009.5714285714286,0,0.0,0,0,0.0,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,0,0.0,0,0,0.5,0.0,25.0,31.0,61.142857142857146,1007.7142857142857,,,,,,,,,,,,,,,,,,,,,6,6.0,6,6,0.7132619,9.799438,23.285714285714285,30.142857142857142,59.285714285714285,1009.5714285714286
