,casos_2312403,casos_est_2312403,casos_est_min_2312403,casos_est_max_2312403,p_rt1_2312403,p_inc100k_2312403,temp_min_2312403,temp_max_2312403,umid_min_2312403,pressao_min_2312403,casos_2303709,casos_est_2303709,casos_est_min_2303709,casos_est_max_2303709,p_rt1_2303709,p_inc100k_2303709,temp_min_2303709,temp_max_2303709,umid_min_2303709,pressao_min_2303709
2013-03-03,0,0.0,0,0,0.5,0.0,26.571428571428573,31.428571428571427,46.42857142857143,1008.2857142857143,0,0.0,0,0,0.0,0.0,26.571428571428573,31.428571428571427,46.42857142857143,1008.2857142857143
2013-03-10,0,0.0,0,0,0.5,0.0,26.428571428571427,31.428571428571427,49.285714285714285,1009.7142857142857,0,0.0,0,0,0.0,0.0,26.428571428571427,31.428571428571427,49.285714285714285,1009.7142857142857
2013-03-17,0,0.0,0,0,0.5,0.0,26.571428571428573,31.0,52.142857142857146,1008.0,0,0.0,0,0,0.0,0.0,26.571428571428573,31.0,52.142857142857146,1008.0
2013-03-24,0,0.0,0,0,0.5,0.0,25.714285714285715,30.428571428571427,54.42857142857143,1008.1428571428571,0,0.0,0,0,0.0,0.0,25.714285714285715,30.428571428571427,54.42857142857143,1008.1428571428571
2013-03-31,0,0.0,0,0,0.5,0.0,25.857142857142858,31.0,51.0,1009.8571428571429,0,0.0,0,0,0.0,0.0,25.857142857142858,31.0,51.0,1009.8571428571429
2013-04-07,0,0.0,0,0,0.5,0.0,24.857142857142858,30.571428571428573,51.714285714285715,1010.2857142857143,0,0.0,0,0,0.0,0.0,24.857142857142858,30.571428571428573,51.714285714285715,1010.2857142857143
2013-04-14,0,0.0,0,0,0.5,0.0,25.714285714285715,30.857142857142858,52.857142857142854,1008.7142857142857,0,0.0,0,0,0.0,0.0,25.714285714285715,30.857142857142858,52.857142857142854,1008.7142857142857
2013-04-21,0,0.0,0,0,0.5,0.0,25.285714285714285,30.857142857142858,51.42857142857143,878.8571428571429,0,0.0,0,0,0.5,0.0,25.285714285714285,30.857142857142858,51.42857142857143,878.8571428571429
2013-04-28,0,0.0,0,0,0.5,0.0,24.285714285714285,29.714285714285715,56.57142857142857,1009.0,0,0.0,0,0,0.5,0.0,24.285714285714285,29.714285714285715,56.57142857142857,1009.0
2013-05-05,0,0.0,0,0,0.5,0.0,24.714285714285715,30.0,50.714285714285715,879.5714285714286,0,0.0,0,0,0.5,0.0,24.714285714285715,30.0,50.714285714285715,879.5714285714286
2013-05-12,0,0.0,0,0,0.5,0.0,25.142857142857142,30.857142857142858,49.285714285714285,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.142857142857142,30.857142857142858,49.285714285714285,1010.4285714285714
2013-05-19,0,0.0,0,0,0.5,0.0,24.714285714285715,29.571428571428573,57.142857142857146,880.1428571428571,0,0.0,0,0,0.5,0.0,24.714285714285715,29.571428571428573,57.142857142857146,880.1428571428571
