,casos_3304557,casos_est_3304557,casos_est_min_3304557,casos_est_max_3304557,p_rt1_3304557,p_inc100k_3304557,temp_min_3304557,temp_max_3304557,umid_min_3304557,pressao_min_3304557,casos_3305554,casos_est_3305554,casos_est_min_3305554,casos_est_max_3305554,p_rt1_3305554,p_inc100k_3305554,temp_min_3305554,temp_max_3305554,umid_min_3305554,pressao_min_3305554,casos_3304151,casos_est_3304151,casos_est_min_3304151,casos_est_max_3304151,p_rt1_3304151,p_inc100k_3304151,temp_min_3304151,temp_max_3304151,umid_min_3304151,pressao_min_3304151,casos_3304144,casos_est_3304144,casos_est_min_3304144,casos_est_max_3304144,p_rt1_3304144,p_inc100k_3304144,temp_min_3304144,temp_max_3304144,umid_min_3304144,pressao_min_3304144,casos_3302858,casos_est_3302858,casos_est_min_3302858,casos_est_max_3302858,p_rt1_3302858,p_inc100k_3302858,temp_min_3302858,temp_max_3302858,umid_min_3302858,pressao_min_3302858,casos_3302270,casos_est_3302270,casos_est_min_3302270,casos_est_max_3302270,p_rt1_3302270,p_inc100k_3302270,temp_min_3302270,temp_max_3302270,umid_min_3302270,pressao_min_3302270,casos_3303203,casos_est_3303203,casos_est_min_3303203,casos_est_max_3303203,p_rt1_3303203,p_inc100k_3303203,temp_min_3303203,temp_max_3303203,umid_min_3303203,pressao_min_3303203
2014-10-19,61,61.0,61,61.0,0.17118497,0.90399635,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,1,1.0,1,1,0.701562,0.9474362,19.5263525,22.7520445,89.58783,1.00224285,1,1.0,1,1,0.59500396,0.6146546,16.987549,23.60086,53.4604,1.0027828
2014-10-26,47,47.0,47,47.0,0.048287217,0.69652176,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.65297234,0.5663508,16.987549,23.60086,53.4604,1.0027828,1,1.0,1,1,0.686581,0.9474362,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-11-02,49,49.0,49,49.0,0.19320016,0.726161,,,,,1,1.0,1,1,0.893719,1.2034853,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.96317756,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,2,2.0,2,2,0.80327255,1.8948724,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-11-09,53,53.0,53,53.0,0.5391272,0.78543943,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-11-16,42,42.0,42,42.0,0.21240816,0.6224237,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-11-23,46,46.0,46,46.0,0.39951703,0.68170214,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-11-30,44,44.0,44,44.0,0.4182389,0.65206295,,,,,1,1.0,1,1,0.9278851,1.2034853,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.9278851,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-12-07,38,38.0,38,38.0,0.24256788,0.5631453,,,,,3,3.0,3,3,0.96149045,3.610456,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-12-14,32,32.0,32,32.0,0.11829537,0.47422758,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-12-21,24,24.0,24,24.0,0.040662486,0.3556707,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2014-12-28,8,8.0,8,8.0,6.465803e-05,0.118556894,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828,0,0.0,0,0,0.0,0.0,19.5263525,22.7520445,89.58783,1.00224285,0,0.0,0,0,0.0,0.0,16.987549,23.60086,53.4604,1.0027828
2015-01-04,55,55.0,55,55.0,0.9997565,0.8150787,,,,,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9632679,3.9799411,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.841420333333332,31.593241333333335,61.28373666666666,0.9982028333333334,0,0.0,0,0,0.0,0.0,24.35514333333333,32.284230666666666,56.78705766666667,0.9988433666666667,0,0.0,0,0,0.0,0.0,25.841420333333332,31.593241333333335,61.28373666666666,0.9982028333333334
2015-01-11,43,43.0,43,43.0,0.9770706,0.63724333,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,24.937674428571427,32.76289157142857,50.62359685714286,0.9991162457142856,0,0.0,0,0,0.0,0.0,22.910335,32.92844528571429,47.01532314285714,0.9995997057142858,0,0.0,0,0,0.0,0.0,24.937674428571427,32.76289157142857,50.62359685714286,0.9991162457142856
2015-01-18,54,54.0,54,54.0,0.94594735,0.80025905,,,,,2,2.0,2,2,0.9778963,2.4069705,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.9632679,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-01-25,46,46.0,46,46.0,0.47687182,0.68170214,,,,,1,1.0,1,1,0.68875515,1.2034853,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-02-01,75,75.0,75,75.0,0.9873793,1.1114709,,,,,0,0.0,0,0,0.0,0.0,,,,,1,1.0,1,1,0.9278851,3.9799411,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-02-08,52,52.0,52,52.0,0.38767338,0.7706198,,,,,0,0.0,0,0,0.0,0.0,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,2,2.0,2,2,0.9779825,1.3215714,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-02-15,75,75.0,75,75.0,0.88947254,1.1114709,,,,,2,2.0,2,2,0.89472234,2.4069705,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.6887573,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.9278851,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,1,1.0,1,1,0.9632679,0.6146546,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-02-22,101,101.0,101,101.0,0.9973892,1.4967808,,,,,2,2.0,2,2,0.84312195,2.4069705,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.46851066,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.921898,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-03-01,146,146.0,146,146.0,0.99999666,2.1636634,,,,,4,4.0,4,4,0.8808064,4.813941,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.44170484,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,1,1.0,1,1,0.52236325,0.6146546,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-03-08,209,209.0,209,209.0,1.0,3.0972989,,,,,9,9.0,9,9,0.9747079,10.8313675,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,2,2.0,2,2,0.72340935,1.3215714,17.395264,24.173492,51.540386,1.0028526,3,3.0,3,3,0.9872154,1.6990525,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-03-15,270,270.0,270,270.0,1.0,4.001295,,,,,9,9.0,9,9,0.8767954,10.8313675,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.42287403,0.6607857,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.58240587,0.5663508,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,1,1.0,1,1,0.50317574,0.6146546,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-03-22,305,305.0,305,305.0,0.99999416,4.519982,,,,,3,3.0,3,3,0.089193664,3.610456,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.9546736,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-03-29,428,428.0,428,428.0,1.0,6.342794,,,,,16,16.0,16,16,0.96291316,19.255764,,,,,2,2.0,2,2,0.9779825,7.9598823,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.5015848,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.6092284,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-04-05,701,701.0,701,701.0,1.0,10.388548,,,,,8,8.0,8,8,0.48148963,9.627882,,,,,3,3.0,3,3,0.9304139,11.939823,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.6370676,0.6607857,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.88078886,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.97798216,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,5,5.0,5,5,0.8242942,3.073273,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-04-12,865,865.0,865,865.0,1.0,12.818964,,,,,8,8.0,8,8,0.3142846,9.627882,,,,,2,2.0,2,2,0.58596957,7.9598823,17.584167,24.596527,51.314163,1.003253,3,3.0,3,3,0.8970857,1.982357,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.8419391,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.8598159,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.616883,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-04-19,1016,1016.0,1016,1016.0,1.0,15.0567255,,,,,21,21.0,21,21,0.9744915,25.273191,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,3,3.0,3,3,0.77806205,1.982357,17.395264,24.173492,51.540386,1.0028526,4,4.0,4,4,0.88078946,2.2654033,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.64680177,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,5,5.0,5,5,0.64552844,3.073273,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-04-26,1294,1294.0,1294,1294.0,1.0,19.176579,,,,,22,22.0,22,22,0.9548485,26.476677,,,,,3,3.0,3,3,0.7277694,11.939823,17.584167,24.596527,51.314163,1.003253,2,2.0,2,2,0.43121746,1.3215714,17.395264,24.173492,51.540386,1.0028526,3,3.0,3,3,0.60782224,1.6990525,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.52850217,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,5,5.0,5,5,0.57955074,3.073273,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-05-03,1341,1341.0,1341,1341.0,1.0,19.8731,,,,,23,23.0,23,23,0.8145506,27.680162,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.17445228,0.6607857,17.395264,24.173492,51.540386,1.0028526,8,8.0,8,8,0.92775375,4.5308065,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.504059,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,3,3.0,3,3,0.2672944,1.8439637,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-05-10,1575,1575.0,1575,1575.0,1.0,23.340889,,,,,16,16.0,16,16,0.21338229,19.255764,,,,,9,9.0,9,9,0.9918167,35.81947,17.584167,24.596527,51.314163,1.003253,4,4.0,4,4,0.79045504,2.6431427,17.395264,24.173492,51.540386,1.0028526,7,7.0,7,7,0.76893413,3.9644558,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.26123062,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,5,5.0,5,5,0.5757517,3.073273,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-05-17,1557,1557.0,1557,1557.0,0.9996859,23.074137,,,,,10,10.0,10,10,0.029841704,12.034853,,,,,4,4.0,4,4,0.6355692,15.9197645,17.584167,24.596527,51.314163,1.003253,5,5.0,5,5,0.8592156,3.3039284,17.395264,24.173492,51.540386,1.0028526,6,6.0,6,6,0.48102587,3.398105,25.812561000000002,32.9601215,49.67086175,0.9981630925,3,3.0,3,3,0.7259898,2.8423088,23.6009825,33.34348225,43.80664025,0.998574375,5,5.0,5,5,0.61233723,3.073273,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-05-24,1209,1209.0,1209,1209.0,2.390077e-07,17.91691,,,,,9,9.0,9,9,0.07241996,10.8313675,,,,,3,3.0,3,3,0.23836827,11.939823,17.584167,24.596527,51.314163,1.003253,2,2.0,2,2,0.27216098,1.3215714,17.395264,24.173492,51.540386,1.0028526,10,10.0,10,10,0.7809578,5.6635084,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,21,21.0,21,21,0.9993355,12.907746,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-05-31,1035,1035.0,1035,1035.0,8.881784e-16,15.338299,,,,,5,5.0,5,5,0.044763297,6.0174265,,,,,3,3.0,3,3,0.26050347,11.939823,17.584167,24.596527,51.314163,1.003253,5,5.0,5,5,0.6674432,3.3039284,17.395264,24.173492,51.540386,1.0028526,6,6.0,6,6,0.3586793,3.398105,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.57813674,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,18,18.0,18,18,0.9528903,11.063783,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-06-07,915,915.0,915,915.0,2.6589841e-13,13.559945,,,,,6,6.0,6,6,0.24797928,7.220912,,,,,0,0.0,0,0,0.0,0.0,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,3,3.0,3,3,0.071356714,1.6990525,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.6490819,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,7,7.0,7,7,0.04572012,4.3025823,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-06-14,907,907.0,907,907.0,0.00015611542,13.441388,,,,,8,8.0,8,8,0.63966024,9.627882,,,,,2,2.0,2,2,0.4392913,7.9598823,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.14156505,0.6607857,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.062382963,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.6045644,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.004994504,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-06-21,553,553.0,553,553.0,0.0,8.195246,,,,,2,2.0,2,2,0.056420937,2.4069705,,,,,4,4.0,4,4,0.86735326,15.9197645,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.20733325,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,4,4.0,4,4,0.8132082,3.7897449,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.05847276,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-06-28,440,440.0,440,440.0,0.0,6.5206294,,,,,4,4.0,4,4,0.2884908,4.813941,,,,,2,2.0,2,2,0.48909986,7.9598823,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.18546169,0.5663508,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.18788414,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.086123265,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-07-05,433,433.0,433,433.0,1.866189e-09,6.416892,,,,,8,8.0,8,8,0.850445,9.627882,,,,,1,1.0,1,1,0.16139345,3.9799411,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.801961,0.6607857,17.395264,24.173492,51.540386,1.0028526,3,3.0,3,3,0.71178544,1.6990525,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-07-12,316,316.0,316,316.0,1.143112e-09,4.682997,,,,,2,2.0,2,2,0.13735782,2.4069705,,,,,2,2.0,2,2,0.4520451,7.9598823,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-07-19,301,301.0,301,301.0,3.8118273e-05,4.4607034,,,,,3,3.0,3,3,0.23157115,3.610456,,,,,5,5.0,5,5,0.90412956,19.899706,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.7283115,0.6607857,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.57810277,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.6968597,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.943756,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-07-26,251,251.0,251,251.0,7.0566166e-05,3.7197225,,,,,0,0.0,0,0,0.0,0.0,,,,,5,5.0,5,5,0.8183006,19.899706,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.6886934,0.6607857,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.39860412,0.5663508,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.6958785,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-08-02,246,246.0,246,246.0,0.015801273,3.6456246,,,,,0,0.0,0,0,0.0,0.0,,,,,4,4.0,4,4,0.50478786,15.9197645,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.59505856,0.6607857,17.395264,24.173492,51.540386,1.0028526,2,2.0,2,2,0.66631866,1.1327016,25.812561000000002,32.9601215,49.67086175,0.9981630925,3,3.0,3,3,0.9415056,2.8423088,23.6009825,33.34348225,43.80664025,0.998574375,3,3.0,3,3,0.6386739,1.8439637,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-08-09,284,284.0,284,284.0,0.7675013,4.20877,,,,,2,2.0,2,2,0.7559754,2.4069705,,,,,6,6.0,6,6,0.67185044,23.879646,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.5207611,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,2,2.0,2,2,0.729537,1.8948724,23.6009825,33.34348225,43.80664025,0.998574375,4,4.0,4,4,0.7030943,2.4586184,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-08-16,170,170.0,170,170.0,1.9079383e-05,2.519334,,,,,2,2.0,2,2,0.8138505,2.4069705,,,,,4,4.0,4,4,0.39472678,15.9197645,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.50312907,0.6607857,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.43460265,0.5663508,25.812561000000002,32.9601215,49.67086175,0.9981630925,1,1.0,1,1,0.28942236,0.9474362,23.6009825,33.34348225,43.80664025,0.998574375,3,3.0,3,3,0.4953664,1.8439637,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-08-23,179,179.0,179,179.0,0.0017373888,2.6527104,,,,,0,0.0,0,0,0.0,0.0,,,,,8,8.0,8,8,0.80130064,31.839529,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,1,1.0,1,1,0.557575,0.5663508,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.2716092,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-08-30,141,141.0,141,141.0,0.0004806974,2.0895653,,,,,0,0.0,0,0,0.0,0.0,,,,,16,16.0,16,16,0.9858306,63.679058,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,2,2.0,2,2,0.32376045,1.2293092,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-09-06,133,133.0,133,133.0,0.015874319,1.9710084,,,,,0,0.0,0,0,0.0,0.0,,,,,11,11.0,11,11,0.679034,43.77935,17.584167,24.596527,51.314163,1.003253,0,0.0,0,0,0.0,0.0,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,1,1.0,1,1,0.20429671,0.6146546,25.812561000000002,32.9601215,49.67086175,0.9981630925
2015-09-13,103,103.0,103,103.0,0.0022560994,1.52642,,,,,2,2.0,2,2,0.95188946,2.4069705,,,,,2,2.0,2,2,0.0025864304,7.9598823,17.584167,24.596527,51.314163,1.003253,1,1.0,1,1,0.9249523,0.6607857,17.395264,24.173492,51.540386,1.0028526,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925,0,0.0,0,0,0.0,0.0,23.6009825,33.34348225,43.80664025,0.998574375,0,0.0,0,0,0.0,0.0,25.812561000000002,32.9601215,49.67086175,0.9981630925
