data_iniSE,casos_3302601,casos_3302700,casos_3303401,casos_3303500,casos_3303609,casos_3303807,casos_3303906,casos_3304003,casos_3304102,casos_3304755,casos_3304805,casos_3303856,casos_3300456,casos_3301157,casos_3300100,casos_3300159,casos_3300209,casos_3300225,casos_3300233,casos_3300258,casos_3300308,casos_3302304,casos_3302403,casos_3300506,casos_3300902,casos_3300936,casos_3300951,casos_3303203,casos_3301207,casos_3301504,casos_3301603,casos_3301801,casos_3302452,casos_3301850,casos_3301876,casos_3302056,casos_3302254,casos_3303708,casos_3302270,casos_3302502,casos_3302809,casos_3302858,casos_3303005,casos_3303955,casos_3304110,casos_3304144,casos_3304151,casos_3304904,casos_3305000,casos_3305109,casos_3305133,casos_3305208,casos_3305505,casos_3305554,casos_3305752,casos_3306008,casos_3306305,casos_3304607,casos_3304706,casos_3300407,casos_3300605,casos_3300704,casos_3300803,casos_3301009,casos_3301108,casos_3301306,casos_3301405,casos_3301702,casos_3302908,casos_3301900,casos_3302007,casos_3302106,casos_3302205,casos_3303104,casos_3303302,casos_3304128,casos_3304201,casos_3304300,casos_3304409,casos_3304508,casos_3304524,casos_3304557,casos_3305158,casos_3305307,casos_3305406,casos_3305604,casos_3305703,casos_3305802,casos_3305901,casos_3306107,casos_3306156,casos_3306206
2013-09-22,0,0,1,6,0,1,0,0,0,8,0,0,8,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,13,0,30,0,0,2,0,1,0,0,0,1,0,1,2,0,7,0,0,0,6,0,5,0,0,18,0,9,0,1,1,0,0,0,73,0,0,0,0,0,1,0,2,0,0
2013-09-29,0,0,0,2,0,1,1,0,0,6,0,0,4,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,4,0,9,0,2,6,0,2,0,1,0,1,0,0,3,0,9,0,0,0,17,0,8,1,0,12,0,4,0,1,0,0,0,0,60,0,0,0,0,0,1,0,2,0,0
2013-10-06,0,0,0,9,0,1,3,1,0,2,0,0,12,0,2,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,3,0,7,0,15,0,3,5,0,4,0,4,0,2,0,0,1,0,3,0,0,0,8,0,5,0,0,17,0,3,0,6,0,0,0,0,63,0,0,0,0,0,1,0,1,0,0
2013-10-13,1,0,0,13,0,0,0,2,0,3,0,0,14,0,5,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,11,1,15,0,0,11,3,3,1,2,0,1,1,5,1,0,3,0,1,0,3,0,4,0,0,13,0,3,0,5,1,0,0,1,58,0,0,0,0,0,2,0,2,1,0
2013-10-20,0,0,0,5,0,1,3,0,0,7,0,0,10,0,4,0,1,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,3,15,1,14,0,0,5,2,0,0,2,0,0,2,2,4,2,2,0,0,0,15,0,11,1,0,27,0,1,1,2,2,0,0,2,74,0,0,0,0,0,0,0,1,0,0
2013-10-27,0,0,1,9,0,0,1,1,0,4,0,0,15,0,7,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,10,0,16,0,1,6,2,0,0,1,0,0,0,1,3,1,7,0,0,0,7,1,11,3,0,16,0,5,0,2,2,0,3,2,78,0,0,0,0,0,1,0,3,1,0
2013-11-03,0,1,0,5,0,1,2,1,0,5,0,0,11,0,7,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,9,0,2,5,2,0,0,1,0,1,0,3,9,3,21,0,1,0,4,0,12,0,0,23,0,7,1,2,1,0,0,0,47,0,0,0,0,0,1,0,1,0,1
2013-11-10,1,1,0,7,0,1,0,0,0,16,1,1,3,1,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,9,1,0,4,0,1,0,1,0,3,0,2,6,4,31,2,0,0,1,0,15,0,0,16,0,3,0,5,3,0,1,2,74,0,0,0,0,0,0,0,7,1,0
2013-11-17,1,0,0,2,0,0,0,0,0,12,0,0,7,1,11,3,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,17,1,12,0,0,5,0,0,0,1,0,4,1,2,6,3,24,4,0,0,10,0,13,0,0,9,0,13,0,0,1,1,2,4,106,0,0,0,1,0,0,0,5,0,0
2013-11-24,0,0,0,6,0,0,0,2,0,11,0,0,3,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,10,1,0,0,0,1,0,21,0,12,0,1,1,0,0,1,2,0,2,2,0,3,0,23,0,4,0,15,0,6,0,2,17,0,19,0,0,1,0,0,5,110,0,0,0,1,0,1,0,2,0,0
2013-12-01,1,4,0,7,0,4,0,0,0,11,0,0,4,0,10,2,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,6,2,0,1,0,2,0,71,0,19,0,1,8,1,1,0,4,0,12,1,3,12,4,17,1,0,0,18,0,9,3,4,13,0,17,2,3,2,1,0,6,142,0,0,0,0,0,0,0,4,0,0
2013-12-08,1,7,0,16,6,0,1,2,0,5,0,0,3,0,12,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,1,2,0,60,0,12,0,2,10,2,0,1,7,0,17,0,3,12,3,18,0,2,0,6,0,8,0,4,13,0,12,0,2,1,1,0,3,117,0,0,1,0,0,0,0,5,0,0
2013-12-15,4,11,0,17,5,2,1,1,0,5,1,0,5,1,13,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,12,0,0,0,0,2,0,50,0,16,0,2,7,1,0,0,5,0,10,3,2,9,11,14,0,1,0,12,0,3,0,2,5,0,18,0,2,1,0,0,3,74,0,0,3,0,0,0,0,3,0,0
2013-12-22,0,13,0,9,7,0,1,0,1,7,0,0,2,1,17,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,44,0,14,0,9,2,0,0,0,2,0,5,0,0,12,5,16,0,0,0,5,0,4,1,1,10,0,10,0,0,1,1,0,0,85,0,0,0,0,0,0,0,1,0,1
2013-12-29,3,5,1,5,2,5,0,4,0,0,0,0,3,0,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,8,8,0,0,1,1,0,0,31,1,13,0,27,11,0,0,0,6,0,7,0,4,17,2,24,0,0,0,10,0,10,1,1,28,0,16,1,5,2,0,0,7,92,0,0,0,2,0,1,0,4,0,0
2014-01-05,5,13,0,15,11,6,6,5,0,2,3,3,7,0,20,1,4,0,1,2,0,0,4,0,3,0,0,1,0,1,0,0,0,0,0,4,1,0,3,4,9,1,1,1,0,0,0,48,0,32,2,41,11,2,2,0,12,0,15,2,12,10,11,63,0,3,0,28,0,12,0,5,33,1,37,1,9,4,0,0,10,156,0,0,0,0,0,1,0,6,0,0
2014-01-12,1,10,2,17,11,4,5,7,1,1,1,0,6,0,24,0,7,0,3,0,1,0,9,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,1,2,12,1,0,0,1,2,0,51,0,24,0,46,9,3,1,1,6,0,4,1,2,21,13,44,0,4,1,21,0,8,3,1,38,0,39,1,14,0,1,0,13,149,1,0,0,1,0,0,0,7,0,1
2014-01-19,4,12,1,16,9,3,4,2,1,3,1,0,0,0,14,0,1,0,1,0,1,0,7,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1,5,9,0,0,0,1,1,2,86,0,24,1,15,6,3,0,0,1,0,12,2,1,17,16,45,0,2,0,8,1,20,1,0,25,0,34,0,10,2,0,0,3,163,0,0,0,1,0,0,0,14,1,1
2014-01-26,2,22,1,6,7,3,3,3,1,3,1,0,6,1,11,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,5,3,5,0,0,0,2,0,70,0,29,1,6,8,0,0,0,4,0,1,1,3,7,0,46,0,6,0,17,1,19,1,0,7,1,36,0,13,1,1,0,6,124,0,0,0,0,0,0,0,4,0,3
2014-02-02,7,2,2,7,3,2,1,7,1,2,2,0,6,0,10,0,1,0,1,1,2,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,9,2,0,0,1,1,0,71,1,23,0,7,7,5,0,0,4,0,0,1,3,14,18,44,1,5,0,11,0,7,2,1,36,0,18,0,14,0,0,1,3,123,0,0,0,0,0,1,0,7,0,7
2014-02-09,2,17,2,9,8,3,4,6,2,2,0,1,2,0,22,0,3,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,5,1,0,0,1,0,0,57,0,33,0,6,6,1,0,0,6,0,2,1,1,18,6,39,0,4,0,14,0,19,6,1,17,0,16,0,20,2,0,0,10,123,0,0,1,0,0,1,0,9,0,0
2014-02-16,1,8,0,17,9,12,2,0,0,2,0,0,3,0,18,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,1,6,0,0,0,1,0,47,0,21,1,6,5,3,1,0,4,0,4,0,1,29,2,38,0,2,0,18,0,8,1,0,20,1,27,0,12,2,0,0,9,125,0,0,0,0,0,2,0,7,0,2
2014-02-23,2,0,0,9,3,2,3,10,0,4,0,0,2,1,22,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,4,1,0,1,0,0,0,40,0,14,0,2,8,1,0,0,4,0,0,2,1,15,0,23,0,5,0,17,0,9,3,0,17,0,16,1,12,0,0,0,9,71,0,0,0,0,0,1,0,9,0,0
2014-03-02,0,1,0,14,11,2,3,6,0,0,1,0,3,0,16,0,0,0,6,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,6,4,0,0,0,0,1,0,41,0,22,0,8,2,2,0,0,9,0,0,2,0,13,0,38,0,1,0,13,0,10,0,1,3,0,10,0,15,0,0,1,15,79,0,0,0,0,0,0,0,11,0,0
2014-03-09,0,6,0,27,8,2,3,5,0,0,0,0,4,0,12,0,0,0,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,5,0,55,1,32,0,10,4,1,1,0,14,0,0,2,0,8,3,37,0,2,0,12,0,14,3,0,3,0,8,0,17,2,0,0,12,92,2,0,0,0,0,0,0,13,0,1
2014-03-16,1,2,0,28,5,4,3,3,1,0,0,0,10,1,13,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3,0,1,0,53,0,45,0,9,12,0,0,2,4,0,0,2,1,9,0,30,1,4,0,27,0,12,2,1,1,0,8,0,13,2,2,0,15,95,0,0,0,0,0,0,0,13,0,0
2014-03-23,0,2,0,25,4,6,0,5,0,6,0,1,3,1,11,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,2,0,1,0,62,0,23,0,9,6,1,0,1,18,0,0,1,1,24,0,28,1,2,0,9,0,7,0,0,1,0,13,0,22,1,1,0,8,94,0,0,0,0,0,0,0,4,0,0
2014-03-30,0,0,0,27,9,2,1,11,0,16,0,0,5,0,10,0,4,0,0,1,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,4,1,2,0,44,0,16,0,17,8,0,0,1,19,0,0,2,0,16,0,32,1,8,1,14,0,2,3,0,1,1,8,0,24,0,0,0,5,92,0,0,0,0,0,1,0,11,0,4
2014-04-06,1,0,0,18,4,3,2,6,2,10,0,0,4,1,16,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,4,0,2,0,1,0,51,2,22,0,8,4,0,0,0,12,0,0,6,1,12,0,38,0,4,0,15,1,9,1,0,1,0,4,0,24,0,1,0,5,87,0,0,0,1,0,0,0,6,0,1
2014-04-13,1,1,0,11,2,1,0,10,0,3,0,0,6,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,1,1,1,0,1,0,26,0,14,0,1,0,0,0,0,33,0,0,6,0,0,0,28,0,0,0,9,0,3,2,0,0,1,3,0,23,0,1,0,6,75,0,0,0,0,0,2,0,1,0,2
2014-04-20,2,1,1,32,1,1,1,5,0,3,0,1,10,0,11,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,0,6,0,1,0,1,1,0,1,27,1,14,1,2,8,9,0,2,39,0,0,4,0,1,0,22,0,1,0,20,0,6,1,0,3,0,5,0,19,1,0,0,10,70,0,0,0,0,1,1,0,5,0,4
2014-04-27,0,0,1,22,2,0,3,6,1,6,0,0,5,0,13,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,2,2,2,1,0,3,0,1,0,20,0,7,0,7,4,2,0,0,54,0,0,9,0,1,1,18,0,4,0,12,0,5,3,0,1,0,9,0,23,0,0,0,0,87,0,0,0,1,0,0,0,6,0,13
2014-05-04,1,2,2,13,2,0,1,7,0,4,0,0,7,0,7,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,1,3,0,0,0,2,0,1,0,45,0,12,0,12,8,1,0,0,36,0,0,8,1,3,0,38,0,5,0,21,0,13,1,1,4,0,3,1,26,0,1,0,1,83,0,0,0,0,0,1,0,6,0,5
2014-05-11,2,0,2,23,8,0,1,7,0,5,0,1,3,0,11,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,8,0,0,0,2,0,1,1,29,1,19,0,0,9,5,1,1,22,0,0,12,0,14,0,40,0,5,0,11,0,10,1,0,2,0,7,0,40,3,0,2,2,89,0,0,0,0,0,0,0,5,0,4
2014-05-18,0,0,0,10,2,1,0,3,0,3,0,0,11,0,12,0,0,0,1,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,1,0,20,0,12,0,7,10,3,0,2,10,0,0,11,0,9,0,30,0,4,0,8,0,3,2,0,1,0,9,0,33,0,0,0,8,82,0,0,0,0,0,0,0,4,0,4
2014-05-25,4,2,2,13,0,0,2,6,1,2,0,1,4,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,1,0,0,0,14,1,6,0,1,11,4,0,0,13,0,0,9,0,8,0,20,0,2,0,12,0,8,1,0,0,0,1,0,31,0,0,0,5,54,0,0,0,0,0,0,0,5,0,2
2014-06-01,2,0,1,9,0,0,0,3,0,3,0,0,5,0,13,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,1,0,15,0,6,0,4,11,0,0,0,12,0,2,6,0,5,0,76,0,2,0,6,0,5,3,0,1,0,2,0,39,0,1,0,6,62,0,0,0,0,0,0,0,3,0,3
2014-06-08,1,0,0,6,0,0,0,3,0,0,0,0,6,0,10,0,1,0,2,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,17,0,5,0,5,3,3,0,0,9,0,3,6,3,1,0,44,0,4,0,5,0,9,0,0,2,0,1,1,51,0,0,0,4,49,0,0,0,1,0,0,0,0,0,0
2014-06-15,2,0,0,10,0,0,3,2,0,0,0,0,6,0,11,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,1,0,0,0,1,0,0,0,17,0,5,0,8,9,0,0,1,18,0,0,2,1,2,0,36,0,3,0,5,0,4,1,0,1,0,1,0,39,1,0,0,4,57,0,0,0,0,0,0,0,4,0,1
2014-06-22,0,0,0,17,0,1,1,7,0,3,0,0,5,0,6,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,15,0,4,0,5,2,9,0,0,5,0,1,2,1,1,0,50,0,4,0,7,1,5,1,0,4,4,3,0,28,0,0,0,2,45,1,0,0,0,0,0,0,3,0,2
2014-06-29,0,1,0,11,0,0,0,3,2,2,0,0,6,0,8,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,10,0,3,0,2,0,2,1,0,0,0,2,0,0,1,0,36,0,3,0,5,0,5,1,0,2,3,2,0,35,1,0,0,5,60,0,0,0,0,0,1,0,4,0,2
2014-07-06,1,0,0,9,0,0,0,5,0,1,0,0,4,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1,0,14,2,12,0,3,0,2,0,0,9,0,1,0,0,0,1,32,0,4,0,5,0,9,1,0,2,0,3,1,29,0,0,0,1,43,0,0,0,0,0,0,0,3,0,1
2014-07-13,2,0,0,14,0,0,0,4,0,0,0,0,7,0,12,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,8,1,12,0,6,0,2,0,1,13,0,2,2,0,1,0,35,0,0,0,7,0,9,3,0,2,0,1,1,38,0,0,0,2,45,0,0,0,0,0,1,0,7,0,2
2014-07-20,3,0,1,3,0,0,0,4,0,1,0,0,5,0,3,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,11,0,14,0,1,0,1,0,0,12,0,2,1,1,0,0,31,0,3,0,6,0,6,0,0,2,1,3,0,29,0,1,0,0,45,0,0,0,0,0,0,0,5,0,2
2014-07-27,1,0,0,5,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,7,1,12,0,3,0,0,0,0,8,0,1,4,1,0,0,23,0,1,0,6,0,3,0,0,0,0,5,1,17,0,0,0,12,58,0,0,0,0,0,1,0,4,0,0
2014-08-03,0,0,0,8,0,0,2,1,0,0,0,0,5,0,0,0,1,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,1,5,0,3,3,1,1,1,13,0,2,3,1,0,0,38,0,2,0,7,0,11,0,0,2,0,3,0,15,1,0,0,4,57,0,0,0,0,0,1,0,5,0,1
2014-08-10,1,0,0,4,0,0,1,3,0,0,2,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,1,15,0,10,0,4,1,0,0,1,8,0,0,4,1,0,0,38,0,0,0,3,0,11,4,0,4,0,4,0,33,2,0,1,4,53,0,0,0,0,0,0,0,5,0,0
2014-08-17,0,0,0,13,0,0,0,1,1,0,0,0,4,2,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,2,0,13,0,8,0,2,2,0,0,0,14,0,1,2,2,0,0,36,0,1,0,12,0,5,1,0,7,0,2,0,31,0,0,0,4,61,0,0,0,0,0,0,0,4,0,0
2014-08-24,0,0,0,9,0,0,0,2,0,0,0,2,4,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16,0,11,0,0,6,1,0,0,8,0,1,2,0,0,0,30,0,0,0,13,0,10,0,0,6,0,6,1,23,2,0,0,0,63,0,0,0,0,0,1,0,0,0,0
2014-08-31,0,0,1,19,0,0,0,1,0,0,1,0,6,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,12,0,6,0,0,5,1,0,0,0,0,2,2,1,0,0,34,0,0,0,2,0,11,3,0,6,0,7,0,13,0,0,0,3,76,0,0,0,0,0,0,0,5,0,0
2014-09-07,1,0,0,9,0,0,0,1,0,0,1,1,3,0,1,0,0,0,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,0,4,0,2,2,2,1,2,3,0,0,2,2,0,1,15,0,0,0,3,0,9,1,0,8,0,5,0,12,1,0,0,2,62,0,0,0,0,0,0,0,4,0,0
2014-09-14,0,0,2,9,1,0,0,3,0,0,2,0,4,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,1,0,6,0,3,0,5,1,0,1,0,8,0,3,8,0,0,1,29,0,6,0,3,0,3,0,0,3,0,7,0,12,1,0,0,8,67,0,0,0,0,0,0,0,3,0,0
2014-09-21,0,0,0,11,0,0,0,1,0,1,0,0,4,0,2,0,2,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,1,0,11,0,12,0,5,2,1,0,0,3,0,1,7,1,0,0,31,0,4,0,8,0,4,1,0,5,0,5,0,14,0,0,0,1,77,0,0,0,3,0,0,0,3,0,0
2014-09-28,1,0,0,14,0,0,0,0,0,1,0,0,4,0,5,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,5,0,3,0,0,0,0,0,9,0,2,0,1,5,0,0,0,3,0,2,2,1,0,0,19,0,0,0,8,0,4,6,0,10,1,10,0,12,1,0,0,2,89,0,0,0,1,0,2,0,7,0,0
2014-10-05,0,0,2,6,0,0,1,2,0,0,2,0,1,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,8,0,3,0,5,4,2,0,0,9,0,5,7,0,0,0,14,0,0,0,4,0,7,9,0,14,2,11,0,11,2,0,0,2,68,0,0,0,1,0,1,0,5,0,0
2014-10-12,0,0,1,7,0,0,2,1,0,0,1,0,6,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,9,0,1,0,3,3,0,0,0,6,0,6,2,0,0,0,18,0,0,0,6,0,7,3,0,12,1,8,0,3,1,0,0,3,64,0,0,0,0,0,4,0,6,0,0
2014-10-19,1,0,3,8,1,0,0,1,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,13,0,5,1,0,3,0,0,0,10,0,3,6,0,1,0,20,0,0,0,8,0,14,3,0,2,0,8,0,7,0,0,0,1,61,0,0,0,0,0,1,0,5,0,0
2014-10-26,1,2,2,6,0,0,2,2,0,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,0,0,6,0,3,0,0,1,0,0,0,9,0,10,4,2,0,0,18,0,2,0,7,0,5,3,0,3,0,6,0,6,0,0,0,0,47,0,0,0,1,0,0,0,7,0,1
2014-11-02,1,0,2,10,1,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,1,0,8,0,1,0,0,1,1,0,1,1,0,6,1,1,0,0,21,0,1,0,2,0,5,1,1,3,0,9,0,4,0,0,0,2,49,0,0,0,0,0,2,0,4,0,2
2014-11-09,2,1,0,5,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,7,0,0,0,6,0,5,3,2,0,0,27,0,0,0,1,0,6,0,0,7,0,4,0,2,0,0,0,4,53,0,0,0,0,0,0,0,1,0,2
2014-11-16,1,1,0,5,0,0,2,1,1,0,0,0,1,1,3,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,6,0,0,5,2,0,0,6,0,0,0,3,0,3,1,0,4,0,7,0,4,0,0,0,3,42,0,0,0,0,0,1,0,6,0,1
2014-11-23,0,0,0,5,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,2,3,1,0,0,12,0,1,0,6,0,1,1,0,3,0,0,0,18,0,0,0,2,46,0,0,1,0,0,2,0,3,0,1
2014-11-30,1,1,2,2,0,0,2,1,0,0,0,0,0,0,4,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,11,0,1,0,0,4,1,0,0,5,0,0,0,3,0,0,13,0,2,0,3,0,3,0,0,3,0,3,2,18,0,0,0,3,44,0,0,0,0,0,0,0,5,0,0
2014-12-07,1,0,0,4,0,1,1,2,0,0,0,1,3,0,5,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,0,7,0,0,1,3,0,0,5,0,0,0,7,0,6,0,0,2,0,2,0,41,0,0,0,0,38,0,0,0,0,0,1,0,3,0,0
2014-12-14,0,0,0,6,0,0,0,1,1,0,0,0,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,12,0,0,16,0,1,0,3,0,4,0,0,3,0,5,0,78,0,0,0,2,32,0,0,0,0,0,0,0,2,0,0
2014-12-21,0,0,0,3,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,4,0,0,3,0,1,0,4,0,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,2,0,75,0,0,0,1,24,0,0,0,0,0,0,0,1,0,1
2014-12-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,37,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
2015-01-04,0,0,1,4,0,3,0,2,0,0,0,0,0,0,9,0,2,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,1,0,1,39,0,0,0,0,4,0,0,0,15,0,6,1,2,5,0,29,0,0,0,4,0,3,2,0,5,0,5,1,401,0,0,0,0,55,0,0,0,0,0,1,0,9,0,0
2015-01-11,2,0,3,4,0,1,3,1,1,1,1,0,2,0,6,0,1,0,1,0,18,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,5,0,0,1,1,1,0,0,15,0,1,0,2,2,0,0,1,21,0,1,4,2,2,0,19,0,3,0,1,0,5,4,0,1,1,2,1,610,0,1,0,0,43,0,0,0,0,0,0,0,5,0,0
