data_iniSE,casos_3302601,casos_3302700,casos_3303401,casos_3303500,casos_3303609,casos_3303807,casos_3303906,casos_3304003,casos_3304102,casos_3304755,casos_3304805,casos_3303856,casos_3300456,casos_3301157,casos_3300100,casos_3300159,casos_3300209,casos_3300225,casos_3300233,casos_3300258,casos_3300308,casos_3302304,casos_3302403,casos_3300506,casos_3300902,casos_3300936,casos_3300951,casos_3303203,casos_3301207,casos_3301504,casos_3301603,casos_3301801,casos_3302452,casos_3301850,casos_3301876,casos_3302056,casos_3302254,casos_3303708,casos_3302270,casos_3302502,casos_3302809,casos_3302858,casos_3303005,casos_3303955,casos_3304110,casos_3304144,casos_3304151,casos_3304904,casos_3305000,casos_3305109,casos_3305133,casos_3305208,casos_3305505,casos_3305554,casos_3305752,casos_3306008,casos_3306305,casos_3304607,casos_3304706,casos_3300407,casos_3300605,casos_3300704,casos_3300803,casos_3301009,casos_3301108,casos_3301306,casos_3301405,casos_3301702,casos_3302908,casos_3301900,casos_3302007,casos_3302106,casos_3302205,casos_3303104,casos_3303302,casos_3304128,casos_3304201,casos_3304300,casos_3304409,casos_3304508,casos_3304524,casos_3304557,casos_3305158,casos_3305307,casos_3305406,casos_3305604,casos_3305703,casos_3305802,casos_3305901,casos_3306107,casos_3306156,casos_3306206
2011-01-30,23,52,15,205,7,4,14,3,0,6,6,0,77,2,46,2,27,0,8,0,2,0,8,0,8,0,0,114,0,3,0,0,0,43,10,8,3,1,10,193,2,72,0,3,1,16,12,103,2,130,0,8,9,134,1,0,33,0,84,3,139,93,1,129,19,14,1,265,1,80,31,15,33,0,75,0,9,9,0,0,28,1049,9,0,1,2,0,7,0,7,0,12
2011-02-06,30,151,23,285,12,5,24,2,1,9,8,1,130,0,94,0,57,0,2,3,5,0,18,2,10,0,1,170,1,6,0,2,0,51,13,12,0,1,7,308,1,116,0,2,0,32,10,236,2,216,1,6,14,120,1,1,61,0,83,6,164,102,8,139,27,13,0,382,4,127,39,18,44,1,122,0,7,11,1,0,34,1662,12,0,0,3,0,16,0,3,0,15
2011-02-13,58,124,24,322,14,4,30,4,0,4,10,1,150,5,122,1,70,0,3,1,1,0,13,2,4,0,0,257,1,7,1,1,0,33,11,13,0,0,19,250,1,133,2,3,2,35,29,243,1,196,0,7,15,102,6,2,98,0,107,13,214,132,4,152,47,16,0,452,1,198,35,10,39,0,174,1,6,14,2,0,72,2026,10,1,0,11,0,11,0,6,0,23
2011-02-20,43,133,21,229,10,5,17,2,1,8,18,2,114,0,167,0,97,0,3,3,5,0,19,4,2,0,0,243,2,20,0,4,2,68,8,1,1,1,30,203,3,140,1,2,1,23,39,132,4,151,0,8,19,57,8,4,142,0,104,14,203,120,14,149,64,13,2,386,2,330,22,12,31,2,155,1,14,27,0,1,53,2105,20,2,1,27,0,11,0,14,0,24
2011-02-27,64,123,33,197,3,5,22,5,1,17,15,0,90,1,175,0,95,0,14,3,6,0,15,7,2,0,0,170,2,25,1,1,1,63,32,7,1,3,30,126,1,167,0,2,0,32,32,186,9,171,0,26,22,33,2,7,149,1,57,27,226,158,15,135,39,20,0,329,1,113,28,13,19,1,129,0,26,18,1,1,55,1958,14,0,0,24,0,3,0,29,0,27
2011-03-06,54,124,46,155,5,9,30,6,3,6,17,3,85,1,181,1,82,2,4,2,7,0,21,6,0,0,0,63,4,26,0,2,8,79,24,2,1,3,18,87,3,127,2,3,0,19,42,239,5,115,1,26,36,17,3,9,138,0,73,58,114,214,22,197,41,43,0,358,3,104,15,9,18,3,162,1,29,13,2,4,72,2054,9,0,1,18,0,6,0,41,0,26
2011-03-13,38,153,70,295,9,7,46,7,7,12,25,6,134,1,236,0,94,2,13,1,15,0,30,7,0,1,0,166,7,41,0,5,9,65,27,6,5,7,24,73,2,166,1,7,2,74,49,293,7,178,2,20,39,41,3,21,191,0,102,54,89,233,12,281,78,66,3,525,0,156,40,8,45,2,266,1,32,22,0,1,130,3515,7,0,14,46,0,10,0,70,0,56
2011-03-20,52,253,84,368,18,6,53,13,2,3,41,14,213,1,252,1,101,2,18,10,32,0,50,13,2,2,1,190,21,61,3,9,18,38,41,9,10,8,26,44,48,203,5,9,5,83,58,407,5,214,1,25,36,52,6,22,205,0,113,61,90,277,12,451,97,49,3,822,3,230,53,9,49,1,400,5,68,27,0,3,127,5536,5,0,15,59,1,7,0,66,0,59
2011-03-27,35,209,114,403,40,5,56,12,5,9,51,3,241,5,255,2,131,1,36,16,42,0,73,7,5,2,1,137,40,100,3,16,32,44,33,4,10,24,29,54,21,169,2,13,1,78,72,539,16,301,4,37,55,62,11,21,230,1,68,52,52,365,25,486,61,51,7,1083,4,228,88,12,71,0,533,2,79,13,3,2,115,6160,1,0,18,79,0,11,1,66,0,119
2011-04-03,47,223,146,539,66,5,46,15,3,5,41,10,315,6,331,0,174,2,48,3,45,0,68,31,8,3,2,248,41,285,3,10,53,35,112,8,15,21,36,39,32,177,0,17,3,51,55,671,7,324,6,73,67,57,17,20,264,1,65,59,41,371,27,504,58,31,15,1002,5,229,76,9,59,1,564,2,102,22,5,2,161,7457,2,0,26,102,0,5,0,126,0,146
2011-04-10,33,132,133,462,144,7,58,26,5,15,83,17,336,3,356,4,184,8,62,6,50,0,56,23,7,1,1,117,30,176,0,13,63,11,47,2,18,19,24,23,47,165,2,29,2,33,32,570,9,326,1,34,106,45,10,20,384,0,62,83,46,441,33,391,67,35,14,1045,4,336,94,15,48,0,584,1,94,18,4,3,341,6303,1,0,28,76,0,6,0,98,0,95
2011-04-17,23,144,155,338,40,5,47,13,3,10,44,8,260,0,296,3,154,9,17,12,68,0,29,16,2,0,3,117,33,132,0,2,61,5,27,3,15,35,22,17,36,160,3,26,4,35,20,562,2,233,0,30,59,35,11,36,380,2,42,118,19,384,17,343,36,32,8,999,3,336,86,6,46,0,613,1,97,12,3,9,510,5379,3,3,13,57,0,4,0,107,0,42
2011-04-24,41,99,143,278,64,7,40,21,13,17,66,9,250,7,360,2,151,10,16,14,52,0,35,16,1,3,1,69,29,139,3,4,72,3,23,3,24,39,29,20,29,73,0,38,5,19,14,451,2,249,1,45,98,45,7,48,480,0,16,135,3,379,10,424,34,20,14,967,3,382,63,9,59,2,688,7,103,18,1,7,433,5953,0,0,18,25,1,4,1,230,0,27
2011-05-01,27,93,124,266,41,7,42,26,5,11,78,5,218,2,368,1,116,10,49,13,69,0,63,32,2,5,0,43,21,103,5,2,45,4,60,0,21,56,21,38,24,87,0,54,7,19,22,554,4,227,1,26,77,49,21,45,591,0,15,198,14,310,3,453,48,27,2,659,1,364,61,16,30,0,593,6,143,23,2,10,371,4862,0,3,12,25,1,0,0,311,0,18
2011-05-08,22,76,114,182,52,1,14,10,4,13,61,5,154,3,403,2,111,14,33,18,57,1,89,9,4,5,0,25,38,75,0,5,51,0,99,3,32,52,29,26,21,38,0,48,7,10,13,492,9,161,0,48,125,48,21,53,592,3,20,185,1,347,9,529,23,20,4,522,3,390,50,12,53,0,471,2,101,19,0,18,336,4472,0,0,9,20,0,4,0,248,0,30
2011-05-15,13,52,75,221,50,2,21,7,1,11,23,0,142,3,366,0,122,8,49,8,50,0,48,5,5,3,1,17,27,29,0,0,25,0,66,6,25,35,35,46,16,31,1,47,3,15,12,366,8,145,1,36,83,29,15,30,689,1,11,155,0,337,5,469,11,15,2,449,2,411,41,7,42,2,298,4,165,28,2,7,215,3566,0,1,3,17,0,4,0,109,0,28
2011-05-22,13,46,40,126,15,3,8,12,1,19,9,0,100,1,268,3,92,2,45,8,43,0,31,2,0,2,1,25,28,25,0,1,8,0,25,0,19,19,18,17,1,51,0,39,2,10,12,307,2,71,1,24,90,12,12,26,794,0,1,209,1,275,2,434,12,23,1,379,1,257,38,1,43,0,220,1,135,5,0,7,116,2674,0,0,9,10,0,1,0,68,1,4
2011-05-29,12,37,32,73,18,2,2,9,1,10,13,1,51,0,242,4,101,4,68,7,24,0,40,2,1,1,2,9,20,6,1,2,3,1,19,1,2,13,5,7,0,35,0,23,1,4,22,177,5,58,0,44,57,5,9,14,354,0,5,58,1,286,1,395,2,12,0,224,1,180,22,0,35,2,152,2,142,10,0,10,111,2236,0,0,2,16,0,4,0,38,0,6
2011-06-05,11,32,20,76,9,1,8,4,1,13,3,1,51,0,193,1,67,3,32,6,14,0,60,1,0,4,0,4,13,7,0,1,3,1,9,1,8,12,12,0,2,27,1,5,2,11,7,135,5,42,0,32,45,3,7,9,214,0,2,65,0,265,0,311,0,14,0,138,0,123,12,1,36,0,93,3,82,6,1,4,54,1393,0,0,3,16,0,2,0,28,0,1
2011-06-12,3,24,13,40,21,1,2,1,0,11,0,0,41,1,177,1,53,5,23,4,12,0,29,0,0,3,1,8,13,6,0,0,0,3,4,1,4,6,11,6,1,8,0,9,2,9,6,110,1,24,0,25,27,4,11,12,113,0,0,43,0,215,2,188,0,13,3,94,1,84,14,2,24,0,55,1,43,5,0,3,63,1043,0,0,4,6,0,0,0,8,0,5
2011-06-19,2,12,7,43,14,2,0,5,0,11,0,1,33,0,82,0,30,0,27,4,6,0,12,0,0,1,0,2,6,2,0,2,0,0,1,0,9,4,5,2,0,8,0,8,0,11,13,96,2,28,0,10,20,3,4,10,88,0,1,32,0,194,1,154,0,7,1,84,0,70,11,0,30,0,29,0,34,5,0,3,64,655,0,1,6,2,0,2,2,7,0,1
2011-06-26,4,9,6,24,7,2,3,2,2,17,0,0,18,0,76,0,25,0,27,5,2,0,18,0,0,0,0,1,1,1,0,0,0,0,5,3,10,8,2,1,0,14,0,4,6,6,5,76,3,21,0,21,16,1,7,7,55,0,1,25,1,190,0,142,0,13,1,55,0,59,5,0,24,0,19,0,37,11,0,1,30,534,0,1,0,6,0,0,1,4,0,1
2011-07-03,2,4,5,30,1,2,3,0,2,5,0,1,24,0,52,0,22,1,10,3,4,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,4,2,0,11,0,3,0,2,7,55,0,22,0,10,15,2,1,3,59,0,1,17,0,115,1,131,0,7,0,48,0,34,3,0,15,0,22,0,6,6,0,0,15,371,0,0,0,10,0,2,0,6,0,0
2011-07-10,1,11,1,16,0,0,1,0,3,2,0,0,16,0,45,0,16,1,0,0,2,0,6,0,0,0,0,5,0,2,0,1,0,0,0,2,2,1,1,2,0,6,0,3,0,0,1,62,0,17,0,7,4,0,3,2,47,0,0,7,0,110,1,109,0,6,0,49,1,36,2,0,10,1,15,0,7,2,0,0,7,310,0,0,0,2,0,1,0,6,0,2
2011-07-17,1,14,3,10,0,1,2,1,3,5,0,1,20,0,49,0,5,0,0,0,3,0,10,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,1,0,5,0,2,0,0,0,63,1,14,0,3,0,0,0,3,28,0,0,7,0,65,3,110,0,9,0,29,0,30,4,1,11,1,11,2,14,4,0,0,4,233,0,0,0,2,0,0,0,9,0,0
2011-07-24,3,9,0,14,3,1,1,1,0,3,0,1,18,0,21,0,1,0,1,0,1,0,6,1,0,0,0,0,0,3,0,0,0,0,0,6,0,1,0,1,0,2,0,1,0,1,0,42,4,15,0,9,0,0,0,4,19,0,2,3,0,57,0,99,0,4,1,27,0,24,3,1,10,0,8,1,11,6,0,1,6,210,0,0,1,1,0,2,0,3,0,0
2011-07-31,4,9,0,6,0,0,3,7,0,8,0,0,10,0,28,0,4,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,5,0,0,0,1,0,32,0,14,0,5,0,0,0,3,9,0,0,3,0,22,1,105,0,2,0,26,0,32,2,1,8,3,9,2,0,3,0,0,10,156,0,0,0,5,0,1,0,7,0,0
2011-08-07,0,11,2,6,0,1,0,1,0,4,0,1,8,1,18,0,3,1,0,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,35,1,7,0,3,1,0,2,2,10,0,0,1,0,17,0,81,0,7,1,13,0,30,4,0,4,1,16,1,0,3,0,0,6,166,0,0,0,7,0,0,0,3,0,0
2011-08-14,1,10,0,3,0,1,2,0,0,5,1,1,7,0,22,0,9,0,0,0,1,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,1,2,0,3,4,0,6,3,10,0,0,2,0,7,1,78,0,3,0,15,0,42,3,0,4,1,11,1,4,1,0,0,4,161,0,0,1,7,0,1,0,6,0,1
2011-08-21,1,6,0,8,0,0,5,1,2,2,0,0,7,0,8,0,1,0,2,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,33,0,3,0,4,8,0,0,3,12,0,0,2,0,12,1,51,0,1,1,15,1,44,2,1,2,0,15,1,1,2,0,0,3,119,1,0,0,13,1,0,0,7,0,0
2011-08-28,0,2,0,3,2,0,2,2,0,0,0,0,3,0,7,0,7,0,0,0,4,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,2,0,0,0,34,1,3,0,1,2,0,0,1,13,0,0,1,0,5,0,29,0,4,0,12,1,41,2,1,6,0,17,2,2,5,0,0,3,116,1,0,0,2,0,0,0,1,0,0
2011-09-04,0,6,1,4,0,0,2,3,2,4,4,0,6,1,11,0,5,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,35,0,7,0,3,1,0,0,0,4,0,0,1,0,11,0,36,0,6,0,16,0,31,3,0,5,0,26,0,1,5,0,2,2,149,0,0,0,8,0,0,0,5,0,0
2011-09-11,1,6,2,3,0,0,1,6,1,4,0,0,8,0,24,0,4,1,2,0,2,0,2,0,0,1,0,2,0,0,0,2,0,0,1,0,2,0,1,2,0,3,0,1,0,0,0,34,3,11,0,1,4,0,1,0,7,0,0,6,0,18,0,26,0,3,0,17,0,46,4,0,5,0,17,2,5,0,0,1,3,152,0,0,0,2,0,0,0,5,0,0
2011-09-18,1,11,0,10,0,0,1,1,2,2,0,0,13,0,11,0,7,1,0,0,5,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,49,0,7,0,0,0,0,0,2,18,0,0,0,0,12,0,27,0,0,0,20,0,39,3,0,3,0,33,0,4,3,0,0,3,209,0,0,0,0,0,0,0,9,0,0
2011-09-25,1,9,0,7,2,0,0,0,2,2,0,2,11,1,15,0,8,0,1,0,4,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,47,0,6,0,0,2,0,1,0,30,0,0,1,1,1,0,32,0,1,0,8,1,44,4,1,9,0,36,0,4,5,0,0,1,241,1,0,0,3,0,0,0,3,0,1
2011-10-02,1,4,1,8,1,2,4,1,1,2,1,1,10,1,13,0,3,0,0,0,4,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,5,0,0,0,1,0,1,0,59,1,6,0,0,2,0,0,1,24,0,0,5,2,4,1,83,0,7,0,18,0,39,6,0,11,0,23,2,8,7,0,1,1,230,0,0,0,2,0,0,0,5,0,0
2011-10-09,1,15,0,9,0,2,1,2,3,4,1,1,12,1,22,0,14,0,0,0,5,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,2,0,3,0,49,1,11,1,1,0,1,0,1,30,0,0,8,3,4,0,88,0,2,0,16,0,32,2,0,4,0,24,1,9,7,0,1,1,262,0,0,0,2,0,0,0,2,0,1
2011-10-16,1,13,4,14,0,1,5,3,1,5,2,0,11,0,22,0,9,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,4,0,1,0,3,0,22,1,1,0,0,6,0,0,1,29,0,0,11,2,2,0,67,0,6,0,21,0,22,2,1,3,0,17,1,5,7,0,1,0,249,0,0,1,6,0,0,0,5,0,0
2011-10-23,0,32,2,12,0,2,1,4,4,0,9,3,13,1,10,0,10,0,0,0,10,0,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,1,3,1,1,0,5,0,42,1,23,0,1,6,0,1,1,30,0,0,18,5,6,0,86,0,5,0,17,1,44,3,0,6,0,38,0,5,7,0,1,2,321,0,0,0,3,0,1,0,5,0,1
2011-10-30,2,26,4,18,0,4,3,9,1,4,3,0,12,2,18,0,5,0,0,0,4,0,14,0,3,0,0,2,0,1,0,0,0,0,0,0,1,2,2,5,2,4,0,0,0,3,0,47,1,24,0,0,1,1,0,2,14,0,0,8,1,24,0,76,0,1,0,15,1,21,0,0,6,1,24,0,8,8,0,0,3,318,0,0,0,0,0,0,0,6,0,1
2011-11-06,2,34,2,8,1,2,2,5,6,4,1,1,8,1,30,0,7,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6,0,9,0,2,0,4,0,31,0,27,0,1,3,1,0,2,21,0,1,9,2,32,0,76,0,3,0,20,0,18,2,0,9,0,27,0,8,6,0,0,4,411,0,0,0,0,0,0,0,2,0,1
2011-11-13,1,25,1,6,1,1,3,8,4,1,6,2,11,0,19,0,2,0,0,0,3,0,7,0,3,0,0,0,0,1,0,0,0,1,0,1,1,0,1,3,0,6,0,0,0,3,0,35,0,21,0,0,1,2,1,4,12,0,1,4,1,29,0,95,0,4,0,21,0,17,3,0,5,0,11,0,12,10,0,0,2,368,1,0,0,0,0,0,0,6,0,0
2011-11-20,0,29,3,17,4,0,3,4,5,3,8,0,21,2,20,0,15,0,0,0,3,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,11,0,0,0,4,0,49,0,21,0,0,4,3,1,1,22,0,0,1,3,17,0,78,0,1,0,37,0,13,1,1,8,1,15,0,11,12,0,0,4,601,0,0,0,0,0,0,0,4,0,0
2011-11-27,4,26,4,17,1,1,4,6,8,5,2,0,19,5,12,0,6,2,0,0,5,0,5,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,14,0,13,0,1,0,1,0,25,1,12,0,0,4,2,2,1,22,0,2,1,19,29,1,36,0,5,0,32,0,24,1,0,5,0,23,0,1,8,1,0,0,620,0,0,0,0,0,0,0,5,0,0
2011-12-04,4,23,0,24,1,1,5,6,8,2,10,0,15,1,20,1,10,3,6,0,1,0,3,0,1,0,1,2,0,2,0,0,0,2,0,0,2,0,0,16,1,21,0,0,0,1,0,40,1,19,0,3,3,2,0,5,22,0,5,17,22,34,0,19,0,4,0,44,0,17,1,0,21,0,35,1,6,18,1,0,1,827,0,0,0,1,0,0,0,4,0,1
2011-12-11,0,23,7,23,0,2,2,6,8,10,19,0,20,1,31,0,7,2,9,0,1,0,10,0,1,0,0,10,0,1,0,0,0,5,2,0,11,1,2,15,0,21,0,0,0,5,1,52,1,45,0,1,9,5,1,2,34,0,6,14,26,27,1,27,0,1,1,56,0,22,3,1,15,3,62,0,13,5,0,0,1,962,1,0,0,1,0,2,0,5,0,0
2011-12-18,4,19,7,29,0,0,6,2,4,6,9,0,20,5,34,1,8,5,4,1,2,0,3,0,0,0,0,7,0,2,0,0,0,0,1,0,1,0,3,16,2,23,0,0,0,2,0,79,0,40,0,1,6,2,0,1,23,0,1,8,23,21,3,28,1,2,0,55,0,31,1,0,9,0,34,0,12,11,0,1,3,867,0,0,0,3,0,1,0,19,0,1
2011-12-25,0,28,6,40,1,0,2,3,3,4,6,0,18,1,11,0,15,7,1,0,2,0,12,0,4,0,0,7,0,2,0,0,0,0,0,1,2,2,2,22,1,13,0,0,0,0,0,57,1,38,0,2,2,6,0,4,4,0,14,8,55,16,0,66,0,1,0,36,0,36,3,5,5,0,63,0,11,14,1,2,1,776,1,0,0,3,0,0,0,8,1,1
2012-01-01,5,43,38,71,6,1,8,10,3,7,4,2,32,1,29,8,28,4,6,0,0,0,8,0,7,0,0,13,1,1,1,0,0,1,7,12,4,0,1,24,5,18,5,0,0,4,0,286,0,53,1,4,13,2,4,3,56,1,24,14,38,20,6,210,1,2,0,61,1,84,0,10,19,1,114,1,12,40,1,5,54,1334,1,1,4,4,0,0,0,30,0,2
2012-01-08,2,31,25,77,0,0,3,6,1,7,2,1,24,2,40,3,7,2,5,0,4,0,7,2,2,0,0,11,0,2,0,0,0,5,1,1,3,0,2,20,3,30,0,0,0,5,0,251,1,41,0,5,6,9,0,0,38,0,3,20,1,37,2,142,0,0,2,41,2,64,3,4,3,0,97,1,13,12,2,2,4,1378,0,0,1,2,1,1,1,14,0,1
2012-01-15,3,29,21,66,0,2,5,5,0,3,5,0,27,2,19,0,13,0,3,0,5,0,3,4,0,0,0,29,0,4,0,0,0,2,0,0,5,0,5,19,2,32,0,0,0,7,0,249,4,42,1,4,13,3,4,2,54,1,7,13,1,19,2,129,1,1,0,52,1,85,4,1,8,2,128,0,7,19,0,1,5,1739,0,0,1,1,0,0,0,7,0,1
2012-01-22,5,16,7,103,0,3,6,5,0,5,2,0,28,0,33,1,19,0,7,1,12,0,4,0,0,0,0,26,0,2,0,1,0,1,0,3,1,0,5,21,0,39,1,0,0,5,0,205,1,35,0,2,1,7,6,3,34,1,2,11,1,34,1,111,5,1,0,61,1,84,4,0,7,2,154,1,16,11,1,0,3,2018,0,0,3,0,0,2,0,11,0,2
2012-01-29,1,22,12,135,1,2,5,6,0,6,6,0,32,0,36,0,11,0,9,2,1,0,8,0,0,0,0,18,0,0,0,0,0,0,1,0,3,1,4,23,1,37,0,1,0,9,0,156,1,45,1,1,12,2,6,0,47,0,0,16,8,30,1,102,9,3,0,80,0,74,2,0,6,1,134,0,13,6,1,0,2,2184,0,0,2,5,0,0,0,23,0,2
2012-02-05,7,25,7,179,1,3,2,6,0,13,1,0,44,2,39,0,11,0,9,1,1,0,7,0,0,0,0,35,0,1,0,0,0,0,1,0,2,0,2,22,3,54,0,0,0,21,0,174,1,43,0,3,13,4,2,1,40,0,1,11,4,26,6,95,2,3,0,78,0,62,3,1,5,0,133,0,12,9,0,3,1,2762,1,0,0,17,0,2,0,29,0,3
2012-02-12,11,20,5,159,1,3,6,5,0,9,3,1,32,0,40,1,7,0,4,0,3,0,12,0,1,0,0,30,0,3,0,0,0,1,0,0,3,0,5,27,1,65,0,0,1,8,1,146,0,27,0,1,9,2,0,3,26,0,0,10,0,34,2,65,3,3,0,54,1,57,2,0,3,2,117,0,17,10,0,0,3,3269,0,0,2,13,0,0,0,27,0,3
2012-02-19,8,31,6,167,0,3,6,4,1,5,1,2,41,1,32,0,10,1,6,0,0,0,12,0,0,0,0,36,0,1,0,0,0,1,1,0,0,1,4,34,1,67,0,0,0,7,0,186,0,42,0,0,15,4,3,1,34,0,0,9,1,34,2,68,2,10,0,44,0,71,4,0,12,0,89,0,12,12,0,0,2,3848,0,1,0,14,0,1,0,58,0,6
2012-02-26,11,31,6,189,0,3,10,10,1,2,8,0,52,1,47,0,8,1,10,0,0,0,19,0,0,0,0,69,0,1,0,1,0,1,14,0,1,1,6,53,0,117,0,1,1,12,1,203,0,66,0,2,17,1,7,2,34,0,1,16,1,18,1,104,2,5,0,76,0,115,8,0,8,0,160,1,9,17,0,4,18,5539,1,1,4,17,0,0,0,67,0,5
2012-03-04,12,35,18,225,1,5,5,6,0,8,7,2,88,4,44,0,10,1,0,0,9,0,15,0,0,0,0,51,0,7,0,0,1,4,11,1,4,0,1,35,7,151,0,2,1,13,0,325,1,62,0,4,21,3,7,2,29,0,1,12,1,58,13,67,7,5,0,88,2,115,7,1,6,1,194,0,19,26,0,2,15,6763,0,0,3,42,1,1,0,92,0,2
2012-03-11,14,30,17,239,4,4,4,6,1,9,12,0,71,1,39,0,10,0,3,0,4,0,17,0,0,1,0,39,1,4,0,0,0,5,13,2,4,2,3,40,3,160,0,0,1,11,0,317,1,84,0,4,11,0,8,3,40,0,3,18,1,51,9,101,7,10,0,108,1,176,3,0,4,0,240,0,20,23,0,1,10,6949,1,0,3,40,0,0,0,130,0,4
2012-03-18,12,57,30,222,3,3,4,8,1,1,7,1,109,1,53,0,14,1,1,2,7,0,21,1,0,0,0,68,0,1,0,1,0,2,5,0,1,2,4,45,4,130,0,1,0,18,0,395,2,84,0,4,22,4,12,2,31,1,0,17,0,52,13,92,4,4,1,119,2,143,10,1,5,0,213,0,23,23,0,7,6,8791,1,0,1,32,0,1,0,154,0,5
2012-03-25,7,52,36,187,1,2,2,6,0,3,5,2,49,2,53,1,16,0,0,4,3,0,17,2,1,0,0,79,2,1,0,0,0,1,6,0,2,2,7,52,2,171,0,0,0,13,0,365,3,77,0,1,15,3,12,0,18,1,0,8,1,28,12,72,2,7,0,112,0,105,4,0,5,1,367,1,17,26,0,4,11,9424,0,0,2,23,1,2,0,161,0,3
2012-04-01,6,122,28,224,3,2,5,8,0,3,5,4,84,5,48,0,15,0,1,1,9,0,14,0,0,0,1,93,1,2,0,0,0,3,7,1,2,2,7,53,3,204,0,4,0,22,1,484,0,94,0,4,37,7,9,1,27,1,1,10,0,45,21,68,0,4,0,133,3,140,7,1,10,2,459,0,33,31,0,5,7,9664,0,0,2,12,2,1,0,149,0,2
2012-04-08,11,104,40,277,7,6,6,10,0,5,20,8,107,1,49,1,13,0,3,2,17,0,16,2,0,0,0,159,1,0,1,0,0,1,10,0,2,0,7,48,2,182,0,3,0,26,0,616,0,105,0,3,27,3,16,2,38,0,1,6,1,67,8,123,4,7,0,152,7,159,8,0,6,4,665,0,49,22,0,3,12,12474,1,0,2,4,0,2,0,135,0,1
2012-04-15,24,116,18,388,10,5,7,10,0,7,5,3,119,1,64,1,15,1,2,2,17,1,26,0,0,0,0,215,0,2,0,1,0,2,14,0,4,1,7,51,2,241,0,7,0,93,0,784,0,130,0,13,47,5,16,4,51,1,0,7,2,116,17,104,1,14,1,185,2,244,5,2,11,4,733,0,46,38,0,3,37,14686,1,0,3,6,0,12,0,142,0,4
2012-04-22,25,81,30,364,13,2,8,9,0,3,7,4,110,0,72,0,27,0,2,10,21,0,32,1,1,2,0,206,0,1,0,1,0,3,14,2,2,0,6,73,2,164,0,4,0,137,1,648,0,145,1,21,45,4,26,3,43,0,1,2,0,148,4,116,2,9,0,179,4,255,5,0,20,2,503,0,67,74,0,6,63,14666,0,0,0,4,0,4,0,131,2,1
2012-04-29,18,72,29,383,12,3,5,4,0,0,3,5,153,0,71,0,32,1,1,3,22,3,21,0,0,0,0,212,0,1,1,0,0,2,13,2,5,1,8,41,4,190,0,2,0,124,1,678,2,148,2,13,27,1,34,9,38,0,0,6,0,133,17,139,2,10,1,278,1,348,12,1,12,0,521,0,57,84,0,4,92,13652,0,0,2,5,0,2,0,124,0,2
2012-05-06,29,39,18,380,9,5,6,6,0,0,6,0,176,1,113,1,24,1,5,5,18,1,24,0,1,0,0,154,0,0,0,0,0,6,23,0,6,0,13,43,2,136,0,1,0,66,2,1156,0,178,1,17,59,5,38,9,47,1,1,9,0,248,3,146,1,11,1,308,0,323,18,0,7,1,510,0,50,71,0,2,65,13146,3,0,2,6,0,3,0,97,0,12
2012-05-13,16,47,18,392,7,4,4,6,2,4,1,2,181,2,69,1,22,2,4,2,31,0,21,1,2,0,0,148,0,1,0,0,0,2,26,0,2,1,8,33,1,121,0,3,0,19,0,786,0,103,0,25,59,4,33,2,21,0,2,5,1,300,6,140,0,9,0,200,4,282,10,2,11,1,444,0,56,69,0,2,21,11378,0,0,2,8,0,1,0,123,0,2
2012-05-20,12,41,5,247,8,5,2,8,0,3,0,3,141,0,47,0,30,0,6,7,16,0,46,0,1,1,0,65,1,1,0,0,0,2,2,0,3,0,8,17,2,80,0,0,2,17,1,554,0,72,0,17,50,3,33,0,18,1,1,4,0,167,16,155,0,7,0,206,0,214,17,2,20,0,346,1,37,59,0,0,33,10175,0,0,1,5,0,2,0,62,0,4
