data_iniSE,casos_2605103,casos_2601607,casos_2601706,casos_2601805,casos_2602100,casos_2607109,casos_2603108,casos_2607307,casos_2607505,casos_2615805,casos_2605004,casos_2605152,casos_2600054,casos_2606705,casos_2600104,casos_2600302,casos_2601003,casos_2600401,casos_2600609,casos_2600708,casos_2600807,casos_2600906,casos_2601052,casos_2606804,casos_2601102,casos_2601201,casos_2601300,casos_2601409,casos_2601508,casos_2601904,casos_2602001,casos_2602209,casos_2602308,casos_2602407,casos_2602506,casos_2602605,casos_2602704,casos_2602803,casos_2602902,casos_2603207,casos_2603306,casos_2603405,casos_2603454,casos_2603504,casos_2603603,casos_2603702,casos_2603801,casos_2603900,casos_2603926,casos_2604007,casos_2608305,casos_2604106,casos_2604155,casos_2604205,casos_2604304,casos_2604403,casos_2604502,casos_2604601,casos_2605905,casos_2604700,casos_2604809,casos_2604908,casos_2605202,casos_2605608,casos_2605301,casos_2605400,casos_2605459,casos_2605509,casos_2605806,casos_2606002,casos_2606101,casos_2606200,casos_2606309,casos_2606408,casos_2606507,casos_2606606,casos_2607208,casos_2607406,casos_2607604,casos_2607653,casos_2607703,casos_2607752,casos_2607802,casos_2608503,casos_2607901,casos_2607950,casos_2610509,casos_2608008,casos_2608057,casos_2609105,casos_2608107,casos_2608206,casos_2608255,casos_2608404,casos_2608453,casos_2608602,casos_2608701,casos_2608800,casos_2608909,casos_2609006,casos_2609154,casos_2609204,casos_2609303,casos_2609402,casos_2609501,casos_2609600,casos_2609709,casos_2609808,casos_2610004,casos_2610103,casos_2610202,casos_2610301,casos_2613107,casos_2610608,casos_2611408,casos_2610707,casos_2610806,casos_2610905,casos_2611200,casos_2611309,casos_2611507,casos_2611606,casos_2611705,casos_2611804,casos_2612406,casos_2611903,casos_2612000,casos_2612109,casos_2612307,casos_2612471,casos_2612505,casos_2612703,casos_2612802,casos_2612901,casos_2614857,casos_2613008,casos_2613206,casos_2613305,casos_2613404,casos_2614808,casos_2613602,casos_2615904,casos_2613701,casos_2613800,casos_2614204,casos_2615607,casos_2614402,casos_2614501,casos_2614600,casos_2614709,casos_2615003,casos_2615102,casos_2615300,casos_2615409,casos_2615508,casos_2615706,casos_2616001,casos_2616100,casos_2616183,casos_2616209,casos_2616308,casos_2616407,casos_2616506,casos_2612455,casos_2608750,casos_2609907,casos_2600203,casos_2600500,casos_2603009,casos_2605707,casos_2606903,casos_2607000,casos_2612554,casos_2612604,casos_2610400,casos_2611002,casos_2611101,casos_2613503,casos_2613909,casos_2614006,casos_2614105,casos_2615201,casos_2611533,casos_2612208,casos_2614303
2016-06-05,0,0,26,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,65,0,1,0,0,1,11,0,0,28,0,0,0,29,0,0,1,0,0,0,24,0,35,1,1,1,0,0,1,2,0,0,0,23,0,0,1,0,0,0,19,0,3,0,15,0,0,19,0,5,0,3,1,0,0,43,5,0,3,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,7,0,37,0,0,3,0,0,0,0,12,0,31,1,0,0,0,13,153,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,,2,0
2016-06-12,0,1,16,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0,0,2,0,1,0,1,0,77,0,0,0,0,1,11,0,0,33,0,0,0,4,0,0,3,0,0,0,1,0,14,0,1,1,0,0,0,0,0,0,0,28,0,0,1,1,0,0,34,0,4,0,12,2,0,45,0,1,1,4,1,0,0,54,5,1,0,0,1,3,0,1,0,0,0,0,0,10,0,0,0,0,2,0,27,0,0,0,0,0,0,0,8,0,14,1,0,0,0,0,127,0,1,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,0,19,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,3,1,0,3,0,0,,11,0
2016-06-19,0,0,13,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46,0,0,1,1,0,3,0,1,21,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,0,3,1,0,0,0,14,0,0,0,15,1,0,34,0,2,1,1,0,0,0,58,1,2,0,0,0,1,0,0,0,0,1,0,0,8,0,0,2,0,2,1,28,0,0,0,1,0,0,0,7,0,12,0,0,0,1,0,131,0,2,0,0,0,2,0,0,2,0,0,1,0,1,24,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,,2,0
2016-06-26,0,1,17,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,39,0,0,0,0,1,5,0,1,18,0,0,0,8,0,0,0,0,0,0,20,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,10,0,3,0,18,1,0,43,0,4,0,0,0,0,0,49,1,2,8,0,0,2,0,0,0,2,0,0,0,4,1,0,0,0,3,0,27,0,0,1,1,0,0,0,15,0,37,0,0,0,1,0,107,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,,0,0
2016-07-03,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,27,0,0,0,1,1,7,0,0,26,0,0,0,4,0,0,1,0,0,0,23,2,6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,21,1,10,0,11,0,0,16,1,0,0,0,0,0,0,33,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,30,0,0,0,0,0,1,0,6,0,28,0,0,0,0,0,95,0,0,0,0,0,0,0,0,2,0,0,1,0,0,10,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,1,0
2016-07-10,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,6,1,1,0,0,0,12,0,0,0,1,0,1,0,0,12,0,0,0,9,0,0,1,0,0,0,23,0,5,0,0,0,0,0,2,0,2,0,1,1,0,0,1,1,0,0,32,1,3,0,19,0,0,16,0,0,1,4,0,0,0,50,0,0,2,0,0,2,0,1,0,0,0,0,0,12,0,0,1,0,4,1,25,0,0,0,0,0,0,0,5,0,23,1,1,0,0,0,112,0,0,0,0,0,0,0,0,6,0,0,0,0,1,19,0,0,0,0,0,4,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,2,0,4,0,0,,3,0
2016-07-17,0,0,17,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41,0,1,0,1,0,8,0,1,12,0,0,0,3,0,0,0,0,0,0,16,0,3,0,1,0,0,0,2,0,1,0,0,4,0,0,1,0,0,0,14,0,2,0,6,0,0,8,0,0,1,1,0,0,0,23,0,1,4,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,1,9,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,0,0,0,0,3,18,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,4,1,1,1,1,0,,2,0
2016-07-24,0,0,17,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,1,0,2,0,3,0,2,13,0,0,0,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,2,0,9,0,0,6,0,0,0,3,1,0,0,31,0,1,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,5,0,11,0,0,0,0,0,0,0,10,0,8,1,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,1,0,3,0,,0,0
2016-07-31,0,0,18,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,58,0,0,0,0,0,2,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,3,0,3,0,0,11,0,0,3,0,0,0,0,33,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,7,1,25,0,0,0,0,0,0,0,9,0,8,0,0,0,0,1,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,2,0,1,0,,0,1
2016-08-07,0,0,32,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,2,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,3,6,0,0,4,0,0,0,5,0,5,0,16,1,0,6,0,0,0,0,0,0,0,28,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,8,1,28,0,0,2,0,0,0,0,5,0,20,0,0,0,0,0,98,0,1,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,,0,0
2016-08-14,0,0,21,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,20,0,1,0,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,12,0,0,0,9,0,0,6,0,1,0,0,0,0,0,33,1,0,1,0,0,3,0,0,0,0,0,0,0,11,0,0,2,0,10,0,24,1,0,1,0,1,0,0,16,0,18,5,0,0,0,0,93,0,0,0,0,0,0,0,0,5,1,0,0,0,0,13,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,1,3,0,,2,0
2016-08-21,0,1,18,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,0,0,0,0,0,5,0,0,14,0,0,0,2,0,0,0,0,1,0,9,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,8,1,0,4,0,1,0,0,0,0,0,33,0,0,1,0,0,2,0,0,0,3,1,0,0,1,1,0,0,0,9,0,21,0,0,0,1,0,0,0,8,0,16,0,0,0,0,0,77,0,0,0,0,0,1,0,0,9,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,9,0,,2,0
2016-08-28,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,29,0,0,0,0,0,6,0,0,20,0,0,0,2,0,0,0,0,0,0,10,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,0,4,0,5,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,16,0,0,0,0,0,0,0,6,0,28,4,1,0,0,0,53,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,2,0
2016-09-04,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,36,0,0,1,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0,2,0,4,0,0,5,0,0,0,1,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,3,0,10,0,0,0,0,0,0,0,10,0,18,5,1,0,0,0,56,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,5,0,0,0,4,0,,1,0
2016-09-11,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,10,0,0,9,0,0,0,2,0,0,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0,3,0,6,2,0,4,0,0,1,0,0,0,0,16,0,3,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,15,0,0,0,0,0,0,0,11,0,11,9,2,0,0,0,60,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,7,0,,1,0
2016-09-18,0,0,12,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,0,0,8,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,8,0,0,1,0,14,0,0,1,0,0,0,0,7,0,6,4,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,5,0,,0,0
2016-09-25,0,0,11,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,0,7,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,1,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,,3,0
2016-10-02,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,1,0,8,0,0,5,0,0,0,6,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,1,0,0,2,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,11,0,17,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,13,0,,1,0
2016-10-09,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,6,0,0,5,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,1,0,0,0,2,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,52,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,,1,0
2016-10-16,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,1,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,6,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,8,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,,1,0
2016-10-23,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,9,0,0,0,11,0,0,0,1,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,8,0,18,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,0,0
2016-10-30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,7,0,0,12,0,0,0,9,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,0,4,0,0,1,1,0,0,0,19,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,4,0,15,1,0,1,0,0,0,0,0,0,9,0,1,0,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0
2016-11-06,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,8,0,1,12,0,0,0,10,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,2,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,0,0
2016-11-13,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,9,0,0,7,0,0,0,3,0,0,0,0,0,0,10,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,1,0,2,0,1,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,15,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,45,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,,0,0
2016-11-20,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,9,0,0,10,0,0,0,4,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,0,0,1,0,1,0,0,1,1,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,4,1,0,0,0,5,0,7,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,0
2016-11-27,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,0,1,0,1,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,,2,0
2016-12-04,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,3,0,0,4,0,0,0,0,0,0,0,14,0,2,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,47,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,,0,0
2016-12-11,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,5,0,2,0,0,3,0,2,0,0,0,0,0,14,0,0,0,0,0,2,0,1,0,0,1,0,0,10,0,0,0,0,2,0,14,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0
2016-12-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,3,0,0,3,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,4,0,9,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,,0,0
2016-12-25,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,16,2,0,0,5,0,0,3,0,0,10,0,4,0,1,0,33,1,6,5,5,0,0,10,0,0,0,1,52,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,0,0,0,6,0,0,21,0,0,2,0,11,0,0,1,0,0,31,0,0,0,89,0,0,0,8,0,0,0,0,3,29,26,1,0,0,0,0,0,2,1,0,22,0,6,1,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,2,3,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0
2017-01-01,0,0,10,0,9,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,2,0,1,0,0,0,3,0,0,0,0,0,6,0,0,14,1,0,0,5,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,1,0,2,3,0,2,0,0,0,0,1,31,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,48,0,0,0,3,0,0,4,0,1,1,0,0,0,0,2,0,0,0,0,0,3,0,15,1,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,4,0,0,0,10,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,,1,0
2017-01-08,0,0,11,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,2,0,0,9,2,0,0,7,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,5,0,1,0,0,2,0,0,0,0,2,0,0,19,0,1,0,0,0,2,0,1,0,0,0,0,0,9,0,0,0,0,6,0,18,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,61,0,0,0,2,0,0,1,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,0,0
2017-01-15,0,0,9,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,11,0,1,11,1,0,0,7,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,6,0,4,0,2,3,0,5,0,1,0,2,0,0,0,23,0,0,2,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,5,0,9,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,41,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,0,0,0,5,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,,0,0
