,casos_2511103,p_rt1_2511103,Rt_2511103,p_inc100k_2511103,temp_min_2511103,temp_max_2511103,umid_min_2511103,umid_max_2511103,pressao_min_2511103,pressao_max_2511103,precip_tot_2511103,casos_2516300,p_rt1_2516300,Rt_2516300,p_inc100k_2516300,temp_min_2516300,temp_max_2516300,umid_min_2516300,umid_max_2516300,pressao_min_2516300,pressao_max_2516300,precip_tot_2516300,casos_2512408,p_rt1_2512408,Rt_2512408,p_inc100k_2512408,temp_min_2512408,temp_max_2512408,umid_min_2512408,umid_max_2512408,pressao_min_2512408,pressao_max_2512408,precip_tot_2512408,casos_2511707,p_rt1_2511707,Rt_2511707,p_inc100k_2511707,temp_min_2511707,temp_max_2511707,umid_min_2511707,umid_max_2511707,pressao_min_2511707,pressao_max_2511707,precip_tot_2511707,casos_2510303,p_rt1_2510303,Rt_2510303,p_inc100k_2510303,temp_min_2510303,temp_max_2510303,umid_min_2510303,umid_max_2510303,pressao_min_2510303,pressao_max_2510303,precip_tot_2510303,casos_2509800,p_rt1_2509800,Rt_2509800,p_inc100k_2509800,temp_min_2509800,temp_max_2509800,umid_min_2509800,umid_max_2509800,pressao_min_2509800,pressao_max_2509800,precip_tot_2509800,casos_2507507,p_rt1_2507507,Rt_2507507,p_inc100k_2507507,temp_min_2507507,temp_max_2507507,umid_min_2507507,umid_max_2507507,pressao_min_2507507,pressao_max_2507507,precip_tot_2507507,casos_2505105,p_rt1_2505105,Rt_2505105,p_inc100k_2505105,temp_min_2505105,temp_max_2505105,umid_min_2505105,umid_max_2505105,pressao_min_2505105,pressao_max_2505105,precip_tot_2505105,casos_2503308,p_rt1_2503308,Rt_2503308,p_inc100k_2503308,temp_min_2503308,temp_max_2503308,umid_min_2503308,umid_max_2503308,pressao_min_2503308,pressao_max_2503308,precip_tot_2503308,casos_2502151,p_rt1_2502151,Rt_2502151,p_inc100k_2502151,temp_min_2502151,temp_max_2502151,umid_min_2502151,umid_max_2502151,pressao_min_2502151,pressao_max_2502151,precip_tot_2502151,temp_mean_2502151,temp_amp_2502151,umid_mean_2502151,umid_amp_2502151,pressao_mean_2502151,temp_mean_2503308,temp_amp_2503308,umid_mean_2503308,umid_amp_2503308,pressao_mean_2503308,temp_mean_2505105,temp_amp_2505105,umid_mean_2505105,umid_amp_2505105,pressao_mean_2505105,temp_mean_2507507,temp_amp_2507507,umid_mean_2507507,umid_amp_2507507,pressao_mean_2507507,temp_mean_2509800,temp_amp_2509800,umid_mean_2509800,umid_amp_2509800,pressao_mean_2509800,temp_mean_2510303,temp_amp_2510303,umid_mean_2510303,umid_amp_2510303,pressao_mean_2510303,temp_mean_2511707,temp_amp_2511707,umid_mean_2511707,umid_amp_2511707,pressao_mean_2511707,temp_mean_2512408,temp_amp_2512408,umid_mean_2512408,umid_amp_2512408,pressao_mean_2512408,temp_mean_2516300,temp_amp_2516300,umid_mean_2516300,umid_amp_2516300,pressao_mean_2516300,temp_mean_2511103,temp_amp_2511103,umid_mean_2511103,umid_amp_2511103,pressao_mean_2511103
2011-12-04,0,0.5,0.0,0.0,20.456874142857142,31.470494,41.77305757142857,91.7306277142857,0.9958328771428572,0.9998755514285714,0.019604285857142856,0,0.5,0.0,0.0,20.398394,32.00008257142857,37.326699000000005,89.58587142857142,0.9955737028571429,1.0003431714285715,0.01558,0,0.5,0.0,0.0,20.32624571428571,29.19841657142857,53.117319,95.50867414285713,0.9967539085714286,1.0004282157142856,0.21622285571428573,0,0.5,0.0,0.0,21.07763242857143,29.116764571428572,57.795128857142856,93.72063757142857,0.9967403528571428,1.0002145014285715,0.2668857171428572,0,0.5,0.0,0.0,20.456874142857142,31.470494,41.77305757142857,91.7306277142857,0.9958328771428572,0.9998755514285714,0.019604285857142856,0,0.5,0.0,0.0,21.195129428571427,29.53533057142857,55.69688614285714,93.57394785714287,0.9966614128571428,1.0002201528571428,0.2510828528571429,0,0.5,0.0,0.0,24.10660642857143,28.481719714285713,66.909554,86.25426428571429,0.99691263,0.9997767642857144,0.43213570714285715,0,0.5,0.0,0.0,20.968619142857143,31.000758571428573,45.80594442857143,92.15274871428572,0.9961048285714286,0.99986726,0.04550571457142857,0,0.5,0.0,0.0,23.795266285714288,34.214546999999996,33.07113914285714,73.33644942857143,0.9942218885714286,0.9995750328571429,0.0037971427142857142,0,0.5,0.0,0.0,20.647962285714282,31.36081357142857,42.24592714285715,91.88387142857142,0.99596772,1.00024369,0.047621428714285714,26.004387928571425,10.712851285714287,67.06489928571429,49.637944285714276,0.002137985000000009,29.004906642857144,10.419280714285708,53.20379428571428,40.265310285714285,0.0026765721428571587,25.984688857142856,10.03213942857143,68.97934657142858,46.34680428571429,0.0018812157142857333,26.29416307142857,4.375113285714285,76.58190914285714,19.344710285714285,0.0014320671428572074,25.365229999999997,8.340201142857143,74.635417,37.87706171428573,0.0017793700000000023,25.96368407142857,11.013619857142857,66.75184264285714,49.95757014285713,0.002021337142857127,25.0971985,8.039132142857142,75.75788321428571,35.92550871428571,0.0017370742857143462,24.762331142857143,8.872170857142859,74.31299657142857,42.39135514285713,0.0018371535714284959,26.199238285714287,11.601688571428571,63.456285214285714,52.25917242857142,0.0023847342857143405,25.96368407142857,11.013619857142857,66.75184264285714,49.95757014285713,0.002021337142857127
2011-12-11,0,0.5,0.0,0.0,19.99513457142857,32.03952485714286,40.23252171428572,92.73512714285714,0.9953651657142857,0.99960616,0.014315714285714284,0,0.5,0.0,0.0,19.82770628571429,33.00365785714286,32.51263642857143,90.33280085714286,0.9949080814285713,1.00001398,0.006027142785714286,0,0.5,0.0,0.0,19.839512428571428,29.876225142857145,50.46048142857143,96.76870457142857,0.9962471442857143,1.0002282085714287,0.17720144042857142,0,0.5,0.0,0.0,20.779366714285715,29.827061285714286,55.36870471428572,94.79115228571428,0.9962472785714286,1.0000062414285715,0.22787999955714283,0,0.5,0.0,0.0,19.99513457142857,32.03952485714286,40.23252171428572,92.73512714285714,0.9953651657142857,0.99960616,0.014315714285714284,0,0.5,0.0,0.0,20.810769142857144,30.124333142857143,53.87865985714286,94.57698342857144,0.9961718571428572,1.0000141042857142,0.25571856242857144,0,0.5,0.0,0.0,24.220659714285716,28.820011857142855,65.25954428571428,85.97918371428571,0.9964050728571429,0.9995414542857143,0.30465285385714286,0,0.5,0.0,0.0,20.468553714285715,31.52611,44.699471,93.99649714285715,0.9956767642857143,0.9996267785714286,0.05937714285714286,0,0.5,0.0,0.0,23.443917285714285,35.38452185714286,28.16603514285714,71.59955628571429,0.9936603242857143,0.9991673285714285,0.0004899999714285714,0,0.5,0.0,0.0,20.09490957142857,32.318076142857144,37.71381771428571,93.35885571428571,0.9953965628571428,1.0000392642857143,0.024975714285714285,26.206492857142855,12.223166571428575,65.53633671428571,55.645038,0.0023213507142857415,29.41421957142857,11.940604571428572,49.88279571428571,43.433521142857145,0.002753502142857134,25.997331857142857,11.057556285714284,69.34798407142858,49.29702614285715,0.0019750071428571436,26.520335785714288,4.599352142857139,75.61936399999999,20.719639428571426,0.001568190714285711,25.467551142857143,9.313564,74.22782164285715,40.69832357142858,0.0019211235714285402,26.017329714285715,12.04439028571429,66.48382442857142,52.50260542857142,0.0021204971428571695,25.303214,9.047694571428572,75.0799285,39.422447571428556,0.0018794814285714723,24.857868785714288,10.036712714285716,73.614593,46.308223142857145,0.0019905321428572154,26.415682071428577,13.175951571428573,61.42271864285715,57.820164428571424,0.0025529492857143676,26.017329714285715,12.04439028571429,66.48382442857142,52.50260542857142,0.0021204971428571695
2011-12-18,0,0.5,0.0,0.0,20.56569557142857,31.585549571428572,41.46340142857143,91.682032,0.9964275157142858,1.0001907228571427,0.08815856714285715,0,0.5,0.0,0.0,20.48651542857143,32.48447971428571,35.50609542857143,89.69578157142857,0.9961093414285714,1.0006441342857142,0.018995714285714286,0,0.5,0.0,0.0,20.466395714285714,29.983459285714286,48.83298242857143,95.62003028571428,0.9972865971428571,1.0007624285714285,0.23666285857142857,0,0.5,0.0,0.0,21.200108285714286,29.73913557142857,54.38050500000001,94.75907771428571,0.9973084585714285,1.0005129228571428,0.40682714428571426,0,0.5,0.0,0.0,20.56569557142857,31.585549571428572,41.46340142857143,91.682032,0.9964275157142858,1.0001907228571427,0.08815856714285715,0,0.5,0.0,0.0,21.28127185714286,30.15889614285714,52.519400000000005,94.53737142857143,0.9972388914285715,1.0005130071428572,0.4233842999857143,0,0.5,0.0,0.0,24.525939857142856,28.817138857142858,66.18869285714285,86.60027342857143,0.9974181042857142,1.0000107242857144,0.47233428857142856,0,0.5,0.0,0.0,21.02658514285714,31.197815,44.884949285714285,92.85041371428572,0.9967108628571429,1.0002116642857144,0.10728428114285714,0,0.5,0.0,0.0,23.61948957142857,34.47518457142857,31.868681857142857,72.33710571428571,0.9946547299999999,0.9998744,0.11565428571428571,0,0.5,0.0,0.0,20.755815428571427,32.02278357142857,39.72312885714286,91.47970071428571,0.9964588114285714,1.0005479428571429,0.06571857142857143,26.3892995,11.266968142857142,65.60141478571428,51.75657185714285,0.00204456571428574,29.047337071428572,10.855695,52.102893785714286,40.46842385714285,0.0026098350000000603,26.112200071428568,10.171229857142858,68.8676815,47.96546442857144,0.001750400714285727,26.671539357142855,4.291199000000002,76.39448314285714,20.411580571428573,0.0012963100000000782,25.720084,8.877624285714283,73.52838571428572,42.01797142857143,0.001637057857142854,26.07562257142857,11.019854000000002,66.57271671428572,50.21863057142858,0.0018816035714284696,25.469621928571428,8.539027285714283,74.56979135714286,40.3785727142857,0.0016022321428571518,25.2249275,9.517063571428572,72.22650635714285,46.78704785714285,0.0017379157142857204,26.48549757142857,11.997964285714282,62.6009385,54.18968614285714,0.0022673964285713777,26.07562257142857,11.019854000000002,66.57271671428572,50.21863057142858,0.0018816035714284696
2011-12-25,0,0.5,0.0,0.0,21.47763942857143,30.498770428571426,49.41698242857143,90.15411685714285,0.9973156999999999,1.0007943714285714,0.18343857442857142,0,0.5,0.0,0.0,21.119515714285715,31.203935857142856,43.42691614285714,88.56626142857144,0.9972334671428571,1.0013056428571427,0.07802857042857143,0,0.5,0.0,0.0,21.21138685714286,28.887804142857142,59.080958714285714,95.16242157142857,0.9981554614285715,1.0014141142857143,0.5636628614285714,0,0.5,0.0,0.0,22.062892285714288,29.092455285714287,62.02623185714286,94.37425885714286,0.9980217528571428,1.0011494714285714,0.6299514228571429,0,0.5,0.0,0.0,21.47763942857143,30.498770428571426,49.41698242857143,90.15411685714285,0.9973156999999999,1.0007943714285714,0.18343857442857142,0,0.5,0.0,0.0,22.21018357142857,29.45979971428571,60.32760457142857,93.62947357142856,0.9979944971428572,1.0011572142857144,0.6303242785714286,0,0.5,0.0,0.0,24.596867,28.544551428571427,70.17123071428571,88.48893771428571,0.9978672557142857,1.0006111442857144,0.7036742814285715,0,0.5,0.0,0.0,21.893899142857144,30.425171000000002,52.028363428571424,91.3969687142857,0.9973663757142858,1.0007879071428571,0.25111428428571425,0,0.5,0.0,0.0,24.24805542857143,34.27337657142857,36.36607942857143,72.93378785714286,0.9955388028571429,1.0005335328571427,0.21429571424285715,0,0.5,0.0,0.0,21.521022285714285,30.623922857142855,48.43191928571429,90.7252052857143,0.9975757885714286,1.0011938,0.25735857,26.07247257142857,9.10290057142857,69.5785622857143,42.29328600000001,0.0018090057142857163,29.260716000000002,10.025321142857141,54.64993364285715,36.56770842857143,0.002497364999999918,26.15953507142857,8.531271857142858,71.71266607142857,39.36860528571428,0.0017107657142856891,26.570709214285714,3.947684428571428,79.3300842142857,18.317707,0.001371944285714355,25.83499164285714,7.249616142857143,76.97853907142857,33.30186899999999,0.0015813585714286038,25.988204928571427,9.021130999999997,69.78554964285715,40.73713442857142,0.0017393357142857502,25.57767378571429,7.029563,78.20024535714286,32.348027,0.0015638592857142863,25.049595500000002,7.676417285714283,77.12169014285715,36.08146285714285,0.001629326428571387,26.161725785714285,10.084420142857141,65.9965887857143,45.1393452857143,0.002036087857142821,25.988204928571427,9.021130999999997,69.78554964285715,40.73713442857142,0.0017393357142857502
2012-01-01,0,0.5,0.0,0.0,20.855120142857142,31.461809428571428,43.32493985714286,90.92399571428572,0.9980819257142858,1.0019480857142857,0.11693571142428572,0,0.5,0.0,0.0,20.713444285714285,32.859283857142856,35.41584542857143,89.13041871428572,0.9977070657142857,1.0023132142857143,0.031055715571428572,0,0.5,0.0,0.0,20.526049142857143,29.425598,54.38072442857143,95.72468771428571,0.9988278714285714,1.0023785857142857,0.43823285285714286,0,0.5,0.0,0.0,21.33296842857143,29.306331,60.772010571428574,94.27862085714285,0.9987791428571429,1.0021253428571428,0.5601371428571429,0,0.5,0.0,0.0,20.855120142857142,31.461809428571428,43.32493985714286,90.92399571428572,0.9980819257142858,1.0019480857142857,0.11693571142428572,0,0.5,0.0,0.0,21.463243857142857,29.748753142857144,58.01317114285714,94.25548857142857,0.99870789,1.0020925285714286,0.45614429142857144,0,0.5,0.0,0.0,24.638257714285714,28.754481714285713,67.74614,86.97298,0.99887615,1.0015113142857144,0.40088142857142856,0,0.5,0.0,0.0,21.176012000000004,30.741952,49.63683428571429,92.44964,0.9982708271428571,1.0019473285714287,0.25970856857142854,0,0.5,0.0,0.0,24.174124428571428,35.340855,30.836521,73.37526428571428,0.9964089028571428,1.0014204,0.03150428585714286,0,0.5,0.0,0.0,20.989597571428572,31.92025757142857,40.880089285714284,91.83931,0.9980488471428571,1.002173357142857,0.06252571114285714,26.45492757142857,10.93066,66.35969964285714,50.95922071428571,0.0020622549999999573,29.75748971428571,11.16673057142857,52.10589264285714,42.538743285714276,0.002505748571428601,25.958982000000002,9.565939999999998,71.04323714285715,42.81280571428571,0.001838250714285783,26.696369714285716,4.116223999999999,77.35956,19.22684000000001,0.0013175821428572099,25.6059985,8.285509285714287,76.13432985714286,36.24231742857143,0.0016923192857142833,26.158464785714287,10.606689285714285,67.12446778571429,47.599055857142865,0.001933079999999976,25.319649714285717,7.97336257142857,77.52531571428571,33.50661028571428,0.001673099999999983,24.97582357142857,8.899548857142857,75.05270607142857,41.343963285714274,0.001775357142857148,26.786364071428572,12.14583957142857,62.27313207142858,53.714573285714295,0.0023030742857143016,26.158464785714287,10.606689285714285,67.12446778571429,47.599055857142865,0.001933079999999976
2012-01-08,0,0.5,0.0,0.0,20.809073428571427,32.13207557142857,40.78857057142857,91.245273,0.9971485128571428,1.0013065142857143,0.10894000835714286,0,0.5,0.0,0.0,20.733712142857144,33.07766285714286,35.16060628571429,87.5707377142857,0.9968086457142856,1.0018009285714287,0.01358285714142857,0,0.5,0.0,0.0,20.58085857142857,30.52626257142857,47.593585142857144,95.12831685714286,0.9978966,1.0017844,0.23432713274285713,0,0.5,0.0,0.0,21.385824857142858,30.107618285714288,53.965792571428565,94.22157771428571,0.9979479,1.0015131428571429,0.3603357184857143,0,0.5,0.0,0.0,20.809073428571427,32.13207557142857,40.78857057142857,91.245273,0.9971485128571428,1.0013065142857143,0.10894000835714286,0,0.5,0.0,0.0,21.566837714285715,30.81522914285714,50.24185485714286,93.56668914285714,0.9978283014285714,1.0015186285714286,0.2666842842857143,0,0.5,0.0,0.0,24.914973571428572,29.363499285714287,62.26928028571428,84.45201928571429,0.9981931142857142,1.0010028285714285,0.29929429385714285,0,0.5,0.0,0.0,21.119424142857145,31.336752714285716,46.148117285714285,93.08409857142858,0.9975010414285714,1.001273642857143,0.10042999714285715,0,0.5,0.0,0.0,24.342829857142856,35.521736857142855,31.230192714285714,74.23649999999999,0.9954701785714286,1.0007805714285714,0.049111429,0,0.5,0.0,0.0,21.079345999999997,32.637521,38.24676228571428,89.79697942857142,0.9970805385714286,1.0016607714285715,0.050658572,26.858433499999997,11.558175000000002,64.02187085714286,51.550217142857136,0.0022901164285714093,29.932283357142857,11.178906999999999,52.73334635714285,43.00630728571428,0.0026551964285713714,26.228088428571432,10.21732857142857,69.61610792857144,46.9359812857143,0.001886300714285749,27.13923642857143,4.448525714285715,73.36064978571429,22.182739000000005,0.0014048571428571521,26.19103342857143,9.248391428571427,71.904272,43.32483428571428,0.0018451635714286097,26.470574499999998,11.323002142857145,66.01692178571429,50.456702428571425,0.002079000714285739,25.746721571428573,8.72179342857143,74.09368514285714,40.25578514285715,0.0017826214285714403,25.55356057142857,9.945404,71.360951,47.53473171428572,0.0019438999999999984,26.905687500000003,12.343950714285718,61.36567199999999,52.41013142857141,0.002496141428571519,26.470574499999998,11.323002142857145,66.01692178571429,50.456702428571425,0.002079000714285739
2012-01-15,0,0.5,0.0,0.0,21.713326714285717,31.449388857142857,44.76046128571429,88.19232,0.9975128214285715,1.0009725142857142,0.32130999714285713,0,0.5,0.0,0.0,21.531720714285715,32.22523257142857,38.04538142857143,85.84246657142856,0.9974266157142857,1.0015073857142858,0.08525428614285714,0,0.5,0.0,0.0,21.259634857142856,29.29436814285714,55.39364842857143,94.02347999999999,0.9984332542857143,1.0016455142857144,0.8482657242857143,0,0.5,0.0,0.0,22.038090571428572,29.085994,60.43154357142857,93.8011887142857,0.9982930957142857,1.0013033,0.9952443057142857,0,0.5,0.0,0.0,21.713326714285717,31.449388857142857,44.76046128571429,88.19232,0.9975128214285715,1.0009725142857142,0.32130999714285713,0,0.5,0.0,0.0,22.235852857142856,29.673788857142856,57.63343585714286,92.67299228571429,0.9982947571428572,1.0013484142857143,0.9204528542857142,0,0.5,0.0,0.0,24.509678142857144,28.713784285714286,69.53568485714285,89.77229314285715,0.9983461057142857,1.0007417571428572,0.9502642771428571,0,0.5,0.0,0.0,22.075858,31.041403714285714,48.141095428571425,89.37879771428571,0.9976695514285714,1.0009425085714285,0.4312428531428571,0,0.5,0.0,0.0,24.687325714285716,35.25534485714285,29.854946857142856,69.69354314285714,0.9955824414285714,1.0004627042857144,0.013187142720000001,0,0.5,0.0,0.0,21.769269714285713,31.654235714285715,43.695226,88.86953928571428,0.9976985071428571,1.0014111571428572,0.29999285885714283,26.711752714285716,9.884966000000002,66.28238264285714,45.174313285714284,0.0018563250000000475,29.971335285714282,10.568019142857136,49.77424499999999,39.83859628571428,0.002440131428571468,26.55863085714286,8.965545714285714,68.75994657142857,41.237702285714285,0.001636478571428568,26.611731214285715,4.2041061428571425,79.653989,20.236608285714297,0.0011978257142857274,25.954820857142856,7.4379360000000005,75.15321407142858,35.03955642857143,0.0015268285714285512,26.58135778571429,9.73606214285714,66.47639064285714,43.4318587142857,0.00172984642857138,25.562042285714284,7.047903428571427,77.11636614285713,33.36964514285713,0.001505102142857151,25.277001499999997,8.034733285714285,74.70856421428572,38.62983157142856,0.001606130000000039,26.878476642857144,10.693511857142855,61.943923999999996,47.79708514285713,0.0020403850000000334,26.58135778571429,9.73606214285714,66.47639064285714,43.4318587142857,0.00172984642857138
2012-01-22,0,0.5,0.0,0.0,20.790291999999997,29.795048428571427,50.66989528571428,90.3167422857143,0.9970909257142857,1.0005177285714286,0.7865814257142857,0,0.5,0.0,0.0,20.509669857142857,30.451817285714288,46.59899128571429,89.36895828571429,0.9968470485714286,1.0008732571428571,0.6185885714285714,0,0.5,0.0,0.0,20.410186714285715,27.643262571428572,64.350283,94.16243214285714,0.9978346685714286,1.0008900628571429,1.3444371142857143,0,0.5,0.0,0.0,21.319301,28.003906285714287,66.29346357142857,92.51895728571428,0.9975564642857143,1.0006099857142856,1.0491671371428573,0,0.5,0.0,0.0,20.790291999999997,29.795048428571427,50.66989528571428,90.3167422857143,0.9970909257142857,1.0005177285714286,0.7865814257142857,0,0.5,0.0,0.0,21.481000714285717,28.144313571428572,65.58606085714285,91.92117142857144,0.9975783871428572,1.0006000428571429,1.0621500000000001,0,0.5,0.0,0.0,23.973192714285712,27.510759714285715,73.10728628571428,87.67662700000001,0.9972470642857143,1.0000529200000001,1.1120257142857144,0,0.5,0.0,0.0,21.260650714285713,29.604771142857143,53.250051,90.57199714285714,0.9970427928571429,1.0004706757142858,0.8046871471428572,0,0.5,0.0,0.0,23.093013428571428,32.24471157142857,46.981757,81.71159214285714,0.9958229985714286,1.0004306942857142,1.4551842385714286,0,0.5,0.0,0.0,20.684173571428573,29.555424285714285,52.56428742857143,91.28113914285714,0.9972133171428571,1.0007414914285715,0.7547628691428571,25.119798928571427,8.871250714285711,71.92271328571428,38.71685171428571,0.0017640871428571958,27.668862499999996,9.15169814285714,64.34667457142857,34.72983514285714,0.002303847857142771,25.432710928571428,8.34412042857143,71.91102407142857,37.32194614285714,0.0017139414285714527,25.741976214285714,3.537567000000003,80.39195664285714,14.56934071428573,0.0014029278571429105,24.812657142857145,6.663312857142856,78.75361614285714,26.335110571428586,0.001510827857142849,25.292670214285714,9.00475642857143,70.4933187857143,39.646847000000015,0.0017134014285714594,24.661603642857145,6.684605285714287,79.40621042857143,26.225493714285705,0.0015267607142856465,24.026724642857143,7.2330758571428575,79.25635757142857,29.812149142857137,0.001527697142857165,25.480743571428572,9.942147428571431,67.98397478571428,42.769966999999994,0.0020131042857142734,25.292670214285714,9.00475642857143,70.4933187857143,39.646847000000015,0.0017134014285714594
2012-01-29,0,0.5,0.0,0.0,20.27392142857143,30.002014,49.612015142857146,92.05049414285715,0.9966659442857143,1.0000342642857143,0.4246771448571428,0,0.5,0.0,0.0,19.99453757142857,30.36917557142857,43.47989114285714,89.30851,0.9964826728571429,1.0006050057142857,0.17437428575714287,0,0.5,0.0,0.0,20.023485571428573,28.166081285714284,59.560299,95.46208871428571,0.9974059714285713,1.0006235814285716,0.762182828857143,0,0.5,0.0,0.0,20.85198557142857,28.504878714285717,62.62872771428572,93.92139157142857,0.9972718157142858,1.00033975,0.9693685371857143,0,0.5,0.0,0.0,20.27392142857143,30.002014,49.612015142857146,92.05049414285715,0.9966659442857143,1.0000342642857143,0.4246771448571428,0,0.5,0.0,0.0,20.970542,28.81394314285714,61.188497999999996,93.21377771428571,0.9972440914285715,1.0003570857142858,0.8846157282857143,0,0.5,0.0,0.0,23.903773714285713,27.849993,70.86542428571428,87.97151857142856,0.99709573,0.9997161657142858,1.6824385757142857,0,0.5,0.0,0.0,20.684173571428573,29.813977857142856,53.001961,92.46431271428571,0.9968174842857144,1.0000488142857142,0.45583856714285714,0,0.5,0.0,0.0,22.49851342857143,31.639365285714288,48.988620714285716,85.76026971428573,0.9955099485714286,0.9998815557142857,1.2833185357142856,0,0.5,0.0,0.0,20.253008,29.556906714285713,49.648279,92.32941214285714,0.9967708428571429,1.0004204571428572,0.30603429138571425,24.904957357142855,9.303898714285712,70.98884557142857,42.681133142857135,0.0018248071428571544,27.06893935714286,9.140851857142856,67.37444521428571,36.77164900000001,0.0021858035714285573,25.249075714285716,9.129804285714282,72.73313685714285,39.46235171428571,0.0016156649999999328,25.87688335714286,3.946219285714289,79.41847142857142,17.106094285714278,0.0013102178571429146,24.892242571428568,7.843401142857143,77.20113785714285,32.025279714285716,0.0015564971428571606,25.137967714285715,9.728092571428569,70.83125464285715,42.438479,0.0016841599999999901,24.678432142857144,7.652893142857145,78.27505964285714,31.29266385714285,0.0015339671428570845,24.09478342857143,8.142595714285711,77.51119385714286,35.90178971428571,0.001608805000000102,25.18185657142857,10.374638000000001,66.39420057142857,45.82861885714286,0.0020611664285714038,25.137967714285715,9.728092571428569,70.83125464285715,42.438479,0.0016841599999999901
2012-02-05,0,0.5,0.0,0.0,20.704537714285713,31.398860428571428,38.40663385714286,89.76147371428571,0.9964565114285715,1.000509957142857,0.08133143,0,0.5,0.0,0.0,20.567142999999998,31.620924142857145,36.56141457142857,87.93347142857144,0.9966428414285715,1.0011007142857142,0.05858142857142857,0,0.5,0.0,0.0,20.550912,28.812704999999998,53.92541114285715,93.74673814285714,0.9973860171428571,1.0012315,0.4677485614285714,0,0.5,0.0,0.0,21.223789857142858,28.934862285714285,57.080222285714285,93.51889028571429,0.9972512385714286,1.0009140142857142,0.5187542764285714,0,0.5,0.0,0.0,20.704537714285713,31.398860428571428,38.40663385714286,89.76147371428571,0.9964565114285715,1.000509957142857,0.08133143,0,0.5,0.0,0.0,21.448721857142857,29.353894999999998,56.19482828571428,92.52373957142858,0.99728573,1.0009677,0.46813283714285714,0,0.5,0.0,0.0,24.522787857142855,28.522657142857145,65.32591785714285,85.04933142857143,0.9974380428571428,1.0003476857142857,0.44555142428571426,0,0.5,0.0,0.0,21.120221714285716,31.018886000000002,41.75456157142857,90.70065571428572,0.9965040585714285,1.000466242857143,0.14415999985714284,0,0.5,0.0,0.0,23.06822,34.56413885714286,31.518100714285715,75.28867342857143,0.9947304185714286,1.0002720942857144,0.08973857142857143,0,0.5,0.0,0.0,20.961770142857144,31.10566928571429,40.70390828571429,89.04838771428571,0.9968364042857143,1.0010249714285713,0.165681432,26.033719714285716,10.143899142857144,64.876148,48.34447942857142,0.00209428357142849,28.81617942857143,11.495918857142858,53.40338707142857,43.77057271428571,0.0027708378571428827,26.069553857142857,9.898664285714286,66.22760864285715,48.94609414285715,0.001981092142857188,26.5227225,3.99986928571429,75.18762464285714,19.72341357142858,0.0014548214285714511,25.401308428571426,7.905173142857141,74.35928392857143,36.3289112857143,0.0018409849999999617,26.051699071428573,10.694322714285715,64.08405378571429,51.354839857142856,0.002026722857142782,25.07932607142857,7.711072428571427,75.29955628571429,36.43866800000001,0.0018313878571428188,24.6818085,8.261792999999997,73.83607464285714,39.82132699999999,0.0019227414285714617,26.09403357142857,11.053781142857147,62.247443000000004,51.372056857142866,0.0022289364285713598,26.051699071428573,10.694322714285715,64.08405378571429,51.354839857142856,0.002026722857142782
2012-02-12,0,0.5,0.0,0.0,20.59842785714286,32.21054071428571,40.481385714285715,90.50663085714287,0.9959978171428572,1.0000267114285715,0.06312571091428572,0,0.5,0.0,0.0,20.386853857142857,32.50881985714285,35.47233957142857,87.63485285714286,0.9959306042857143,1.0005615142857143,0.03196285814285714,0,0.5,0.0,0.0,20.65938457142857,30.031428714285713,50.616175857142856,93.80916928571428,0.9967946442857143,1.0006390857142857,0.32825571142857146,0,0.5,0.0,0.0,21.342939,29.682630142857143,55.64828828571428,94.01232642857143,0.9967627771428571,1.0003752485714286,0.3745800021428571,0,0.5,0.0,0.0,20.59842785714286,32.21054071428571,40.481385714285715,90.50663085714287,0.9959978171428572,1.0000267114285715,0.06312571091428572,0,0.5,0.0,0.0,21.612649142857144,30.339490714285713,53.193650285714284,93.09346628571429,0.9966943342857143,1.0003888714285714,0.3862357242857143,0,0.5,0.0,0.0,24.158948714285714,28.943080285714284,65.34854714285714,88.91721785714286,0.9969355657142858,0.9998091271428571,0.5669057285714285,0,0.5,0.0,0.0,21.075073428571425,31.669546857142855,44.722752428571425,91.15428214285714,0.9961597928571428,1.0000476628571429,0.11821857,0,0.5,0.0,0.0,23.54821357142857,34.75344785714286,30.822157714285712,76.26056928571428,0.9946230514285714,0.9996310185714286,0.22893571285714284,0,0.5,0.0,0.0,20.96407214285714,32.197536,39.456720714285716,88.42044871428571,0.9960892785714286,1.00042558,0.09155714428571428,26.58080407142857,11.233463857142858,63.93858471428571,48.963727999999996,0.002168150714285666,29.150830714285714,11.20523428571429,53.541363499999996,45.438411571428574,0.0025039835714285585,26.37231014285714,10.59447342857143,67.93851728571428,46.431529714285716,0.0019439350000000077,26.5510145,4.784131571428571,77.1328825,23.568670714285716,0.001436780714285657,25.976069928571427,8.726841571428569,73.14355828571428,39.899816,0.0018472685714285286,26.404484285714286,11.612112857142854,65.49400828571429,50.02524514285715,0.0020144471428571453,25.512784571428572,8.339691142857141,74.83030735714286,38.36403814285715,0.001806235714285731,25.345406642857142,9.372044142857142,72.21267257142857,43.19299342857142,0.0019222207142857162,26.447836857142853,12.121965999999997,61.55359621428572,52.16251328571429,0.0023154549999999663,26.404484285714286,11.612112857142854,65.49400828571429,50.02524514285715,0.0020144471428571453
