"Low","Median","High","uf","macroregional","macroregional_id","dummyweeks","SE","pop","LowCases","MedianCases","HighCases"
0.810310599093993,1.51540354019765,2.83403412495309,"Piauí","Semi-árido",2207,45,33,593556,4.80964717955834,8.99476863705554,16.8215795907066
1.03688352924762,1.65083830290454,2.62832519320106,"Piauí","Semi-árido",2207,46,34,593556,6.154484400861,9.79864979718807,15.6005818837565
0.662553725872024,1.36128920900019,2.79691780179996,"Piauí","Semi-árido",2207,47,35,593556,3.93262739313695,8.08001377737315,16.6012734276518
1.02230663554435,1.82275231632973,2.94002101328224,"Piauí","Semi-árido",2207,48,36,593556,6.0679623736716,10.8190557387141,17.4506711255975
0.487866212346479,1.00631352250246,1.7054139123356,"Piauí","Semi-árido",2207,49,37,593556,2.89575917535527,5.97303429162471,10.1225866015027
0.50227077436605,0.920246690703103,1.68605066225262,"Piauí","Semi-árido",2207,50,38,593556,2.98125831749615,5.46217944746971,10.0076548688401
0.486555917406874,0.836283524171886,1.43738901898199,"Piauí","Semi-árido",2207,51,39,593556,2.88798184112355,4.96381103473368,8.53170876550873
0.526167320034901,0.822459676089518,1.28559850267479,"Piauí","Semi-árido",2207,52,40,593556,3.12309769810635,4.8817587550099,7.63074704853637
0.101654445931893,0.310385741014976,0.558665511309999,"Piauí","Semi-árido",2207,1,41,593556,0.603376063095506,1.84231318893885,3.31599266231118
0.0620645548059924,0.234551782792155,0.435052226814687,"Piauí","Semi-árido",2207,2,42,593556,0.368387888924256,1.3921961798698,2.58227859539218
0.160256654855737,0.369229293583456,0.615839780414925,"Piauí","Semi-árido",2207,3,43,593556,0.951212990295519,2.19158262582222,3.65535396703961
0.0351336455910269,0.250595403808715,0.510905254301242,"Piauí","Semi-árido",2207,4,44,593556,0.208537861424276,1.48742405503086,3.03250879122028
0.0382779052314446,0.134564603660703,0.239780634254013,"Piauí","Semi-árido",2207,5,45,593556,0.227200803175553,0.798716278904324,1.42323234145275
0.0670696914961333,0.291446747723032,0.563004474305641,"Piauí","Semi-árido",2207,6,46,593556,0.398096178056789,1.72989965791492,3.34174683750959
0.130808090354612,0.372466577497133,0.665768508744922,"Piauí","Semi-árido",2207,7,47,593556,0.776419268785218,2.21079771872888,3.95170892976601
0.0908490688894619,0.210425242021317,0.343109059087283,"Piauí","Semi-árido",2207,8,48,593556,0.539240099337534,1.24899164953205,2.03654440675612
0.171943295193325,0.364460735931039,0.58860339705289,"Piauí","Semi-árido",2207,9,49,593556,1.02057974521769,2.16327856576284,3.49369077941125
0.046403819170437,0.251727706710907,0.497339959051263,"Piauí","Semi-árido",2207,10,50,593556,0.275432652915279,1.49414490684499,2.95199116734631
0.0451375011340749,0.193249578428763,0.362351417756431,"Piauí","Semi-árido",2207,11,51,593556,0.26791634623137,1.14704446773863,2.15075858117836
0.0212481222097769,0.173618958588251,0.348723615743247,"Piauí","Semi-árido",2207,12,52,593556,0.126119504263463,1.03052574583808,2.06986994466099
1.19416151290232,1.93115679119799,3.12300012343067,"Piauí","Meio Norte",2208,13,1,1400406,16.7231094763749,27.0440355733441,43.7346811085305
0.928093944706066,1.69008506686977,3.07769224177068,"Piauí","Meio Norte",2208,14,2,1400406,12.9970832873004,23.6680526815483,43.1001868152911
0.928935140858548,1.89986123048118,3.35950124912183,"Piauí","Meio Norte",2208,15,3,1400406,13.0088634486916,26.6057706633323,47.046657062777
0.764398323017474,1.75386881632694,4.02415302631915,"Piauí","Meio Norte",2208,16,4,1400406,10.7046799794361,24.5612841359714,56.354480429755
1.27939748986993,2.46840051075596,4.27762365119507,"Piauí","Meio Norte",2208,17,5,1400406,17.9167592119879,34.5676288566571,59.9040982687548
1.98310721212486,3.02014863663511,4.59949806626724,"Piauí","Meio Norte",2208,18,6,1400406,27.7715523850293,42.2943427163563,64.4116468898904
2.62610444016655,3.77034043970227,5.41313849282884,"Piauí","Meio Norte",2208,19,7,1400406,36.7761241463588,52.800073738017,75.8059162418846
2.69715618344222,4.11103061652802,6.26607121744858,"Piauí","Meio Norte",2208,20,8,1400406,37.7711370222958,57.5711194156953,87.7504372934229
3.2017166705555,4.90585999586251,7.51704937552402,"Piauí","Meio Norte",2208,21,9,1400406,44.8370323574595,68.7019577336583,105.269210477801
2.95165176839842,5.14197553401507,8.95766657689297,"Piauí","Meio Norte",2208,22,10,1400406,41.3351084637576,72.0085338968791,125.443700202804
4.30005868408771,7.02457915429953,11.4753578777003,"Piauí","Meio Norte",2208,23,11,1400406,60.2182798154854,98.3726279515598,160.701600240788
3.33318006558703,5.75051809718999,9.92099368633592,"Piauí","Meio Norte",2208,24,12,1400406,46.6780536292846,80.5306004641345,138.934190843069
3.93565603117537,7.11589900608684,12.8659665031005,"Piauí","Meio Norte",2208,25,13,1400406,55.1151631999417,99.6514766351805,180.175766867409
6.02266127771458,10.6361200240372,18.7835649307266,"Piauí","Meio Norte",2208,26,14,1400406,84.3417098927916,148.948862983818,263.046170303791
7.52626502178954,13.6684160540894,24.8231489173986,"Piauí","Meio Norte",2208,27,15,1400406,105.398266941042,191.413318526432,347.624866828186
6.76080896990518,13.0805120766704,25.3075921756622,"Piauí","Meio Norte",2208,28,16,1400406,94.6787744630904,183.180275952416,354.409039283504
6.34854603948698,14.4052672803766,32.6864961092503,"Piauí","Meio Norte",2208,29,17,1400406,88.9054196497381,201.73222731043,457.743652703708
5.68635060808028,13.0025536855294,29.7319694119513,"Piauí","Meio Norte",2208,30,18,1400406,79.6319950965927,182.088541965375,416.368283563131
7.27646193410393,15.3857582562659,32.5325081425585,"Piauí","Meio Norte",2208,31,19,1400406,101.900009512908,215.463081766243,455.587195978878
6.43265744914122,14.8413818456249,34.2419313991377,"Piauí","Meio Norte",2208,32,20,1400406,90.0833208772206,207.839601849043,479.526061829408
7.19664780195157,13.8797656304335,26.7691151849228,"Piauí","Meio Norte",2208,33,21,1400406,100.782287617398,194.373070674528,374.87629519657
7.13257777518111,13.128681490855,24.1654957185435,"Piauí","Meio Norte",2208,34,22,1400406,99.8850471183028,183.854843318822,338.415051972226
6.56735388220134,11.7849630156586,21.1478406328679,"Piauí","Meio Norte",2208,35,23,1400406,91.9696178075805,165.037329169063,296.15562909312
7.02804077517924,11.1017250931609,17.5366512498605,"Piauí","Meio Norte",2208,36,24,1400406,98.4211046980566,155.46922430813,245.584316302121
7.10844082856949,11.5287942474482,18.6979254671156,"Piauí","Meio Norte",2208,37,25,1400406,99.5470318697368,161.449926368919,261.846870117015
6.00752808494141,10.4209260903766,18.0766030629636,"Piauí","Meio Norte",2208,38,26,1400406,84.1297837532045,145.935274225199,253.145833889927
3.98587416540676,7.03607338579299,12.4204444585652,"Piauí","Meio Norte",2208,39,27,1400406,55.8184209648062,98.5335938590482,173.936649424414
3.09023563910003,6.02072743315921,11.7302248300239,"Piauí","Meio Norte",2208,40,28,1400406,43.2758453040952,84.3146282176076,164.270772333144
3.04769051467857,5.90353707981332,11.4354623229867,"Piauí","Meio Norte",2208,41,29,1400406,42.6800408289896,82.6734874779306,160.142900498845
2.48047937786405,4.31755492552656,7.51519270883467,"Piauí","Meio Norte",2208,42,30,1400406,34.7367820363708,60.4632982303694,105.243209606083
2.60167518182381,4.05473872483162,6.31935386919586,"Piauí","Meio Norte",2208,43,31,1400406,36.4340153467715,56.7828043868655,88.496610745451
2.45174956823044,3.59431542493572,5.26934053189424,"Piauí","Meio Norte",2208,44,32,1400406,34.3344480584732,50.3350088697254,73.7921609690789
1.95900133249008,3.10376502549006,4.91748380855383,"Piauí","Meio Norte",2208,45,33,1400406,27.433972200271,43.4653116428644,68.8647383040163
2.30805764634346,3.01475880745947,3.93784387558663,"Piauí","Meio Norte",2208,46,34,1400406,32.3221777628525,42.2188632251909,55.1458019043477
1.53095462237419,2.45023394845264,3.92150512785246,"Piauí","Meio Norte",2208,47,35,1400406,21.4395803890055,34.3132232281677,54.9169931007536
1.82506473008775,2.67579086881412,3.92307004545795,"Piauí","Meio Norte",2208,48,36,1400406,25.5583159840326,37.4719358743251,54.9389083007959
1.56193372353129,2.22418616138864,3.16723046950309,"Piauí","Meio Norte",2208,49,37,1400406,21.8734135803556,31.1476364552562,44.3540855287494
1.49795368325851,1.89481892710626,2.39682895849626,"Piauí","Meio Norte",2208,50,38,1400406,20.9774332575731,26.5351579443317,33.5653365445191
1.27510400308552,1.66171109000293,2.16553609741395,"Piauí","Meio Norte",2208,51,39,1400406,17.8566329654498,23.2707018070664,30.3262974403508
1.26431050008222,2.09489672318494,3.47113488381659,"Piauí","Meio Norte",2208,52,40,1400406,17.7054801017814,29.3370594052853,48.6099811810606
0.666560425347794,1.03270942269374,1.59998810485033,"Piauí","Meio Norte",2208,1,41,1400406,9.33455219019603,14.4621247179686,22.4063294196103
0.716991335145879,0.952712109151835,1.2659293333578,"Piauí","Meio Norte",2208,2,42,1400406,10.040789676863,13.3418375392888,17.7281503401026
0.576754820142825,0.978104162939073,1.65874253694462,"Piauí","Meio Norte",2208,3,43,1400406,8.07690910656932,13.6974293840486,23.2291300119246
