data_iniSE,casos_2307007,casos_2300200,casos_2300309,casos_2300408,casos_2300754,casos_2303808,casos_2301505,casos_2300101,casos_2300150,casos_2300507,casos_2300606,casos_2300705,casos_2300903,casos_2301000,casos_2301109,casos_2303907,casos_2301257,casos_2301307,casos_2301406,casos_2301802,casos_2301901,casos_2303931,casos_2301950,casos_2302008,casos_2302057,casos_2302107,casos_2304251,casos_2302305,casos_2302503,casos_2302909,casos_2303105,casos_2303402,casos_2303659,casos_2303709,casos_2303956,casos_2304004,casos_2304202,casos_2304236,casos_2304277,casos_2304285,casos_2304301,casos_2304350,casos_2304459,casos_2313401,casos_2304509,casos_2304608,casos_2304657,casos_2304806,casos_2304905,casos_2304954,casos_2305001,casos_2305100,casos_2305233,casos_2306207,casos_2305332,casos_2305357,casos_2305654,casos_2305704,casos_2306256,casos_2306306,casos_2306553,casos_2306702,casos_2307106,casos_2307205,casos_2307254,casos_2307304,casos_2307601,casos_2308005,casos_2308104,casos_2308203,casos_2308302,casos_2308351,casos_2308401,casos_2308807,casos_2308906,casos_2309003,casos_2309201,casos_2309300,casos_2309607,casos_2309706,casos_2309805,casos_2309904,casos_2310001,casos_2310100,casos_2310209,casos_2310258,casos_2310407,casos_2310605,casos_2310704,casos_2310852,casos_2310902,casos_2310951,casos_2311108,casos_2311207
2010-01-03,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-10,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2010-01-24,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2010-01-31,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-07,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-14,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,21,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010-02-21,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,81,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
2010-02-28,0,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,0,1,0,0,60,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,0,10,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-07,0,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-03-14,1,0,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,79,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-21,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,12,0,0,0,0,2,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-03-28,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,65,1,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010-04-04,1,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,11,0,0,0,0,1,0,0,55,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,1,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-11,4,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,47,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,2,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-18,0,0,0,18,0,2,1,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-04-25,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,65,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-05-02,0,0,1,5,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,11,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,38,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2010-05-09,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,67,0,0,1,13,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-16,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,2,0,1,0,1,7,0,1,0,0,1,0,0,85,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-05-23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,2,0,0,0,0,8,0,2,0,0,1,0,0,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,4,2,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,0,6,0,0,0,0,2,0,0,102,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,5,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,2,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,1,5,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,1,0,0,0,0,18,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-04,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-11,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2010-07-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,19,0,0,0,0,1,0,0,29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-08,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-22,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,10,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,14,0,0,3,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-05,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,7,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,32,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,54,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-03,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,4,0,1,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,51,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-10-10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2010-10-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2010-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
2010-10-31,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-11-07,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,6,0,0,0,0,11,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-14,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2010-11-21,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,5,1,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-11-28,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,7,0,1,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2010-12-05,1,0,12,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010-12-12,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,2,0,0,4,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2010-12-26,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
2011-01-02,3,1,5,2,6,1,3,0,10,0,0,0,22,2,7,0,0,1,0,4,3,1,8,2,4,10,1,0,8,6,2,0,11,151,23,26,12,0,0,2,3,0,0,4,0,1,1,0,7,17,0,0,33,0,2,1,2,0,2,1,3,0,0,1,0,9,3,17,5,1,0,0,1,0,1,1,1,0,17,17,0,0,0,3,1,3,0,0,4,0,2,0,2,2
2011-01-09,2,1,6,2,12,1,1,0,17,0,0,0,10,3,10,0,0,1,2,3,2,3,7,4,3,18,0,0,14,3,2,1,3,140,19,29,12,0,0,0,1,6,1,0,0,2,0,0,12,10,0,0,32,1,15,1,0,0,3,4,1,0,1,0,3,13,2,19,10,5,2,0,0,1,5,1,3,0,18,15,0,0,0,0,1,3,0,8,15,0,4,0,1,0
2011-01-16,5,0,12,5,5,0,0,0,11,0,0,0,2,4,11,0,0,0,0,7,6,1,13,0,5,5,0,5,6,1,2,2,3,143,37,29,15,1,1,4,0,1,2,3,0,2,3,0,17,7,0,0,13,0,10,0,2,1,1,4,3,0,0,0,3,12,1,23,30,0,0,0,0,3,3,2,0,1,30,9,0,0,0,3,2,1,1,8,9,1,3,0,2,2
2011-01-23,4,1,12,8,16,1,2,0,23,0,0,0,1,5,22,1,0,0,0,4,11,2,19,1,9,14,0,3,3,1,1,0,4,151,20,28,30,0,0,1,2,2,2,2,0,2,1,0,21,5,2,0,6,1,1,0,3,0,6,2,2,0,0,1,5,10,2,41,29,1,3,0,1,3,20,2,6,1,25,21,1,0,0,3,0,1,0,6,2,0,3,0,4,0
2011-01-30,4,2,27,5,20,4,0,0,40,1,1,1,2,1,21,2,3,2,2,6,8,2,14,6,8,19,4,6,12,5,3,0,25,188,17,37,53,0,1,8,1,2,0,4,0,2,0,0,16,4,0,3,3,3,6,3,2,2,4,6,6,1,1,5,9,26,9,44,32,0,14,0,0,0,62,10,4,0,35,17,1,0,0,0,2,2,1,13,6,0,2,0,4,1
2011-02-06,5,5,18,10,11,2,0,0,58,0,0,0,4,2,15,11,2,0,2,6,8,4,22,13,9,26,1,4,8,3,0,0,18,133,26,43,95,1,0,11,5,0,0,7,3,6,1,0,10,19,0,0,8,3,0,3,5,1,4,12,5,0,0,1,12,24,4,65,34,1,16,0,1,5,58,6,7,3,48,15,0,0,0,0,7,3,5,22,6,1,3,0,5,0
2011-02-13,5,11,20,3,10,3,0,2,38,0,2,0,3,2,23,4,0,2,2,5,4,0,26,20,21,24,2,5,7,2,1,0,48,125,16,33,117,1,0,13,6,1,3,6,1,7,1,0,14,14,0,5,25,3,2,3,3,4,10,9,6,1,0,2,7,12,12,40,39,1,19,0,0,3,40,11,1,0,74,30,3,1,0,3,5,1,11,16,5,1,6,2,7,2
2011-02-20,1,15,9,5,16,0,0,0,31,0,0,0,4,8,22,5,1,1,4,2,5,3,16,33,20,24,3,6,12,2,2,2,10,119,28,24,80,0,0,36,3,0,1,6,1,5,1,0,7,22,0,10,14,5,9,3,4,0,11,17,6,4,2,1,2,10,24,66,24,0,37,0,0,12,22,4,2,3,50,22,3,1,0,2,3,0,15,9,11,0,1,1,0,1
2011-02-27,1,4,0,12,16,2,0,0,29,0,2,0,4,14,13,4,1,1,2,2,9,2,28,23,18,40,0,7,12,6,3,0,7,155,6,28,68,1,0,18,16,0,2,4,0,5,1,0,3,3,2,5,9,4,9,3,0,1,9,22,4,0,4,3,8,12,38,173,6,0,39,0,0,26,13,3,0,9,60,20,1,3,0,1,4,2,7,2,4,0,5,0,6,0
2011-03-06,1,7,3,10,17,0,1,0,29,1,3,0,0,9,22,8,5,1,1,4,3,8,23,19,20,45,1,13,6,17,0,0,7,191,7,41,28,0,0,35,18,2,1,7,1,13,1,0,6,5,0,9,10,7,15,6,3,6,6,19,10,3,1,1,7,19,35,213,12,1,5,0,0,13,17,2,1,10,37,12,3,4,0,2,1,3,2,3,5,0,4,1,10,0
2011-03-13,1,6,3,8,16,1,0,0,17,3,1,3,5,6,12,7,2,0,8,6,5,10,21,22,22,60,2,7,19,3,3,1,12,155,4,28,30,4,0,43,17,1,1,11,6,7,5,0,5,0,9,7,7,4,17,1,1,0,10,22,7,2,4,2,5,13,49,180,16,1,11,2,0,13,11,1,3,11,56,26,5,3,0,2,2,14,5,2,3,2,4,0,13,1
2011-03-20,9,5,4,8,14,0,2,1,34,3,2,1,3,7,16,13,7,0,5,6,15,5,8,16,7,49,1,5,12,12,1,1,22,175,12,14,17,6,0,26,15,11,0,5,4,19,7,0,11,0,3,2,17,0,12,0,5,3,12,26,3,1,4,0,7,26,49,182,14,1,14,1,0,8,0,9,6,21,35,12,4,4,0,3,1,8,4,9,6,3,3,1,4,1
2011-03-27,7,10,2,10,10,1,0,1,8,2,1,2,7,6,18,12,8,1,10,6,22,3,12,17,14,38,3,7,15,19,2,1,15,126,5,9,43,6,0,30,21,10,5,6,5,15,3,1,3,4,7,9,12,6,17,3,0,5,54,14,13,3,1,1,3,30,47,120,22,0,6,4,0,6,1,1,14,13,21,14,3,1,1,2,4,3,0,1,11,3,8,0,8,1
2011-04-03,10,5,0,5,14,2,1,0,14,2,0,1,1,10,20,10,12,0,7,4,20,5,10,21,17,39,2,7,11,2,4,1,17,160,10,17,50,2,0,33,11,4,3,9,6,29,1,0,8,0,4,3,18,6,14,7,0,6,57,12,3,5,1,0,5,34,50,140,29,0,9,8,3,5,0,1,9,22,22,15,4,1,1,5,4,7,8,0,16,4,1,0,13,0
2011-04-10,2,5,4,4,10,3,2,0,7,1,1,0,3,7,26,6,4,0,4,8,21,8,10,23,18,20,0,4,25,7,1,3,18,141,10,14,34,0,0,48,15,0,2,5,14,22,1,0,11,0,2,2,21,3,19,6,0,10,30,8,1,2,1,1,5,25,28,139,15,1,10,2,3,12,0,0,6,14,20,13,1,2,0,6,7,0,1,2,8,4,2,1,11,1
2011-04-17,3,2,1,2,8,0,3,0,4,1,4,0,6,5,19,9,9,2,7,5,18,3,6,33,13,10,0,1,17,4,3,1,15,118,0,8,13,1,0,32,8,5,1,12,15,5,3,0,12,2,1,1,12,2,15,4,0,12,27,12,3,1,1,1,1,25,22,83,28,0,8,1,2,5,0,2,7,22,3,27,4,2,2,6,9,6,0,0,2,6,8,1,16,1
