data_iniSE,casos_2307007,casos_2300200,casos_2300309,casos_2300408,casos_2300754,casos_2303808,casos_2301505,casos_2300101,casos_2300150,casos_2300507,casos_2300606,casos_2300705,casos_2300903,casos_2301000,casos_2301109,casos_2303907,casos_2301257,casos_2301307,casos_2301406,casos_2301802,casos_2301901,casos_2303931,casos_2301950,casos_2302008,casos_2302057,casos_2302107,casos_2304251,casos_2302305,casos_2302503,casos_2302909,casos_2303105,casos_2303402,casos_2303659,casos_2303709,casos_2303956,casos_2304004,casos_2304202,casos_2304236,casos_2304277,casos_2304285,casos_2304301,casos_2304350,casos_2304459,casos_2313401,casos_2304509,casos_2304608,casos_2304657,casos_2304806,casos_2304905,casos_2304954,casos_2305001,casos_2305100,casos_2305233,casos_2306207,casos_2305332,casos_2305357,casos_2305654,casos_2305704,casos_2306256,casos_2306306,casos_2306553,casos_2306702,casos_2307106,casos_2307205,casos_2307254,casos_2307304,casos_2307601,casos_2308005,casos_2308104,casos_2308203,casos_2308302,casos_2308351,casos_2308401,casos_2308807,casos_2308906,casos_2309003,casos_2309201,casos_2309300,casos_2309607,casos_2309706,casos_2309805,casos_2309904,casos_2310001,casos_2310100,casos_2310209,casos_2310258,casos_2310407,casos_2310605,casos_2310704,casos_2310852,casos_2310902,casos_2310951,casos_2311108,casos_2311207
2022-10-09,0,0,1,10,0,0,0,0,0,2,0,1,0,1,10,0,0,0,1,0,2,0,0,0,2,1,0,14,2,1,2,1,0,14,0,0,1,0,0,0,0,0,0,14,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,7,19,2,0,9,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-16,0,1,1,8,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,2,0,2,0,1,0,27,3,0,2,2,0,10,0,1,2,1,0,0,1,0,1,8,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,4,0,1,2,6,19,0,0,15,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,1,0
2022-10-23,3,0,1,3,1,0,1,1,0,6,0,0,0,4,2,0,0,0,0,1,1,5,0,0,0,0,3,16,5,2,0,0,0,8,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,8,0,0,11,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,1,0,2,0,0,0,1,0
2022-10-30,0,0,4,4,0,0,1,0,1,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,26,10,0,1,1,0,8,0,2,0,0,1,0,1,2,1,13,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,2,6,17,0,0,6,0,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0,3,0,1,0
2022-11-06,4,5,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,3,4,1,0,0,0,0,1,1,17,7,0,1,0,0,11,0,0,0,0,0,0,1,2,1,2,0,0,0,0,4,0,0,0,1,3,0,2,0,0,0,0,1,3,0,1,3,0,13,0,0,11,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2022-11-13,2,8,2,4,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,8,0,0,1,1,12,0,0,1,0,0,1,3,1,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,3,6,18,2,0,7,1,0,2,0,1,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,0,0,1,0
2022-11-20,1,3,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,4,3,36,5,0,0,1,0,6,0,0,0,0,0,1,0,4,0,4,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,4,0,0,2,6,7,1,0,5,1,0,0,0,0,1,0,0,0,7,0,0,1,0,1,1,1,0,1,0,1,0,0,0
2022-11-27,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,35,4,0,1,0,1,9,0,0,0,0,0,0,0,0,5,9,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,8,8,1,0,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-12-04,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,2,36,2,0,0,0,0,11,0,0,0,0,0,0,0,2,0,7,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,2,0,2,0,0,1,7,5,0,0,3,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-12-11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,26,8,0,0,0,0,6,0,1,0,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-12-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,8,0,0,0,0,8,0,1,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,2,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,4,2,0,0,0,0,1,25,18,0,1,0,0,17,0,0,0,0,0,0,0,1,2,17,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,3,0,0,2,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2023-01-08,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,13,38,0,2,0,0,11,0,1,1,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,5,0,0,0,0,1,1,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-01-15,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,2,1,0,1,0,0,1,10,29,0,1,0,2,11,0,1,5,0,0,0,0,1,0,8,0,0,0,0,1,1,3,0,1,0,0,1,1,0,1,0,0,2,1,0,1,13,3,1,0,6,0,0,0,0,1,0,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-01-22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,3,39,38,1,2,1,0,10,1,3,7,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,2,1,0,0,0,0,3,1,1,1,0,0,1,21,5,0,1,3,1,0,0,0,0,0,0,0,0,5,0,0,1,1,1,3,0,0,1,0,0,0,0,0
2023-01-29,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,7,15,46,0,3,1,0,10,0,1,3,0,1,0,0,0,0,11,0,0,0,0,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,14,2,3,0,5,0,0,0,0,0,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,1,0
2023-02-05,0,2,0,1,1,0,1,0,0,2,0,1,0,0,2,0,0,0,3,0,3,0,0,1,1,1,2,30,42,0,1,0,0,14,0,0,1,0,4,0,0,2,1,4,0,0,0,2,25,0,0,2,1,2,1,0,1,0,5,0,1,0,0,2,4,10,14,2,1,6,2,0,0,0,1,0,0,3,2,11,0,0,0,3,0,1,1,0,0,1,0,0,2,0
2023-02-12,0,3,2,1,0,0,0,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,21,40,0,2,0,0,12,0,0,1,0,8,2,0,1,0,4,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,6,17,10,2,2,7,0,1,0,0,2,0,0,3,0,6,0,0,0,7,0,0,1,0,0,0,0,0,0,0
2023-02-19,2,3,3,0,0,0,0,1,0,2,0,0,0,1,2,1,0,0,3,0,4,1,0,0,0,0,6,40,37,0,0,1,0,17,0,3,1,1,3,1,0,2,0,4,0,0,0,0,25,0,1,1,1,0,0,2,1,0,3,0,3,5,0,0,8,10,11,3,2,5,1,2,0,0,0,0,0,16,0,6,0,0,0,8,0,1,0,0,0,0,0,0,0,0
2023-02-26,6,3,2,0,0,1,0,0,1,2,0,0,1,1,4,1,0,0,6,0,3,0,0,2,1,4,4,75,52,0,0,0,2,17,0,0,1,0,4,3,0,0,2,15,0,1,0,0,31,0,0,0,3,0,0,3,0,0,3,0,9,5,0,1,14,21,15,1,1,2,0,3,1,0,4,1,0,30,2,10,1,0,0,5,0,2,0,0,2,0,1,0,0,0
2023-03-05,11,1,1,0,0,0,0,0,0,1,0,0,0,7,4,0,0,0,13,0,0,1,0,4,0,2,4,91,84,3,4,2,5,36,0,3,0,1,1,0,0,5,1,14,0,1,0,0,27,1,1,4,6,0,2,2,1,1,3,1,5,7,0,4,13,10,21,1,1,1,4,2,0,1,4,0,0,9,1,14,1,0,2,3,0,0,2,1,0,1,1,0,2,0
2023-03-12,12,4,3,0,0,1,0,1,1,0,0,0,2,4,8,0,3,0,5,0,0,2,0,1,0,2,6,74,82,10,3,2,3,40,0,0,0,0,2,1,2,2,5,6,0,1,0,0,30,0,0,0,4,2,0,4,2,1,1,2,5,7,2,6,11,9,16,0,0,4,1,2,0,0,3,1,0,11,4,14,0,0,3,5,1,1,0,0,0,0,5,1,3,0
2023-03-19,10,13,4,0,3,0,1,1,2,2,0,0,1,14,5,1,1,0,1,0,1,0,0,5,0,0,11,47,141,1,2,0,1,5,0,0,1,0,0,0,9,1,4,5,0,0,0,2,19,0,1,0,3,2,0,18,3,0,2,0,2,19,1,10,8,4,25,1,1,8,4,2,0,0,4,1,0,15,5,10,0,0,4,4,2,0,1,1,0,0,1,0,5,1
2023-03-26,15,8,3,0,0,0,0,3,0,4,0,0,3,7,10,0,1,0,0,0,4,0,0,4,1,0,25,32,110,2,0,0,1,0,0,3,1,3,2,0,9,7,1,2,0,1,0,0,16,0,0,0,5,1,3,4,1,0,0,0,3,9,4,12,5,0,22,0,4,2,3,0,0,0,0,1,0,17,6,10,0,0,4,3,0,4,0,2,0,0,0,0,4,0
2023-04-02,14,10,2,0,1,1,0,5,0,2,0,0,0,1,8,0,0,0,0,1,2,0,0,4,1,0,18,24,57,0,0,1,1,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,14,1,0,0,1,0,3,2,1,0,0,0,2,4,0,11,0,1,16,0,4,2,6,0,0,0,1,1,0,10,0,0,0,0,7,2,0,1,0,0,0,0,3,0,0,0
2023-04-09,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,11,3,4,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,1,0,1,3,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
