geocode,name_muni,name_region,code_region,name_macro,code_macro,state
1100015,Alta Floresta D'Oeste,Zona da Mata,11005,Cacoal,1101,RO
1100023,Ariquemes,Vale do Jamari,11001,Porto Velho,1102,RO
1100031,Cabixi,Cone Sul,11006,Cacoal,1101,RO
1100049,Cacoal,Café,11002,Cacoal,1101,RO
1100056,Cerejeiras,Cone Sul,11006,Cacoal,1101,RO
1100064,Colorado do Oeste,Cone Sul,11006,Cacoal,1101,RO
1100072,Corumbiara,Cone Sul,11006,Cacoal,1101,RO
1100080,Costa Marques,Vale do Guaporé,11007,Cacoal,1101,RO
1100098,Espigão D'Oeste,Café,11002,Cacoal,1101,RO
1100106,Guajará-Mirim,Madeira-Mamoré,11004,Porto Velho,1102,RO
1100114,Jaru,Central,11003,Porto Velho,1102,RO
1100122,Ji-Paraná,Central,11003,Porto Velho,1102,RO
1100130,Machadinho D'Oeste,Vale do Jamari,11001,Porto Velho,1102,RO
1100148,Nova Brasilândia D'Oeste,Zona da Mata,11005,Cacoal,1101,RO
1100189,Pimenta Bueno,Café,11002,Cacoal,1101,RO
1100205,Porto Velho,Madeira-Mamoré,11004,Porto Velho,1102,RO
1100254,Presidente Médici,Central,11003,Porto Velho,1102,RO
1100288,Rolim de Moura,Zona da Mata,11005,Cacoal,1101,RO
1101302,Mirante da Serra,Central,11003,Porto Velho,1102,RO
5006408,Pedro Gomes,Campo Grande,50001,Campo Grande,5008,MS
5006606,Ponta Porã,Dourados,50003,Dourados,5006,MS
1100155,Ouro Preto do Oeste,Central,11003,Porto Velho,1102,RO
1100262,Rio Crespo,Vale do Jamari,11001,Porto Velho,1102,RO
1100320,São Miguel do Guaporé,Central,11003,Porto Velho,1102,RO
1100338,Nova Mamoré,Madeira-Mamoré,11004,Porto Velho,1102,RO
1100346,Alvorada D'Oeste,Central,11003,Porto Velho,1102,RO
1100379,Alto Alegre dos Parecis,Zona da Mata,11005,Cacoal,1101,RO
1100403,Alto Paraíso,Vale do Jamari,11001,Porto Velho,1102,RO
1100502,Novo Horizonte do Oeste,Zona da Mata,11005,Cacoal,1101,RO
1100601,Cacaulândia,Vale do Jamari,11001,Porto Velho,1102,RO
1100700,Campo Novo de Rondônia,Vale do Jamari,11001,Porto Velho,1102,RO
1100809,Candeias do Jamari,Madeira-Mamoré,11004,Porto Velho,1102,RO
1100908,Castanheiras,Zona da Mata,11005,Cacoal,1101,RO
1100924,Chupinguaia,Cone Sul,11006,Cacoal,1101,RO
1100940,Cujubim,Vale do Jamari,11001,Porto Velho,1102,RO
1101005,Governador Jorge Teixeira,Central,11003,Porto Velho,1102,RO
1101104,Itapuã do Oeste,Madeira-Mamoré,11004,Porto Velho,1102,RO
1300201,Atalaia do Norte,Alto Solimões,13009,Oeste,1302,AM
1300300,Autazes,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1300409,Barcelos,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1300508,Barreirinha,Baixo Amazonas,13005,Leste,1303,AM
1101484,São Felipe D'Oeste,Café,11002,Cacoal,1101,RO
1101559,Teixeirópolis,Central,11003,Porto Velho,1102,RO
1101708,Urupá,Central,11003,Porto Velho,1102,RO
1101757,Vale do Anari,Central,11003,Porto Velho,1102,RO
1101807,Vale do Paraíso,Central,11003,Porto Velho,1102,RO
1200013,Acrelândia,Baixo Acre e Purus,12002,Acre,1201,AC
1200054,Assis Brasil,Alto Acre,12001,Acre,1201,AC
1200104,Brasiléia,Alto Acre,12001,Acre,1201,AC
1200138,Bujari,Baixo Acre e Purus,12002,Acre,1201,AC
1200179,Capixaba,Baixo Acre e Purus,12002,Acre,1201,AC
1200203,Cruzeiro do Sul,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200252,Epitaciolândia,Alto Acre,12001,Acre,1201,AC
1200302,Feijó,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200328,Jordão,Baixo Acre e Purus,12002,Acre,1201,AC
1200336,Mâncio Lima,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200344,Manoel Urbano,Baixo Acre e Purus,12002,Acre,1201,AC
1200351,Marechal Thaumaturgo,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200385,Plácido de Castro,Baixo Acre e Purus,12002,Acre,1201,AC
1200393,Porto Walter,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200401,Rio Branco,Baixo Acre e Purus,12002,Acre,1201,AC
1200427,Rodrigues Alves,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200435,Santa Rosa do Purus,Baixo Acre e Purus,12002,Acre,1201,AC
1200450,Senador Guiomard,Baixo Acre e Purus,12002,Acre,1201,AC
1200500,Sena Madureira,Baixo Acre e Purus,12002,Acre,1201,AC
1200609,Tarauacá,Juruá e Tarauacá/Envira,12003,Acre,1201,AC
1200708,Xapuri,Alto Acre,12001,Acre,1201,AC
1200807,Porto Acre,Baixo Acre e Purus,12002,Acre,1201,AC
1300029,Alvarães,Triângulo,13008,Oeste,1302,AM
1300060,Amaturá,Alto Solimões,13009,Oeste,1302,AM
1300086,Anamã,Rio Negro e Solimões,13002,Central,1304,AM
1300102,Anori,Rio Negro e Solimões,13002,Central,1304,AM
1300144,Apuí,Rio Madeira,13003,Leste,1303,AM
1300607,Benjamin Constant,Alto Solimões,13009,Oeste,1302,AM
1300631,Beruri,Rio Negro e Solimões,13002,Central,1304,AM
1300680,Boa Vista do Ramos,Baixo Amazonas,13005,Leste,1303,AM
1300706,Boca do Acre,Regional Purus,13006,Central,1304,AM
1300805,Borba,Rio Madeira,13003,Leste,1303,AM
1300839,Caapiranga,Rio Negro e Solimões,13002,Central,1304,AM
1300904,Canutama,Regional Purus,13006,Central,1304,AM
1301001,Carauari,Regional Juruá,13007,Oeste,1302,AM
1301100,Careiro,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1301159,Careiro da Várzea,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1301209,Coari,Rio Negro e Solimões,13002,Central,1304,AM
1301308,Codajás,Rio Negro e Solimões,13002,Central,1304,AM
1301407,Eirunepé,Regional Juruá,13007,Oeste,1302,AM
1301506,Envira,Regional Juruá,13007,Oeste,1302,AM
1301605,Fonte Boa,Alto Solimões,13009,Oeste,1302,AM
1301654,Guajará,Regional Juruá,13007,Oeste,1302,AM
1301704,Humaitá,Rio Madeira,13003,Leste,1303,AM
1301803,Ipixuna,Regional Juruá,13007,Oeste,1302,AM
1301852,Iranduba,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1301902,Itacoatiara,Médio Amazonas,13004,Leste,1303,AM
1301951,Itamarati,Regional Juruá,13007,Oeste,1302,AM
1302009,Itapiranga,Médio Amazonas,13004,Leste,1303,AM
1302108,Japurá,Triângulo,13008,Oeste,1302,AM
1303304,Novo Aripuanã,Rio Madeira,13003,Leste,1303,AM
1500107,Abaetetuba,Tocantins,15011,Macrorregional I,1512,PA
1500131,Abel Figueiredo,Carajás,15003,Macrorregional IV,1509,PA
1500347,Água Azul do Norte,Araguaia,15001,Macrorregional IV,1509,PA
1500404,Alenquer,Baixo Amazonas,15002,Macrorregional III,1510,PA
1500503,Almeirim,Baixo Amazonas,15002,Macrorregional III,1510,PA
1500602,Altamira,Xingu,15012,Macrorregional III,1510,PA
1500701,Anajás,Marajó II,15014,Macrorregional I,1512,PA
1500800,Ananindeua,Metropolitana I,15006,Macrorregional I,1512,PA
1500859,Anapu,Xingu,15012,Macrorregional III,1510,PA
1500909,Augusto Corrêa,Rio Caetés,15009,Macrorregional II,1511,PA
1500958,Aurora do Pará,Metropolitana III,15008,Macrorregional II,1511,PA
1501006,Aveiro,Tapajós,15010,Macrorregional III,1510,PA
1501105,Bagre,Marajó II,15014,Macrorregional I,1512,PA
1501204,Baião,Tocantins,15011,Macrorregional I,1512,PA
1501253,Bannach,Araguaia,15001,Macrorregional IV,1509,PA
1501303,Barcarena,Tocantins,15011,Macrorregional I,1512,PA
1501402,Belém,Metropolitana I,15006,Macrorregional I,1512,PA
1501501,Benevides,Metropolitana I,15006,Macrorregional I,1512,PA
1501576,Bom Jesus do Tocantins,Carajás,15003,Macrorregional IV,1509,PA
1501600,Bonito,Rio Caetés,15009,Macrorregional II,1511,PA
1501709,Bragança,Rio Caetés,15009,Macrorregional II,1511,PA
1501725,Brasil Novo,Xingu,15012,Macrorregional III,1510,PA
1501758,Brejo Grande do Araguaia,Carajás,15003,Macrorregional IV,1509,PA
1501782,Breu Branco,Lago de Tucuruí,15004,Macrorregional IV,1509,PA
1501808,Breves,Marajó II,15014,Macrorregional I,1512,PA
1501907,Bujaru,Metropolitana II,15007,Macrorregional II,1511,PA
1501956,Cachoeira do Piriá,Rio Caetés,15009,Macrorregional II,1511,PA
1502004,Cachoeira do Arari,Marajó I,15013,Macrorregional I,1512,PA
1502103,Cametá,Tocantins,15011,Macrorregional I,1512,PA
1502152,Canaã dos Carajás,Carajás,15003,Macrorregional IV,1509,PA
1502202,Capanema,Rio Caetés,15009,Macrorregional II,1511,PA
1502301,Capitão Poço,Metropolitana III,15008,Macrorregional II,1511,PA
1502400,Castanhal,Metropolitana III,15008,Macrorregional II,1511,PA
1502608,Colares,Metropolitana II,15007,Macrorregional II,1511,PA
1502707,Conceição do Araguaia,Araguaia,15001,Macrorregional IV,1509,PA
1502756,Concórdia do Pará,Metropolitana II,15007,Macrorregional II,1511,PA
1502764,Cumaru do Norte,Araguaia,15001,Macrorregional IV,1509,PA
1502772,Curionópolis,Carajás,15003,Macrorregional IV,1509,PA
1502806,Curralinho,Marajó II,15014,Macrorregional I,1512,PA
1502855,Curuá,Baixo Amazonas,15002,Macrorregional III,1510,PA
1502905,Curuçá,Metropolitana III,15008,Macrorregional II,1511,PA
1502939,Dom Eliseu,Carajás,15003,Macrorregional IV,1509,PA
1502954,Eldorado do Carajás,Carajás,15003,Macrorregional IV,1509,PA
1303403,Parintins,Baixo Amazonas,13005,Leste,1303,AM
1303502,Pauini,Regional Purus,13006,Central,1304,AM
1303536,Presidente Figueiredo,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1503002,Faro,Baixo Amazonas,15002,Macrorregional III,1510,PA
1503044,Floresta do Araguaia,Araguaia,15001,Macrorregional IV,1509,PA
1503077,Garrafão do Norte,Metropolitana III,15008,Macrorregional II,1511,PA
1503093,Goianésia do Pará,Lago de Tucuruí,15004,Macrorregional IV,1509,PA
1503101,Gurupá,Marajó II,15014,Macrorregional I,1512,PA
1503200,Igarapé-Açu,Metropolitana III,15008,Macrorregional II,1511,PA
1503309,Igarapé-Miri,Tocantins,15011,Macrorregional I,1512,PA
1507003,Santo Antônio do Tauá,Metropolitana II,15007,Macrorregional II,1511,PA
1503408,Inhangapi,Metropolitana III,15008,Macrorregional II,1511,PA
1503754,Jacareacanga,Tapajós,15010,Macrorregional III,1510,PA
1503804,Jacundá,Lago de Tucuruí,15004,Macrorregional IV,1509,PA
1303569,Rio Preto da Eva,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1303601,Santa Isabel do Rio Negro,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1503903,Juruti,Baixo Amazonas,15002,Macrorregional III,1510,PA
1400175,Cantá,Centro Norte,14001,Roraima,1401,RR
1504000,Limoeiro do Ajuru,Tocantins,15011,Macrorregional I,1512,PA
1504059,Mãe do Rio,Metropolitana III,15008,Macrorregional II,1511,PA
1504109,Magalhães Barata,Metropolitana III,15008,Macrorregional II,1511,PA
1504208,Marabá,Carajás,15003,Macrorregional IV,1509,PA
1504307,Maracanã,Metropolitana III,15008,Macrorregional II,1511,PA
1504406,Marapanim,Metropolitana III,15008,Macrorregional II,1511,PA
1101203,Ministro Andreazza,Café,11002,Cacoal,1101,RO
1101401,Monte Negro,Vale do Jamari,11001,Porto Velho,1102,RO
1505502,Paragominas,Metropolitana III,15008,Macrorregional II,1511,PA
1505536,Parauapebas,Carajás,15003,Macrorregional IV,1509,PA
1505551,Pau D'Arco,Araguaia,15001,Macrorregional IV,1509,PA
1720853,Sucupira,Ilha do Bananal,17005,Centro-Sul,1702,TO
1720903,Taguatinga,Sudeste,17003,Centro-Sul,1702,TO
2102804,Carolina,Imperatriz,21008,Sul,2109,MA
2102903,Carutapera,Zé Doca,21019,Norte,2110,MA
2103000,Caxias,Caxias,21005,Leste,2111,MA
2509156,Marizópolis,10ª Região,25010,Sertão/Alto Sertão,2501,PB
1504422,Marituba,Metropolitana I,15006,Macrorregional I,1512,PA
1504455,Medicilândia,Xingu,15012,Macrorregional III,1510,PA
1504505,Melgaço,Marajó II,15014,Macrorregional I,1512,PA
1504604,Mocajuba,Tocantins,15011,Macrorregional I,1512,PA
1504703,Moju,Tocantins,15011,Macrorregional I,1512,PA
1504752,Mojuí dos Campos,Baixo Amazonas,15002,Macrorregional III,1510,PA
1504802,Monte Alegre,Baixo Amazonas,15002,Macrorregional III,1510,PA
1504901,Muaná,Marajó I,15013,Macrorregional I,1512,PA
1504950,Nova Esperança do Piriá,Metropolitana III,15008,Macrorregional II,1511,PA
1504976,Nova Ipixuna,Carajás,15003,Macrorregional IV,1509,PA
1505007,Nova Timboteua,Rio Caetés,15009,Macrorregional II,1511,PA
1303700,Santo Antônio do Içá,Alto Solimões,13009,Oeste,1302,AM
1303809,São Gabriel da Cachoeira,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304,AM
1303908,São Paulo de Olivença,Alto Solimões,13009,Oeste,1302,AM
1303957,São Sebastião do Uatumã,Médio Amazonas,13004,Leste,1303,AM
1304062,Tabatinga,Alto Solimões,13009,Oeste,1302,AM
1304104,Tapauá,Regional Purus,13006,Central,1304,AM
1304203,Tefé,Triângulo,13008,Oeste,1302,AM
1304237,Tonantins,Alto Solimões,13009,Oeste,1302,AM
1304260,Uarini,Triângulo,13008,Oeste,1302,AM
1304302,Urucará,Médio Amazonas,13004,Leste,1303,AM
1505031,Novo Progresso,Tapajós,15010,Macrorregional III,1510,PA
1505494,Palestina do Pará,Carajás,15003,Macrorregional IV,1509,PA
2403707,Felipe Guerra,Mossoró,24002,Macrorregião II,2401,RN
3128105,Guapé,Piumhi,31093,Sul,3101,MG
3517000,Getulina,Lins,35065,RRAS9,3518,SP
1505601,Peixe-Boi,Rio Caetés,15009,Macrorregional II,1511,PA
1505635,Piçarra,Carajás,15003,Macrorregional IV,1509,PA
1505650,Placas,Baixo Amazonas,15002,Macrorregional III,1510,PA
1505700,Ponta de Pedras,Marajó I,15013,Macrorregional I,1512,PA
1505809,Portel,Marajó II,15014,Macrorregional I,1512,PA
1505908,Porto de Moz,Xingu,15012,Macrorregional III,1510,PA
1506005,Prainha,Baixo Amazonas,15002,Macrorregional III,1510,PA
1506559,Santa Luzia do Pará,Rio Caetés,15009,Macrorregional II,1511,PA
1506104,Primavera,Rio Caetés,15009,Macrorregional II,1511,PA
1700301,Aguiarnópolis,Bico do Papagaio,17002,Norte,1701,TO
1700350,Aliança do Tocantins,Ilha do Bananal,17005,Centro-Sul,1702,TO
1700400,Almas,Sudeste,17003,Centro-Sul,1702,TO
1700707,Alvorada,Ilha do Bananal,17005,Centro-Sul,1702,TO
1506351,Santa Bárbara do Pará,Metropolitana I,15006,Macrorregional I,1512,PA
1701002,Ananás,Bico do Papagaio,17002,Norte,1701,TO
3517208,Guaiçara,Lins,35065,RRAS9,3518,SP
1506112,Quatipuru,Rio Caetés,15009,Macrorregional II,1511,PA
1506138,Redenção,Araguaia,15001,Macrorregional IV,1509,PA
1506161,Rio Maria,Araguaia,15001,Macrorregional IV,1509,PA
1506187,Rondon do Pará,Carajás,15003,Macrorregional IV,1509,PA
1506195,Rurópolis,Tapajós,15010,Macrorregional III,1510,PA
1506203,Salinópolis,Rio Caetés,15009,Macrorregional II,1511,PA
1101435,Nova União,Central,11003,Porto Velho,1102,RO
1101450,Parecis,Zona da Mata,11005,Cacoal,1101,RO
1101468,Pimenteiras do Oeste,Cone Sul,11006,Cacoal,1101,RO
1101476,Primavera de Rondônia,Café,11002,Cacoal,1101,RO
1101492,São Francisco do Guaporé,Vale do Guaporé,11007,Cacoal,1101,RO
1304401,Urucurituba,Médio Amazonas,13004,Leste,1303,AM
1400027,Amajari,Centro Norte,14001,Roraima,1401,RR
1400050,Alto Alegre,Centro Norte,14001,Roraima,1401,RR
1400100,Boa Vista,Centro Norte,14001,Roraima,1401,RR
1506302,Salvaterra,Marajó I,15013,Macrorregional I,1512,PA
1400159,Bonfim,Centro Norte,14001,Roraima,1401,RR
1703800,Buriti do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
1506401,Santa Cruz do Arari,Marajó I,15013,Macrorregional I,1512,PA
1506500,Santa Izabel do Pará,Metropolitana II,15007,Macrorregional II,1511,PA
1507904,Soure,Marajó I,15013,Macrorregional I,1512,PA
1506609,Santa Maria do Pará,Metropolitana III,15008,Macrorregional II,1511,PA
1506906,Santarém Novo,Rio Caetés,15009,Macrorregional II,1511,PA
1718402,Presidente Kennedy,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1507102,São Caetano de Odivelas,Metropolitana II,15007,Macrorregional II,1511,PA
1507151,São Domingos do Araguaia,Carajás,15003,Macrorregional IV,1509,PA
1400209,Caracaraí,Sul,14002,Roraima,1401,RR
1400233,Caroebe,Sul,14002,Roraima,1401,RR
1400282,Iracema,Sul,14002,Roraima,1401,RR
1400308,Mucajaí,Centro Norte,14001,Roraima,1401,RR
1400407,Normandia,Centro Norte,14001,Roraima,1401,RR
1400456,Pacaraima,Centro Norte,14001,Roraima,1401,RR
1400472,Rorainópolis,Sul,14002,Roraima,1401,RR
1508407,Xinguara,Araguaia,15001,Macrorregional IV,1509,PA
1507409,São Francisco do Pará,Metropolitana III,15008,Macrorregional II,1511,PA
1507466,São João da Ponta,Metropolitana III,15008,Macrorregional II,1511,PA
1718451,Pugmil,Cantão,17007,Centro-Sul,1702,TO
1718501,Recursolândia,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1718550,Riachinho,Bico do Papagaio,17002,Norte,1701,TO
1718659,Rio da Conceição,Sudeste,17003,Centro-Sul,1702,TO
1718709,Rio dos Bois,Capim Dourado,17006,Centro-Sul,1702,TO
1718758,Rio Sono,Capim Dourado,17006,Centro-Sul,1702,TO
5106208,Nova Brasilândia,Baixada Cuiabana,51002,Centro-Norte,5105,MT
5106216,Nova Canaã do Norte,Norte Matogrossense,51010,Norte,5103,MT
1507755,Sapucaia,Araguaia,15001,Macrorregional IV,1509,PA
1507961,Terra Alta,Metropolitana III,15008,Macrorregional II,1511,PA
1508126,Ulianópolis,Metropolitana III,15008,Macrorregional II,1511,PA
1508209,Vigia,Metropolitana II,15007,Macrorregional II,1511,PA
1508308,Viseu,Rio Caetés,15009,Macrorregional II,1511,PA
1508357,Vitória do Xingu,Xingu,15012,Macrorregional III,1510,PA
1600055,Serra do Navio,Área Central,16001,Amapá,1601,AP
1600105,Amapá,Área Norte,16002,Amapá,1601,AP
1600154,Pedra Branca do Amapari,Área Central,16001,Amapá,1601,AP
1600204,Calçoene,Área Norte,16002,Amapá,1601,AP
1600212,Cutias,Área Central,16001,Amapá,1601,AP
1600238,Ferreira Gomes,Área Central,16001,Amapá,1601,AP
1600253,Itaubal,Área Central,16001,Amapá,1601,AP
1600279,Laranjal do Jari,Área Sudoeste,16003,Amapá,1601,AP
1600303,Macapá,Área Central,16001,Amapá,1601,AP
1600402,Mazagão,Área Sudoeste,16003,Amapá,1601,AP
1600501,Oiapoque,Área Norte,16002,Amapá,1601,AP
1600535,Porto Grande,Área Central,16001,Amapá,1601,AP
1600550,Pracuúba,Área Norte,16002,Amapá,1601,AP
1600600,Santana,Área Sudoeste,16003,Amapá,1601,AP
1600709,Tartarugalzinho,Área Norte,16002,Amapá,1601,AP
1600808,Vitória do Jari,Área Sudoeste,16003,Amapá,1601,AP
1700251,Abreulândia,Cantão,17007,Centro-Sul,1702,TO
2103125,Central do Maranhão,Pinheiro,21011,Norte,2110,MA
1701051,Angico,Bico do Papagaio,17002,Norte,1701,TO
1702554,Augustinópolis,Bico do Papagaio,17002,Norte,1701,TO
1702901,Axixá do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
1703008,Babaçulândia,Médio Norte Araguaia,17001,Norte,1701,TO
1703057,Bandeirantes do Tocantins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1703073,Barra do Ouro,Médio Norte Araguaia,17001,Norte,1701,TO
1703107,Barrolândia,Cantão,17007,Centro-Sul,1702,TO
1703206,Bernardo Sayão,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1703305,Bom Jesus do Tocantins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1703602,Brasilândia do Tocantins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1703701,Brejinho de Nazaré,Amor Perfeito,17008,Centro-Sul,1702,TO
1703826,Cachoeirinha,Bico do Papagaio,17002,Norte,1701,TO
1703842,Campos Lindos,Médio Norte Araguaia,17001,Norte,1701,TO
1703867,Cariri do Tocantins,Ilha do Bananal,17005,Centro-Sul,1702,TO
1703883,Carmolândia,Médio Norte Araguaia,17001,Norte,1701,TO
1400506,São João da Baliza,Sul,14002,Roraima,1401,RR
1703891,Carrasco Bonito,Bico do Papagaio,17002,Norte,1701,TO
1703909,Caseara,Cantão,17007,Centro-Sul,1702,TO
1704105,Centenário,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1704600,Chapada de Areia,Cantão,17007,Centro-Sul,1702,TO
1705102,Chapada da Natividade,Amor Perfeito,17008,Centro-Sul,1702,TO
1705508,Colinas do Tocantins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1705557,Combinado,Sudeste,17003,Centro-Sul,1702,TO
1705607,Conceição do Tocantins,Sudeste,17003,Centro-Sul,1702,TO
1706001,Couto Magalhães,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1706100,Cristalândia,Cantão,17007,Centro-Sul,1702,TO
1706258,Crixás do Tocantins,Ilha do Bananal,17005,Centro-Sul,1702,TO
1706506,Darcinópolis,Médio Norte Araguaia,17001,Norte,1701,TO
1707009,Dianópolis,Sudeste,17003,Centro-Sul,1702,TO
1707108,Divinópolis do Tocantins,Cantão,17007,Centro-Sul,1702,TO
1707207,Dois Irmãos do Tocantins,Cantão,17007,Centro-Sul,1702,TO
1707306,Dueré,Ilha do Bananal,17005,Centro-Sul,1702,TO
1707405,Esperantina,Bico do Papagaio,17002,Norte,1701,TO
1707553,Fátima,Amor Perfeito,17008,Centro-Sul,1702,TO
1707652,Figueirópolis,Ilha do Bananal,17005,Centro-Sul,1702,TO
1707702,Filadélfia,Médio Norte Araguaia,17001,Norte,1701,TO
1708205,Formoso do Araguaia,Ilha do Bananal,17005,Centro-Sul,1702,TO
1708254,Fortaleza do Tabocão,Capim Dourado,17006,Centro-Sul,1702,TO
1400605,São Luiz,Sul,14002,Roraima,1401,RR
1400704,Uiramutã,Centro Norte,14001,Roraima,1401,RR
1715259,Novo Jardim,Sudeste,17003,Centro-Sul,1702,TO
1715705,Palmeirante,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1715754,Palmeirópolis,Ilha do Bananal,17005,Centro-Sul,1702,TO
1716109,Paraíso do Tocantins,Cantão,17007,Centro-Sul,1702,TO
1716208,Paranã,Sudeste,17003,Centro-Sul,1702,TO
1716307,Pau D'Arco,Médio Norte Araguaia,17001,Norte,1701,TO
1716505,Pedro Afonso,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1716604,Peixe,Ilha do Bananal,17005,Centro-Sul,1702,TO
1716653,Pequizeiro,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
2409209,Passagem,São José de Mipibu,24001,Macrorregião I,2402,RN
5106224,Nova Mutum,Teles Pires,51014,Norte,5103,MT
1709807,Ipueiras,Amor Perfeito,17008,Centro-Sul,1702,TO
1710706,Itaguatins,Bico do Papagaio,17002,Norte,1701,TO
1712009,Lajeado,Capim Dourado,17006,Centro-Sul,1702,TO
1712405,Lizarda,Capim Dourado,17006,Centro-Sul,1702,TO
1505064,Novo Repartimento,Lago de Tucuruí,15004,Macrorregional IV,1509,PA
1505106,Óbidos,Baixo Amazonas,15002,Macrorregional III,1510,PA
1505205,Oeiras do Pará,Tocantins,15011,Macrorregional I,1512,PA
1505304,Oriximiná,Baixo Amazonas,15002,Macrorregional III,1510,PA
1505403,Ourém,Rio Caetés,15009,Macrorregional II,1511,PA
1505437,Ourilândia do Norte,Araguaia,15001,Macrorregional IV,1509,PA
1505486,Pacajá,Xingu,15012,Macrorregional III,1510,PA
1712454,Luzinópolis,Bico do Papagaio,17002,Norte,1701,TO
1712504,Marianópolis do Tocantins,Cantão,17007,Centro-Sul,1702,TO
1712702,Mateiros,Amor Perfeito,17008,Centro-Sul,1702,TO
5106232,Nova Olímpia,Médio Norte Matogrossense,51007,Centro-Norte,5105,MT
5106240,Nova Ubiratã,Teles Pires,51014,Norte,5103,MT
5106257,Nova Xavantina,Garças Araguaia,51005,Leste,5104,MT
5106265,Novo Mundo,Vale do Peixoto,51015,Norte,5103,MT
5208806,Goianira,Central,52001,Centro-Oeste,5208,GO
5208905,Goiás,Rio Vermelho,52012,Centro-Oeste,5208,GO
5209101,Goiatuba,Sul,52017,Centro Sudeste,5210,GO
4103354,Braganey,10ª RS Cascavel,41010,Oeste,4108,PR
4105201,Cerro Azul,2ª RS Metropolitana,41002,Leste,4107,PR
1712801,Maurilândia do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
1715150,Novo Alegre,Sudeste,17003,Centro-Sul,1702,TO
1101500,Seringueiras,Vale do Guaporé,11007,Cacoal,1101,RO
1721109,Tocantínia,Capim Dourado,17006,Centro-Sul,1702,TO
1721208,Tocantinópolis,Bico do Papagaio,17002,Norte,1701,TO
1721257,Tupirama,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1721307,Tupiratins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1722081,Wanderlândia,Médio Norte Araguaia,17001,Norte,1701,TO
1722107,Xambioá,Médio Norte Araguaia,17001,Norte,1701,TO
2100055,Açailândia,Açailândia,21001,Sul,2109,MA
1715507,Oliveira de Fátima,Amor Perfeito,17008,Centro-Sul,1702,TO
1717008,Pindorama do Tocantins,Amor Perfeito,17008,Centro-Sul,1702,TO
1717206,Piraquê,Médio Norte Araguaia,17001,Norte,1701,TO
1717503,Pium,Cantão,17007,Centro-Sul,1702,TO
1717800,Ponte Alta do Bom Jesus,Sudeste,17003,Centro-Sul,1702,TO
1718006,Porto Alegre do Tocantins,Sudeste,17003,Centro-Sul,1702,TO
1718204,Porto Nacional,Amor Perfeito,17008,Centro-Sul,1702,TO
1718303,Praia Norte,Bico do Papagaio,17002,Norte,1701,TO
1718808,Sampaio,Bico do Papagaio,17002,Norte,1701,TO
1718840,Sandolândia,Ilha do Bananal,17005,Centro-Sul,1702,TO
1718865,Santa Fé do Araguaia,Médio Norte Araguaia,17001,Norte,1701,TO
1718881,Santa Maria do Tocantins,Cerrado Tocantins Araguaia,17004,Norte,1701,TO
1718899,Santa Rita do Tocantins,Ilha do Bananal,17005,Centro-Sul,1702,TO
1718907,Santa Rosa do Tocantins,Amor Perfeito,17008,Centro-Sul,1702,TO
1719004,Santa Tereza do Tocantins,Capim Dourado,17006,Centro-Sul,1702,TO
2100477,Alto Alegre do Pindaré,Santa Inês,21014,Norte,2110,MA
2100501,Alto Parnaíba,Balsas,21003,Sul,2109,MA
1720002,Santa Terezinha do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
1720101,São Bento do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
1720150,São Félix do Tocantins,Capim Dourado,17006,Centro-Sul,1702,TO
1720200,São Miguel do Tocantins,Bico do Papagaio,17002,Norte,1701,TO
