geocode,name_muni,name_region,code_region,name_macro,code_macro,state
2501534,Baraúna,4ª Região,25004,Campina Grande,2502,PB
2504405,Conceição,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2512721,Pedro Régis,14ª Região,25014,João Pessoa,2503,PB
2512747,Riachão,2ª Região,25002,João Pessoa,2503,PB
2512754,Riachão do Bacamarte,12ª Região,25012,João Pessoa,2503,PB
2512762,Riachão do Poço,1ª Região Mata Atlântica,25001,João Pessoa,2503,PB
2512788,Riacho de Santo Antônio,15ª Região,25015,Campina Grande,2502,PB
2515203,São Sebastião do Umbuzeiro,5ª Região,25005,Campina Grande,2502,PB
2605103,Custódia,Arcoverde,26002,Sertão,2606,PE
2601607,Belém do São Francisco,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE
2512804,Riacho dos Cavalos,8ª Região,25008,Sertão/Alto Sertão,2501,PB
2513653,Joca Claudino,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2921906,Mucugê,Seabra,29023,Centro-Leste,2917,BA
2922003,Mucuri,Teixeira de Freitas,29026,Extremo Sul,2916,BA
2512903,Rio Tinto,14ª Região,25014,João Pessoa,2503,PB
2513000,Salgadinho,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2513109,Salgado de São Félix,12ª Região,25012,João Pessoa,2503,PB
2302206,Beberibe,Cascavel,23022,Fortaleza,2310,CE
2513901,São Bento,8ª Região,25008,Sertão/Alto Sertão,2501,PB
2513158,Santa Cecília,15ª Região,25015,Campina Grande,2502,PB
2513208,Santa Cruz,10ª Região,25010,Sertão/Alto Sertão,2501,PB
2513307,Santa Helena,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2303204,Caririaçu,Juazeiro do Norte,23021,Cariri,2308,CE
2513356,Santa Inês,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2601706,Belo Jardim,Caruaru,26003,Agreste,2608,PE
2601805,Betânia,Serra Talhada,26012,Sertão,2606,PE
2513406,Santa Luzia,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2513505,Santana de Mangueira,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2513604,Santana dos Garrotes,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2304103,Crateús,Crateús,23015,Sobral,2309,CE
2513703,Santa Rita,1ª Região Mata Atlântica,25001,João Pessoa,2503,PB
2514008,São João do Cariri,5ª Região,25005,Campina Grande,2502,PB
2602100,Bom Conselho,Garanhuns,26004,Agreste,2608,PE
2513851,Santo André,16ª Região,25016,Campina Grande,2502,PB
2513927,São Bentinho,13ª Região,25013,Sertão/Alto Sertão,2501,PB
2513943,São Domingos do Cariri,15ª Região,25015,Campina Grande,2502,PB
2513968,São Domingos,13ª Região,25013,Sertão/Alto Sertão,2501,PB
2513984,São Francisco,10ª Região,25010,Sertão/Alto Sertão,2501,PB
2806503,Santa Rosa de Lima,Aracaju,28001,Macro Única,2801,SE
2514206,São José da Lagoa Tapada,10ª Região,25010,Sertão/Alto Sertão,2501,PB
2514305,São José de Caiana,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2304707,Granja,Camocim,23016,Sobral,2309,CE
2514404,São José de Espinharas,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2514453,São José dos Ramos,12ª Região,25012,João Pessoa,2503,PB
2516904,Uiraúna,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2514503,São José de Piranhas,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2514552,São José de Princesa,11ª Região,25011,Sertão/Alto Sertão,2501,PB
2514602,São José do Bonfim,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2607109,Ingazeira,Afogados da Ingazeira,26001,Sertão,2606,PE
2514651,São José do Brejo do Cruz,8ª Região,25008,Sertão/Alto Sertão,2501,PB
2514701,São José do Sabugi,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2305407,Icó,Icó,23017,Cariri,2308,CE
2305506,Iguatu,Iguatú,23018,Cariri,2308,CE
2305605,Independência,Crateús,23015,Sobral,2309,CE
2305803,Ipu,Sobral,23011,Sobral,2309,CE
2305902,Ipueiras,Crateús,23015,Sobral,2309,CE
2514800,São José dos Cordeiros,5ª Região,25005,Campina Grande,2502,PB
2514909,São Mamede,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2515005,São Miguel de Taipu,12ª Região,25012,João Pessoa,2503,PB
2307403,Jucás,Iguatú,23018,Cariri,2308,CE
2307502,Lavras da Mangabeira,Icó,23017,Cariri,2308,CE
2307635,Madalena,Canindé,23005,Sertão Central,2307,CE
2307700,Maranguape,Maracanaú,23003,Fortaleza,2310,CE
2515104,São Sebastião de Lagoa de Roça,3ª Região,25003,Campina Grande,2502,PB
2515302,Sapé,1ª Região Mata Atlântica,25001,João Pessoa,2503,PB
2515401,São Vicente do Seridó,4ª Região,25004,Campina Grande,2502,PB
2515500,Serra Branca,5ª Região,25005,Campina Grande,2502,PB
2515609,Serra da Raiz,2ª Região,25002,João Pessoa,2503,PB
2516102,Soledade,16ª Região,25016,Campina Grande,2502,PB
2307809,Marco,Acaraú,23012,Sobral,2309,CE
2515708,Serra Grande,7ª Região,25007,Sertão/Alto Sertão,2501,PB
2515807,Serra Redonda,16ª Região,25016,Campina Grande,2502,PB
2515906,Serraria,2ª Região,25002,João Pessoa,2503,PB
2306801,Jaguaribara,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306,CE
2306900,Jaguaribe,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306,CE
2703106,Igaci,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703,AL
2515930,Sertãozinho,2ª Região,25002,João Pessoa,2503,PB
2516003,Solânea,2ª Região,25002,João Pessoa,2503,PB
2516201,Sousa,10ª Região,25010,Sertão/Alto Sertão,2501,PB
2516300,Sumé,5ª Região,25005,Campina Grande,2502,PB
2516409,Tacima,2ª Região,25002,João Pessoa,2503,PB
2516508,Taperoá,16ª Região,25016,Campina Grande,2502,PB
2308377,Miraíma,Itapipoca,23006,Fortaleza,2310,CE
2308500,Mombaça,Iguatú,23018,Cariri,2308,CE
2308609,Monsenhor Tabosa,Crateús,23015,Sobral,2309,CE
2603108,Cachoeirinha,Caruaru,26003,Agreste,2608,PE
2517001,Umbuzeiro,15ª Região,25015,Campina Grande,2502,PB
2516607,Tavares,11ª Região,25011,Sertão/Alto Sertão,2501,PB
2516706,Teixeira,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2516755,Tenório,16ª Região,25016,Campina Grande,2502,PB
2607307,Ipubi,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
2607505,Itaíba,Garanhuns,26004,Agreste,2608,PE
2615805,Tupanatinga,Arcoverde,26002,Sertão,2606,PE
2516805,Triunfo,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2605004,Cupira,Caruaru,26003,Agreste,2608,PE
2605152,Dormentes,Petrolina,26009,Vale do S.Francisco e Araripe,2605,PE
2517100,Várzea,6ª Região,25006,Sertão/Alto Sertão,2501,PB
2517209,Vieirópolis,10ª Região,25010,Sertão/Alto Sertão,2501,PB
2517407,Zabelê,5ª Região,25005,Campina Grande,2502,PB
2309409,Novo Oriente,Crateús,23015,Sobral,2309,CE
2309458,Ocara,Cascavel,23022,Fortaleza,2310,CE
2309508,Orós,Icó,23017,Cariri,2308,CE
2924702,Piripá,Vitória da Conquista,29028,Sudoeste,2911,BA
2600054,Abreu e Lima,Recife,26010,Metropolitana,2607,PE
2606705,Ibirajuba,Caruaru,26003,Agreste,2608,PE
2600104,Afogados da Ingazeira,Afogados da Ingazeira,26001,Sertão,2606,PE
2600302,Agrestina,Caruaru,26003,Agreste,2608,PE
2310308,Parambu,Tauá,23014,Sertão Central,2307,CE
2310506,Pedra Branca,Quixadá,23008,Sertão Central,2307,CE
2601003,Angelim,Garanhuns,26004,Agreste,2608,PE
2600401,Água Preta,Palmares,26008,Metropolitana,2607,PE
2600609,Alagoinha,Caruaru,26003,Agreste,2608,PE
2600708,Aliança,Goiana,26005,Metropolitana,2607,PE
2600807,Altinho,Caruaru,26003,Agreste,2608,PE
2600906,Amaraji,Palmares,26008,Metropolitana,2607,PE
2310803,Pereiro,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306,CE
2601052,Araçoiaba,Recife,26010,Metropolitana,2607,PE
2606804,Igarassu,Recife,26010,Metropolitana,2607,PE
2601102,Araripina,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
2601201,Arcoverde,Arcoverde,26002,Sertão,2606,PE
2311009,Poranga,Crateús,23015,Sobral,2309,CE
2311231,Potiretama,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306,CE
2311264,Quiterianópolis,Crateús,23015,Sobral,2309,CE
2311306,Quixadá,Quixadá,23008,Sertão Central,2307,CE
2311405,Quixeramobim,Quixadá,23008,Sertão Central,2307,CE
2601300,Barra de Guabiraba,Caruaru,26003,Agreste,2608,PE
2601409,Barreiros,Palmares,26008,Metropolitana,2607,PE
2601508,Belém de Maria,Palmares,26008,Metropolitana,2607,PE
2601904,Bezerros,Caruaru,26003,Agreste,2608,PE
2602001,Bodocó,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
2311801,Russas,Russas,23009,Litoral Leste/Jaguaribe,2306,CE
2311900,Saboeiro,Iguatú,23018,Cariri,2308,CE
2602209,Bom Jardim,Limoeiro,26006,Metropolitana,2607,PE
2602308,Bonito,Caruaru,26003,Agreste,2608,PE
2602407,Brejão,Garanhuns,26004,Agreste,2608,PE
2602506,Brejinho,Afogados da Ingazeira,26001,Sertão,2606,PE
2602605,Brejo da Madre de Deus,Caruaru,26003,Agreste,2608,PE
2602704,Buenos Aires,Limoeiro,26006,Metropolitana,2607,PE
2602803,Buíque,Arcoverde,26002,Sertão,2606,PE
2602902,Cabo de Santo Agostinho,Recife,26010,Metropolitana,2607,PE
2603207,Caetés,Garanhuns,26004,Agreste,2608,PE
2603306,Calçado,Garanhuns,26004,Agreste,2608,PE
2603405,Calumbi,Serra Talhada,26012,Sertão,2606,PE
2313500,Trairi,Itapipoca,23006,Fortaleza,2310,CE
2313906,Uruoca,Sobral,23011,Sobral,2309,CE
2603454,Camaragibe,Recife,26010,Metropolitana,2607,PE
2603504,Camocim de São Félix,Caruaru,26003,Agreste,2608,PE
2803609,Laranjeiras,Aracaju,28001,Macro Única,2801,SE
2603603,Camutanga,Goiana,26005,Metropolitana,2607,PE
2603702,Canhotinho,Garanhuns,26004,Agreste,2608,PE
2603801,Capoeiras,Garanhuns,26004,Agreste,2608,PE
2314003,Várzea Alegre,Crato,23020,Cariri,2308,CE
2314102,Viçosa do Ceará,Tianguá,23013,Sobral,2309,CE
2603900,Carnaíba,Afogados da Ingazeira,26001,Sertão,2606,PE
2603926,Carnaubeira da Penha,Serra Talhada,26012,Sertão,2606,PE
2604007,Carpina,Limoeiro,26006,Metropolitana,2607,PE
2608305,Jupi,Garanhuns,26004,Agreste,2608,PE
2604106,Caruaru,Caruaru,26003,Agreste,2608,PE
2604155,Casinhas,Limoeiro,26006,Metropolitana,2607,PE
2604205,Catende,Palmares,26008,Metropolitana,2607,PE
2604304,Cedro,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE
2604403,Chã de Alegria,Recife,26010,Metropolitana,2607,PE
2604502,Chã Grande,Recife,26010,Metropolitana,2607,PE
2604601,Condado,Goiana,26005,Metropolitana,2607,PE
2605905,Gameleira,Palmares,26008,Metropolitana,2607,PE
2604700,Correntes,Garanhuns,26004,Agreste,2608,PE
2604809,Cortês,Palmares,26008,Metropolitana,2607,PE
2604908,Cumaru,Limoeiro,26006,Metropolitana,2607,PE
2401701,Bom Jesus,Santa Cruz,24005,Macrorregião I,2402,RN
2605202,Escada,Palmares,26008,Metropolitana,2607,PE
2605608,Flores,Serra Talhada,26012,Sertão,2606,PE
2605301,Exu,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
2605400,Feira Nova,Limoeiro,26006,Metropolitana,2607,PE
2605509,Ferreiros,Goiana,26005,Metropolitana,2607,PE
2605806,Frei Miguelinho,Caruaru,26003,Agreste,2608,PE
2606002,Garanhuns,Garanhuns,26004,Agreste,2608,PE
2606101,Glória do Goitá,Recife,26010,Metropolitana,2607,PE
2606200,Goiana,Goiana,26005,Metropolitana,2607,PE
2606309,Granito,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
2606408,Gravatá,Caruaru,26003,Agreste,2608,PE
2606507,Iati,Garanhuns,26004,Agreste,2608,PE
2403103,Currais Novos,Caicó,24004,Macrorregião I,2402,RN
2606606,Ibimirim,Arcoverde,26002,Sertão,2606,PE
2607208,Ipojuca,Recife,26010,Metropolitana,2607,PE
2607406,Itacuruba,Serra Talhada,26012,Sertão,2606,PE
2925600,Presidente Dutra,Irecê,29010,Centro - Norte,2918,BA
2925956,Rafael Jambeiro,Feira de Santana,29006,Centro-Leste,2917,BA
2607604,Ilha de Itamaracá,Recife,26010,Metropolitana,2607,PE
2607653,Itambé,Goiana,26005,Metropolitana,2607,PE
2607703,Itapetim,Afogados da Ingazeira,26001,Sertão,2606,PE
2607752,Itapissuma,Recife,26010,Metropolitana,2607,PE
2607802,Itaquitinga,Goiana,26005,Metropolitana,2607,PE
2608503,Lagoa de Itaenga,Limoeiro,26006,Metropolitana,2607,PE
2607901,Jaboatão dos Guararapes,Recife,26010,Metropolitana,2607,PE
2607950,Jaqueira,Palmares,26008,Metropolitana,2607,PE
2610509,Passira,Limoeiro,26006,Metropolitana,2607,PE
2608008,Jataúba,Caruaru,26003,Agreste,2608,PE
2608057,Jatobá,Arcoverde,26002,Sertão,2606,PE
2609105,Machados,Limoeiro,26006,Metropolitana,2607,PE
2926004,Remanso,Juazeiro,29016,Norte,2913,BA
2608107,João Alfredo,Limoeiro,26006,Metropolitana,2607,PE
2608206,Joaquim Nabuco,Palmares,26008,Metropolitana,2607,PE
2608255,Jucati,Garanhuns,26004,Agreste,2608,PE
2608404,Jurema,Caruaru,26003,Agreste,2608,PE
2608453,Lagoa do Carro,Limoeiro,26006,Metropolitana,2607,PE
2926202,Riachão das Neves,Barreiras,29002,Oeste,2912,BA
2926400,Riacho de Santana,Guanambi,29007,Sudoeste,2911,BA
2928901,São Desidério,Barreiras,29002,Oeste,2912,BA
2608602,Lagoa do Ouro,Garanhuns,26004,Agreste,2608,PE
2608701,Lagoa dos Gatos,Palmares,26008,Metropolitana,2607,PE
2608800,Lajedo,Garanhuns,26004,Agreste,2608,PE
2608909,Limoeiro,Limoeiro,26006,Metropolitana,2607,PE
2609006,Macaparana,Goiana,26005,Metropolitana,2607,PE
2929057,São Félix do Coribe,Santa Maria da Vitória,29021,Oeste,2912,BA
2930006,Sebastião Laranjeiras,Guanambi,29007,Sudoeste,2911,BA
2930154,Serra do Ramalho,Santa Maria da Vitória,29021,Oeste,2912,BA
2930303,Serra Dourada,Santa Maria da Vitória,29021,Oeste,2912,BA
2930758,Sítio do Mato,Santa Maria da Vitória,29021,Oeste,2912,BA
2930766,Sítio do Quinto,Ribeira do Pombal,29019,Nordeste,2914,BA
2609154,Manari,Arcoverde,26002,Sertão,2606,PE
2609204,Maraial,Palmares,26008,Metropolitana,2607,PE
2609303,Mirandiba,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE
2609402,Moreno,Recife,26010,Metropolitana,2607,PE
2406106,Jucurutu,Caicó,24004,Macrorregião I,2402,RN
2609501,Nazaré da Mata,Limoeiro,26006,Metropolitana,2607,PE
2930774,Sobradinho,Juazeiro,29016,Norte,2913,BA
3101508,Além Paraíba,Além  Paraíba,31041,Sudeste,3107,MG
3101607,Alfenas,Alfenas / Machado,31001,Sul,3101,MG
3101706,Almenara,Almenara/Jacinto,31094,Nordeste,3111,MG
3105103,Bambuí,Formiga,31030,Oeste,3105,MG
3105202,Bandeira,Almenara/Jacinto,31094,Nordeste,3111,MG
2609600,Olinda,Recife,26010,Metropolitana,2607,PE
2609709,Orobó,Limoeiro,26006,Metropolitana,2607,PE
2609808,Orocó,Petrolina,26009,Vale do S.Francisco e Araripe,2605,PE
2610004,Palmares,Palmares,26008,Metropolitana,2607,PE
2406403,Lagoa de Velhos,Santa Cruz,24005,Macrorregião I,2402,RN
2610103,Palmeirina,Garanhuns,26004,Agreste,2608,PE
3106408,Belo Vale,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103,MG
3106507,Berilo,Araçuaí,31064,Jequitinhonha,3104,MG
3106606,Bertópolis,Águas Formosas,31062,Nordeste,3111,MG
3107208,Bocaina de Minas,Lima Duarte,31090,Sudeste,3107,MG
3107802,Bom Jesus do Galho,Caratinga,31034,Vale do Aço,3114,MG
3108107,Bonfim,Betim,31017,Centro,3103,MG
3108206,Bonfinópolis de Minas,Unaí,31058,Noroeste,3109,MG
3108255,Bonito de Minas,Januária,31053,Norte,3108,MG
2610202,Panelas,Caruaru,26003,Agreste,2608,PE
2610301,Paranatama,Garanhuns,26004,Agreste,2608,PE
2613107,São Caitano,Caruaru,26003,Agreste,2608,PE
2407252,Major Sales,Pau dos Ferros,24006,Macrorregião II,2401,RN
2610608,Paudalho,Limoeiro,26006,Metropolitana,2607,PE
2611408,Primavera,Palmares,26008,Metropolitana,2607,PE
3108404,Botelhos,Alfenas / Machado,31001,Sul,3101,MG
3108800,Braúnas,Ipatinga,31037,Vale do Aço,3114,MG
2610707,Paulista,Recife,26010,Metropolitana,2607,PE
2610806,Pedra,Arcoverde,26002,Sertão,2606,PE
2610905,Pesqueira,Caruaru,26003,Agreste,2608,PE
2611200,Poção,Caruaru,26003,Agreste,2608,PE
2611309,Pombos,Recife,26010,Metropolitana,2607,PE
3109402,Buritizeiro,Pirapora,31055,Norte,3108,MG
2611507,Quipapá,Palmares,26008,Metropolitana,2607,PE
2611606,Recife,Recife,26010,Metropolitana,2607,PE
2611705,Riacho das Almas,Caruaru,26003,Agreste,2608,PE
2611804,Ribeirão,Palmares,26008,Metropolitana,2607,PE
2612406,Sanharó,Caruaru,26003,Agreste,2608,PE
3109451,Cabeceira Grande,Unaí,31058,Noroeste,3109,MG
2611903,Rio Formoso,Palmares,26008,Metropolitana,2607,PE
4312609,Muçum,Região 29 - Vales e Montanhas,43029,Vales,4308,RS
2612000,Sairé,Caruaru,26003,Agreste,2608,PE
2612109,Salgadinho,Limoeiro,26006,Metropolitana,2607,PE
2612307,Saloá,Garanhuns,26004,Agreste,2608,PE
3109501,Cabo Verde,Guaxupé,31002,Sul,3101,MG
3109709,Cachoeira de Minas,Pouso Alegre,31007,Sul,3101,MG
3110004,Caeté,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103,MG
3110806,Campanário,Itambacuri,31096,Nordeste,3111,MG
3110905,Campanha,Três Corações,31010,Sul,3101,MG
3120151,Crisólita,Águas Formosas,31062,Nordeste,3111,MG
2612471,Santa Cruz da Baixa Verde,Serra Talhada,26012,Sertão,2606,PE
2612505,Santa Cruz do Capibaribe,Caruaru,26003,Agreste,2608,PE
2612703,Santa Maria do Cambucá,Caruaru,26003,Agreste,2608,PE
2612802,Santa Terezinha,Afogados da Ingazeira,26001,Sertão,2606,PE
2612901,São Benedito do Sul,Palmares,26008,Metropolitana,2607,PE
2614857,Tamandaré,Palmares,26008,Metropolitana,2607,PE
2613008,São Bento do Una,Caruaru,26003,Agreste,2608,PE
2613206,São João,Garanhuns,26004,Agreste,2608,PE
2613305,São Joaquim do Monte,Caruaru,26003,Agreste,2608,PE
2613404,São José da Coroa Grande,Palmares,26008,Metropolitana,2607,PE
2614808,Tacaratu,Arcoverde,26002,Sertão,2606,PE
3120300,Cristália,Francisco Sá,31051,Norte,3108,MG
3122470,Dom Bosco,Unaí,31058,Noroeste,3109,MG
2613602,São José do Egito,Afogados da Ingazeira,26001,Sertão,2606,PE
2615904,Tuparetama,Afogados da Ingazeira,26001,Sertão,2606,PE
2613701,São Lourenço da Mata,Recife,26010,Metropolitana,2607,PE
2613800,São Vicente Ferrer,Goiana,26005,Metropolitana,2607,PE
2614204,Sirinhaém,Palmares,26008,Metropolitana,2607,PE
2615607,Trindade,Ouricuri,26007,Vale do S.Francisco e Araripe,2605,PE
3122603,Dom Joaquim,Guanhães,31020,Centro,3103,MG
3123908,Entre Rios de Minas,Congonhas,31078,Centro Sul,3102,MG
3124005,Ervália,Ubá,31048,Sudeste,3107,MG
2614402,Solidão,Afogados da Ingazeira,26001,Sertão,2606,PE
2614501,Surubim,Limoeiro,26006,Metropolitana,2607,PE
2614600,Tabira,Afogados da Ingazeira,26001,Sertão,2606,PE
2614709,Tacaimbó,Caruaru,26003,Agreste,2608,PE
3124104,Esmeraldas,Betim,31017,Centro,3103,MG
3124203,Espera Feliz,Carangola,31042,Sudeste,3107,MG
3124302,Espinosa,Janaúba/Monte Azul,31052,Norte,3108,MG
3127073,Fruta de Leite,salinas,31098,Norte,3108,MG
3127107,Frutal,Frutal / Iturama,31071,Triângulo do Sul,3112,MG
3127206,Funilândia,Sete Lagoas,31024,Centro,3103,MG
3128204,Guaraciaba,Ponte Nova,31060,Leste do Sul,3110,MG
3128253,Guaraciama,Bocaiúva,31083,Norte,3108,MG
3128402,Guarani,Ubá,31048,Sudeste,3107,MG
3135050,Jaíba,Janaúba/Monte Azul,31052,Norte,3108,MG
2615003,Taquaritinga do Norte,Caruaru,26003,Agreste,2608,PE
2615102,Terezinha,Garanhuns,26004,Agreste,2608,PE
2615300,Timbaúba,Goiana,26005,Metropolitana,2607,PE
2615409,Toritama,Caruaru,26003,Agreste,2608,PE
2615508,Tracunhaém,Limoeiro,26006,Metropolitana,2607,PE
3135076,Jampruca,Governador Valadares,31036,Leste,3106,MG
3135100,Janaúba,Janaúba/Monte Azul,31052,Norte,3108,MG
3135209,Januária,Januária,31053,Norte,3108,MG
2615706,Triunfo,Serra Talhada,26012,Sertão,2606,PE
2616001,Venturosa,Arcoverde,26002,Sertão,2606,PE
2616100,Verdejante,Salgueiro,26011,Vale do S.Francisco e Araripe,2605,PE
2616183,Vertente do Lério,Limoeiro,26006,Metropolitana,2607,PE
2616209,Vertentes,Caruaru,26003,Agreste,2608,PE
3135357,Japonvar,Brasília de Minas/São Francisco,31049,Norte,3108,MG
2616308,Vicência,Limoeiro,26006,Metropolitana,2607,PE
2616407,Vitória de Santo Antão,Recife,26010,Metropolitana,2607,PE
2616506,Xexéu,Palmares,26008,Metropolitana,2607,PE
2700102,Água Branca,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703,AL
2700201,Anadia,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704,AL
3135407,Jeceaba,Congonhas,31078,Centro Sul,3102,MG
3135506,Jequeri,Ponte Nova,31060,Leste do Sul,3110,MG
3135605,Jequitaí,Coração de Jesus,31050,Norte,3108,MG
2700300,Arapiraca,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2413102,Senador Elói de Souza,Santa Cruz,24005,Macrorregião I,2402,RN
2700409,Atalaia,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704,AL
2700508,Barra de Santo Antônio,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704,AL
2700607,Barra de São Miguel,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704,AL
2702355,Craíbas,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2700706,Batalha,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2701001,Boca da Mata,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704,AL
2701100,Branquinha,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
2701209,Cacimbinhas,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703,AL
2701357,Campestre,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
3135704,Jequitibá,Sete Lagoas,31024,Centro,3103,MG
3135803,Jequitinhonha,Almenara/Jacinto,31094,Nordeste,3111,MG
3136009,Joaíma,Almenara/Jacinto,31094,Nordeste,3111,MG
2701407,Campo Alegre,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704,AL
2701506,Campo Grande,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2701605,Canapi,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703,AL
2701704,Capela,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704,AL
2702405,Delmiro Gouveia,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703,AL
3171105,Veríssimo,Uberaba,31072,Triângulo do Sul,3112,MG
3136504,Jordânia,Almenara/Jacinto,31094,Nordeste,3111,MG
3136553,José Raydan,Santa Maria do Suaçuí,31081,Leste,3106,MG
3137106,Lagamar,Patos de Minas,31057,Noroeste,3109,MG
2701902,Chã Preta,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704,AL
2702009,Coité do Nóia,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2702108,Colônia Leopoldina,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
2702207,Coqueiro Seco,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704,AL
2702306,Coruripe,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704,AL
3137205,Lagoa da Prata,Lagoa da Prata/Sto Ant do Monte,31087,Oeste,3105,MG
3137304,Lagoa dos Patos,Coração de Jesus,31050,Norte,3108,MG
3137403,Lagoa Dourada,São João Del Rei,31015,Centro Sul,3102,MG
2702504,Dois Riachos,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703,AL
2702553,Estrela de Alagoas,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703,AL
2702603,Feira Grande,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2500536,Alcantil,15ª Região,25015,Campina Grande,2502,PB
2500700,São João do Rio do Peixe,9ª Região,25009,Sertão/Alto Sertão,2501,PB
2702702,Feliz Deserto,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704,AL
2919108,Lamarão,Serrinha,29025,Centro-Leste,2917,BA
4314753,Poço das Antas,Região 30 - Vale da Luz,43030,Vales,4308,RS
2702801,Flexeiras,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704,AL
2702900,Girau do Ponciano,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2703007,Ibateguara,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
2703205,Igreja Nova,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704,AL
2703304,Inhapi,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703,AL
3137502,Lagoa Formosa,Patos de Minas,31057,Noroeste,3109,MG
3137536,Lagoa Grande,João Pinheiro,31077,Noroeste,3109,MG
3137601,Lagoa Santa,Vespasiano,31025,Centro,3103,MG
2703403,Jacaré dos Homens,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2703502,Jacuípe,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704,AL
2703601,Japaratinga,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704,AL
2703700,Jaramataia,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703,AL
2703759,Jequiá da Praia,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704,AL
2706000,Olivença,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703,AL
2703809,Joaquim Gomes,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
2703908,Jundiá,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704,AL
2501575,Barra de Santana,15ª Região,25015,Campina Grande,2502,PB
2501708,Barra de São Miguel,15ª Região,25015,Campina Grande,2502,PB
4115408,Marmeleiro,8ª RS Francisco Beltrão,41008,Oeste,4108,PR
